company_name,company_industry,company_legal_form,company_headquarters,file_name
EqualizeRCM Services,IT Services & Consulting,Private,"Austin, United States",AmbitionBox
Universal Precision Screws,Industrial Machinery,,"Rohtak, India",AmbitionBox
Life Care Logistic,Logistics / Shipping,Private,"Indore, India",AmbitionBox
Vowelweb,IT Services & Consulting,LLP,"Nagpur, Maharashtra, India",AmbitionBox
Aegis Associates,Healthcare,,"New Delhi, India",AmbitionBox
Pradhan Mantri Kaushal Kendra,Non-Profit,,"delhi, delhi, india",AmbitionBox
Arcon TechSolutions,IT Services & Consulting,Private,"Mumbai, Maharashtra, India",AmbitionBox
JSW Ispat Special Products,Iron & Steel,,,AmbitionBox
Mobile Premier League,Gaming,,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
SOGEFI ENGINE SYSTEMS INDIA,,,,AmbitionBox
Dhruv Research,Management Consulting,,"Gurgaon/Gurugram, Haryana,",AmbitionBox
Bhavna Corp.,IT Services & Consulting,Private,"Noida, Uttar Pradesh, India",AmbitionBox
MASAI School,EdTech,Private,"Bangalore,Karnataka, India",AmbitionBox
Hoppoo Lifestyle India,Marketing & Advertising,,"Lucknow, India",AmbitionBox
Tata Docomo,Telecom,,"Mumbai, India",AmbitionBox
Deqode,IT Services & Consulting,Private,"San Francisco, California, United States (USA)",AmbitionBox
Saxo Group India,Investment Banking / Venture Capital / Private Equity,Private,"Copenhagen, Denmark",AmbitionBox
ShapeMySkills,Education & Training,Private,"Noida, Uttar Pradesh, India",AmbitionBox
Amazon Distribution,Logistics,,,AmbitionBox
Salarycanyon,Education & Training,Private,"Greater Noida, Uttar Pradesh, India",AmbitionBox
Narayan Seva Sansthan,Non-Profit,NGO/NPO,"Udaipur, India",AmbitionBox
Merlin Group,Real Estate,,"Kolkata, India",AmbitionBox
Azuga Telematics,Software Product,Private,"San Jose, California, United States (USA)",AmbitionBox
Storia Foods,Beverage,Private,"Mumbai,Maharashtra, India",AmbitionBox
eBay,Internet,Private,"San Jose,California, United States",AmbitionBox
GILLANDERS ARBUTHNOT & CO,Financial Services,Public,"Kolkata, West Bengal, India",AmbitionBox
Dhanush InfoTech,IT Services & Consulting,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Tejora,IT Services & Consulting,Private,"Mumbai, India",AmbitionBox
Asit C Mehta Investment Interrmediates,Investment Banking / Venture Capital / Private Equity,Private,"Mumbai, Maharashtra, India",AmbitionBox
Jindal ITF,Engineering & Construction,Public,"New Delhi, India",AmbitionBox
MPOnline,IT Services & Consulting,Public,"Bhopal, India",AmbitionBox
GILLANDERS ARBUTHNOT & CO,Financial Services,Public,"Kolkata, West Bengal, India",AmbitionBox
GreenPoint Global,IT Services & Consulting,Private,"Rye, United States",AmbitionBox
American India Foundation,Non-Profit,Private,"New York, United States",AmbitionBox
InSync Analytics,Analytics & KPO,Private,"New York, India",AmbitionBox
Groz - Beckert Asia,Fashion & Textile,Private,"Albstadt, Germany",AmbitionBox
PCI,Pharma,Private,"New Delhi, India",AmbitionBox
Balaji Telefilms,Media & Entertainment,Public,"Mumbai, Maharashtra, India",AmbitionBox
Cerium Systems,Semiconductors,Private,"Bangalore, India",AmbitionBox
Golden Tulip Chandigarh,Hospitality,Private,"Puteaux, France",AmbitionBox
Sacred Heart School,Education & Training,Private,"Yankton, SD (US),",AmbitionBox
Government of Kerala,Government,Private,"Thiruvananthapuram, India",AmbitionBox
Inspace Technologies,Software Product,Private,"Chennai, India",AmbitionBox
Tejora,IT Services & Consulting,Private,"Mumbai, India",AmbitionBox
Pravin Masalewale,Food Processing,Private,"Pune, India",AmbitionBox
KRIBHCO Fertilizers Limited,Agro Chemicals,Public,"Noida, India",AmbitionBox
McGraw-Hill Education,Printing & Publishing,Private,"New York, New York, United States (USA)",AmbitionBox
Jindal ITF,Engineering & Construction,Public,"New Delhi, India",AmbitionBox
SeedWorks International,Agriculture,Private,"Hyderabad,Telangana, India",AmbitionBox
E2E Networks,IT Services & Consulting,Public,"Delhi,NCT, India",AmbitionBox
Kestone Integrated Marketing Services,Marketing & Advertising,Private,"New Delhi, India",AmbitionBox
Webguru Infosystems,IT Services & Consulting,Private,"Kolkata, West Bengal, India",AmbitionBox
Amplifon,Medical Equipment,Private,"Milan,Milan, Italy",AmbitionBox
The Art of Living,Non-Profit,Private,"Bengaluru, India",AmbitionBox
Sgt Medical College Hospital Research Institute,Education & Training,Private,"Gurgaon, India",AmbitionBox
Sterling Generators,Industrial Machinery,,"Mumbai, India",AmbitionBox
Precision Seals Manufacturing,Oil & Gas,,"Pune, India",AmbitionBox
Mangalore Chemicals & Fertilizers,Agro Chemicals,Public,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
LARVOL,Pharma,,"San Francisco, United States",AmbitionBox
Castex Technologies,Auto Components,Public,"New Delhi, India",AmbitionBox
Chemspec Chemicals,Chemicals,Private,"Mumbai, Maharashtra, India",AmbitionBox
Alpha Maier,Auto Components,,"Gurgaon, India",AmbitionBox
Rakesh Masala,Food Processing,Private,"Noida, Uttar Pradesh, India",AmbitionBox
Nestor Pharmaceuticals,Pharma,Public,"New Delhi, India",AmbitionBox
Indus Projects,Engineering & Construction,Private,"Hyderabad, India",AmbitionBox
Imperial Electric Company,Engineering & Construction,Private,"Kolkata, India",AmbitionBox
Trn Energy,Power,,"Raipur, India",AmbitionBox
Ssnr Projects.pvt.ltd,Engineering & Construction,Private,"Visakhapatnam/Vizag, Andhra Pradesh, India",AmbitionBox
Skypack,Packaging,Private,"Faridabad, India",AmbitionBox
Virchow Laboratories,Pharma,,"Hyderabad, India",AmbitionBox
Formula Group,Management Consulting,Private,"New Delhi, Delhi, India",AmbitionBox
Kalinga University,Education & Training,,"Raipur, India",AmbitionBox
Keya Foods International,Other,Private,"Mumbai,Maharashtra, India",AmbitionBox
The Irish House,Hospitality,Private,"Mumbai, Maharashtra, India",AmbitionBox
Besmak Components,Auto Components,,"Kanchipuram, India",AmbitionBox
Pharma Companies,Healthcare / Pharma,,,AmbitionBox
Contacare Eye Hospital,Healthcare,,"Thane, India",AmbitionBox
Jasubhai Engineering Pvt.ltd,Engineering & Construction,Private,"Mumbai, India",AmbitionBox
Renishaw,Industrial Automation,Private,"Wotton-under-edge,Gloucestershire, United Kingdom",AmbitionBox
Insta Exhibition,Design,Private,"Mumbai, India",AmbitionBox
Bhagwan Mahaveer Cancer Hospital & Research Centre,Healthcare,,"Jaipur, India",AmbitionBox
Volansys Technologies,IT Services & Consulting,Private,"Santa Clara, California, United States",AmbitionBox
Symbiosys Technologies,IT Services & Consulting,Private,"Visakhapatnam/Vizag, Andhra Pradesh, India",AmbitionBox
Saffron Lifestyle Traders,Fashion & Textile,Private,"Ahmedabad, India",AmbitionBox
Phi Seeds,Agriculture,Private,"Hyderabad, India",AmbitionBox
Urbacon Trading & Contracting,Engineering & Construction,,"Lusail, Qatar",AmbitionBox
Beam Suntory,Food Processing,,"Chicago, United States",AmbitionBox
Cogneesol,Accounting & Auditing,Private,"New York, New York, United States (USA)",AmbitionBox
Mallcom,BPO,Public,"Kolkata, West Bengal, India",AmbitionBox
Bharat Parenterals,Pharma,Public,"Vadodara/Baroda, Gujrat, India",AmbitionBox
Jasubhai Engineering Pvt.ltd,Engineering & Construction,Private,"Mumbai, India",AmbitionBox
Ssnr Projects.pvt.ltd,Engineering & Construction,Private,"Visakhapatnam/Vizag, Andhra Pradesh, India",AmbitionBox
Pharma Companies,Healthcare / Pharma,,,AmbitionBox
D Y Patil Hospital,Healthcare,Private,"Mumbai, Maharashtra, India",AmbitionBox
Dhanush InfoTech,IT Services & Consulting,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Cogneesol,Accounting & Auditing,Private,"New York, New York, United States (USA)",AmbitionBox
Mallcom,BPO,Public,"Kolkata, West Bengal, India",AmbitionBox
Asit C Mehta Investment Interrmediates,Investment Banking / Venture Capital / Private Equity,Private,"Mumbai, Maharashtra, India",AmbitionBox
Bhagwan Mahaveer Cancer Hospital & Research Centre,Healthcare,,"Jaipur, India",AmbitionBox
Volansys Technologies,IT Services & Consulting,Private,"Santa Clara, California, United States",AmbitionBox
Symbiosys Technologies,IT Services & Consulting,Private,"Visakhapatnam/Vizag, Andhra Pradesh, India",AmbitionBox
Saffron Lifestyle Traders,Fashion & Textile,Private,"Ahmedabad, India",AmbitionBox
Skypack,Packaging,Private,"Faridabad, India",AmbitionBox
Virchow Laboratories,Pharma,,"Hyderabad, India",AmbitionBox
Urbacon Trading & Contracting,Engineering & Construction,,"Lusail, Qatar",AmbitionBox
Contacare Eye Hospital,Healthcare,,"Thane, India",AmbitionBox
Formula Group,Management Consulting,Private,"New Delhi, Delhi, India",AmbitionBox
Phi Seeds,Agriculture,Private,"Hyderabad, India",AmbitionBox
Greendot Health Foods,FMCG,,"Faridabad,Haryana, India",AmbitionBox
Vasu Healthcare,Healthcare,Private,"Vadodara/Baroda, Gujarat, India",AmbitionBox
Shri Lakshmi Cotsyn,Fashion & Textile,Public,"Noida, India",AmbitionBox
FONTY Supply Chain Solutions,Logistics,,,AmbitionBox
Signals and Systems,Electronics Manufacturing,Private,"Chennai, Tamil Nadu, India",AmbitionBox
Kazstroy Services,Engineering & Construction,Private,"Almaty, Kazakhstan",AmbitionBox
St. Paul's School,Education & Training,Private,"haz?r?b?g, jharkhand, india",AmbitionBox
Nestor Pharmaceuticals,Pharma,Public,"New Delhi, India",AmbitionBox
Beam Suntory,Food Processing,,"Chicago, United States",AmbitionBox
Besmak Components,Auto Components,,"Kanchipuram, India",AmbitionBox
Mk Enterprises,Chemicals,Private,"New Delhi, India",AmbitionBox
RPP Infra Projects,Engineering & Construction,Public,"Chennai, Tamil Nadu, India",AmbitionBox
Bothra Group,Logistics,Private,"Visakhapatnam, India",AmbitionBox
Raaj Khosla & Co.,Financial Services,,,AmbitionBox
Alpha Maier,Auto Components,,"Gurgaon, India",AmbitionBox
Rakesh Masala,Food Processing,Private,"Noida, Uttar Pradesh, India",AmbitionBox
Sandip Foundation,Education & Training,Private,"Nasik/Nashik, Maharashtra, India",AmbitionBox
Chemspec Chemicals,Chemicals,Private,"Mumbai, Maharashtra, India",AmbitionBox
Indus Projects,Engineering & Construction,Private,"Hyderabad, India",AmbitionBox
The Irish House,Hospitality,Private,"Mumbai, Maharashtra, India",AmbitionBox
Kalinga University,Education & Training,,"Raipur, India",AmbitionBox
Keya Foods International,Other,Private,"Mumbai,Maharashtra, India",AmbitionBox
Sekhani Industries,FMCG,,"Ahmedabad, India",AmbitionBox
Irvine Infocom,IT Services & Consulting,Private,"New Delhi, Delhi, India",AmbitionBox
Royal Care Super Speciality Hospital,Healthcare,,"Coimbatore, India",AmbitionBox
Father Muller Medical College Hospital,Education & Training,,"Mangaluru, India",AmbitionBox
Affordplan,Internet,Private,"Delhi,NCT, India",AmbitionBox
Zopsmart Technology,Software Product,Private,"Bangalore,Karnataka, India",AmbitionBox
Transport Solutions India,Automobile,Private,"Mumbai, India",AmbitionBox
Cenduit India Services,IT Services & Consulting,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Alexis Multispeciality Hospital,Healthcare,,"Nagpur, India",AmbitionBox
Cogeme Precision Parts,Industrial Machinery,,"Pune, India",AmbitionBox
Primary Health Centre,Healthcare / Pharma,,,AmbitionBox
Imperial Electric Company,Engineering & Construction,Private,"Kolkata, India",AmbitionBox
Ankura Hospital,Healthcare,LLP,"Hyderabad, India",AmbitionBox
RICE GROUP,Education & Training,Private,"Kolkata, India",AmbitionBox
24seven,Retail,,,AmbitionBox
Eos,BPO,Private,"Thane, India",AmbitionBox
Saggraha Management Services,Financial Services,,"Bangalore,Karnataka, India",AmbitionBox
Renishaw,Industrial Automation,Private,"Wotton-under-edge,Gloucestershire, United Kingdom",AmbitionBox
Insta Exhibition,Design,Private,"Mumbai, India",AmbitionBox
Pace IIT & Medical,Education & Training,Private,"Mumbai, India",AmbitionBox
Amplifon,Medical Equipment,Private,"Milan,Milan, Italy",AmbitionBox
RICE GROUP,Education & Training,Private,"Kolkata, India",AmbitionBox
Ankura Hospital,Healthcare,LLP,"Hyderabad, India",AmbitionBox
Affordplan,Internet,Private,"Delhi,NCT, India",AmbitionBox
Transport Solutions India,Automobile,Private,"Mumbai, India",AmbitionBox
ORISSA METALIKS,,,,AmbitionBox
Ujala Credit Co-Operative Society,Financial Services,Public,"New Delhi, India",AmbitionBox
Ergos Life Sciences,Pharma,Private,"Mumbai, India",AmbitionBox
A-Check Global,Consulting,,,AmbitionBox
CISB,Law Enforcement & Security,,"Mumbai, India",AmbitionBox
Auraine Botanicals,Beauty & Personal Care,Private,"Gurgaon, India",AmbitionBox
Ondoor Concepts,Internet,Private,"Bhopal,Madhya Pradesh, India",AmbitionBox
LAKME ACADEMY,Beauty & Personal Care,,"Mumbai, India",AmbitionBox
FONTY Supply Chain Solutions,Logistics,,,AmbitionBox
Proziod Analytics,IT Services & Consulting,Private,"Bengaluru/Bangalore, Karnataka, India",AmbitionBox
STEM Learning,Education & Training,Private,"Mumbai, Maharashtra, India",AmbitionBox
Ornate TechnoServices,IT Services & Consulting,Private,"New Delhi, Delhi, India",AmbitionBox
LA Technologies,IT Services & Consulting,,"bombay, maharashtra, india",AmbitionBox
SRM Institute of Science and Technology,Education & Training,Private,"Chennai, Tamil Nadu, India",AmbitionBox
Fasal,Internet,Private,"Bangalore,Karnataka, India",AmbitionBox
Inlead Electronics,Consumer Electronics & Appliances,,"Shenzhen, Guangdong , China",AmbitionBox
GRAVEIENS EDUSERVICES,Education & Training,,"Noida, Uttar Pradesh, India",AmbitionBox
Globsyn-3rdLife,IT Services & Consulting,,"calcutta, west bengal, india",AmbitionBox
DUNZO DIGITAL,Logistics,,"Bangalore, Karnataka, India",AmbitionBox
Vipul,Real Estate,Public,,AmbitionBox
Sharayu Toyota,Automobile,Private,"Aurangabad, India",AmbitionBox
Naresh i Technologies,IT Services & Consulting,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
SIP Academy,Education & Training,Private,"Chennai, India",AmbitionBox
STARTEK Aegis Customer Support Services,,,,AmbitionBox
SKY LAB INFOTECH,,,,AmbitionBox
Sharayu Toyota,Automobile,Private,"Aurangabad, India",AmbitionBox
Naresh i Technologies,IT Services & Consulting,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
"TVS Sreechakra LTD ,Tvs Tyres",Auto Components,,"Chennai, Tamil Nadu, India",AmbitionBox
Omnicom Media Group,Marketing & Advertising,Private,"New York, New York, US",AmbitionBox
Europ Assistance India,Insurance,Private,"Paris, France",AmbitionBox
Roadmap IT Solutions,IT Services & Consulting,Private,"Bengaluru, India",AmbitionBox
Qualitas Global QA Labs,IT Services & Consulting,LLP,"Pune, Maharashtra, India",AmbitionBox
Harrisons Malayalam,Petrochemicals,Public,"Kochi/Cochin, Kerala, India",AmbitionBox
Virtuoso Projects & Engineers,Industrial Automation,,"Pune, India",AmbitionBox
Eidiko Systems Integrators,IT Services & Consulting,Private,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Mcnally Sayaji Engineering,Industrial Machinery,Public,"Kolkata, India",AmbitionBox
Ranosys Technologies,IT Services & Consulting,Private,"Singapore, Singapore",AmbitionBox
K7 Computing,IT Services & Consulting,Private,"Chennai, Tamil Nadu, India",AmbitionBox
Indian Potash,Agro Chemicals,Private,"Chennai, India",AmbitionBox
Kotak Education Foundation,Non-Profit,Private,"Mumbai, Maharashtra, India",AmbitionBox
Quaere e-Technologies,IT Services & Consulting,Private,"Lucknow, Uttar Pradesh, India",AmbitionBox
Digital Aptech,IT Services & Consulting,Private,"Kolkata, West Bengal, India",AmbitionBox
Geometric,Software Product,Public,"Noida, Uttar Pradesh, India",AmbitionBox
Sarvatra Technologies,FinTech,Private,"Pune,Maharashtra, India",AmbitionBox
Funfirst Global Skillers,EdTech,Private,"Mumbai, Maharashtra, India",AmbitionBox
NMC Healthcare,Healthcare,,"Abu Dhabi, United Arab Emirates",AmbitionBox
Kaivalya Education Foundation,Education & Training,Private,"Ahmedabad, India",AmbitionBox
Morpheus Human Consulting,Recruitment,Private,"Mumbai, Maharashtra, India",AmbitionBox
Customer Analytics,Analytics & KPO,Private,"Chennai, Tamil Nadu, India",AmbitionBox
ARCOP Associates,Architecture & Interior Design,Private,"New Delhi, India",AmbitionBox
Nextra Teleservices,Telecom,Private,"Delhi/NCR, Delhi, India",AmbitionBox
Gopalan Enterprises,Real Estate,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
RBS Group,Banking,Private,"New Delhi, India",AmbitionBox
Svasti Microfinance,Financial Services,Private,"Mumbai,Maharashtra, India",AmbitionBox
Freight Systems,Ports & Shipping,Public,"Dubai, UnitedArabEmirates",AmbitionBox
MES,Defence & Aerospace,Private,"Rockville, UnitedStates",AmbitionBox
Usg Boral Building Products,Building Material,Private,"Sydney, Australia",AmbitionBox
Reliance Lifestyle Holdings,Retail,Public,"bombay, maharashtra, india",AmbitionBox
Grace Toyota,Automobile,,"Nagpur, India",AmbitionBox
Edify School,Education & Training,,,AmbitionBox
Century Real Estate,Real Estate,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
IonIdea Interactive,IT Services & Consulting,Private,"Fairfax, United States",AmbitionBox
Allied Jb Friction,,Private,"Neemrana, Rajasthan, India",AmbitionBox
Yamaha Music India,Media & Entertainment,Private,"Gurgaon/Gurugram, Haryana, India",AmbitionBox
R K Marbles,Metals & Mining,Private,"Kishangarh, India",AmbitionBox
Sunrise Hospital,Healthcare,Private,"Delhi/NCR, Delhi, India",AmbitionBox
Al Ansari Trading Enterprise LLC,Engineering & Construction,,"Muscat, Oman",AmbitionBox
Sagar Ratna Restaurant,Hospitality,Private,"New Delhi, India",AmbitionBox
Sanathan Textiles,Fashion & Textile,,"Mumbai, India",AmbitionBox
Khosla Profil,Fashion & Textile,Private,"Mumbai, Maharashtra, India",AmbitionBox
Shree Balaji Group,Real Estate,Private,"Ahmedabad, India",AmbitionBox
Utkal Automobiles,Automobile,,"Bhubaneswar, India",AmbitionBox
The Beer Cafe,Beverage,Private,"Gurgaon,Haryana, India",AmbitionBox
Creative Textile Mill,Fashion & Textile,Private,"Mumbai, India",AmbitionBox
Etech,BPO,Private,"Nacogdoches, UnitedStates",AmbitionBox
Risk Management Solutions,IT Services & Consulting,Private,"Newark, United States",AmbitionBox
IMS Learning Resources,Education & Training,Private,"Mumbai, Maharashtra, India",AmbitionBox
Pride Technologies,Recruitment,Private,"New York, United States",AmbitionBox
HERO ECOTECH,Automobile,Public,"Ludhiana, India",AmbitionBox
SunSource Energy,Power,Private,"Noida,Uttar Pradesh, India",AmbitionBox
Ardom Telecom,Facility Management Services,,"Gurgaon, India",AmbitionBox
Orbit Technologies,Industrial Machinery,Private,"Hyderabad, India",AmbitionBox
Mothercare,Retail,Public,"Watford, United Kingdom",AmbitionBox
Sidel,Industrial Machinery,Private,"Octeville-sur-Mer, France",AmbitionBox
Reinforced Earth,Engineering & Construction,Private,"Rueil-Malmaison, France",AmbitionBox
codeMantra,IT Services & Consulting,Private,"Burlington, Massachusetts, United States (USA)",AmbitionBox
Aryan Imaging & Business Consultants,IT Services & Consulting,Private,"Pune, Maharashtra, India",AmbitionBox
Thinq Pharma Cro,Pharma,Public,"Mumbai, Maharashtra, India",AmbitionBox
Flytxt Mobile Solutions,IT Services & Consulting,Private,"Nieuwegein, Netherlands",AmbitionBox
Bharti Hospital,Healthcare,,,AmbitionBox
Target Publications,Printing & Publishing,Private,"Mumbai, Maharashtra, India",AmbitionBox
Vasant Masala,Retail,Private,"Ahmedabad, Gujarat, India",AmbitionBox
Kyb Conmat,Industrial Machinery,,"Vadodara, India",AmbitionBox
WWF-India,Non-Profit,NGO/NPO,"Delhi/NCR, Delhi, India",AmbitionBox
Indo European Educational Services,Education & Training,Public,"Delhi/NCR, Delhi, India",AmbitionBox
Nxtgen Datacenter Cloud Technologies,IT Services & Consulting,Private,"Bangalore,Karnataka, India",AmbitionBox
Bader Al Mulla Brothers W L L,Engineering & Construction,Private,"Kuwait City, Kuwait",AmbitionBox
Guru Nanak Public School,Education & Training,Public,"New Delhi, India",AmbitionBox
Adhikar Microfinance,Financial Services,Private,"Bhubaneswar, India",AmbitionBox
Lubi Electronics,Electronics Manufacturing,Private,"Ahmedabad, Gujarat, India",AmbitionBox
Seva Automotive,Automobile,Private,"Nasik, India",AmbitionBox
Suryalakshmi Cotton Mills,Fashion & Textile,Public,"Hyderabad/Secunderabad, Telangana, India",AmbitionBox
Disposafe Health And Life Care,Medical Equipment,Public,"Delhi/NCR, New Delhi, India",AmbitionBox
"Altruista Health, Inc",IT Services & Consulting,Private,"Reston, Virginia, United States (USA)",AmbitionBox
Computer Junction,IT Services & Consulting,Private,"New Delhi, India",AmbitionBox
Dedicated Freight Corridor Corporation Of India,Government,Public,"New Delhi, India",AmbitionBox
Panasonic Energy India Co,Auto Components,Public,"Vadodara, India",AmbitionBox
Tata Steel Mining,Metals & Mining,Private,"Bhubaneswar, India",AmbitionBox
Azadea Group,Retail,,"Beirut, Lebanon",AmbitionBox
Seven Seas Hotel,Hospitality,Private,"New Delhi, India",AmbitionBox
AMBITION JOB,Recruitment,Private,"Sydney, Australia",AmbitionBox
VKALP Outsourcing Services,BPO,Private,"Jaipur, Rajasthan, India",AmbitionBox
Velammal Medical College Hospital & Research Institute,Healthcare,Private,"Madurai, Tamil Nadu, India",AmbitionBox
Infocus Technologies,IT Services & Consulting,Private,"Kolkata, West Bengal, India",AmbitionBox
Sikkim Manipal University,Education & Training,Private,"Gangtok, Sikkim, India",AmbitionBox
Johari Digital Healthcare,Healthcare,Public,"Jodhpur, India",AmbitionBox
Secure Network Solutions,IT Services & Consulting,Private,"Chennai, India",AmbitionBox
Sun Pharma Advanced Research Company,Pharma,Public,"Mumbai, India",AmbitionBox
Qatar Petrochemical Company,Petrochemicals,,"Doha, Qatar",AmbitionBox
Krishna Institute of Engineering & Technology,Education & Training,,"Ghaziabad, India",AmbitionBox
Ashtech INDIA,Building Material,Private,"Mumbai, India",AmbitionBox
FortPoint Automotive,Automobile,Private,"Mumbai, India",AmbitionBox
AFour Technologies,IT Services & Consulting,Private,"Pune, India",AmbitionBox
KESORAM CEMENT,Building Material,,,AmbitionBox
Harsha Abakus Solar,Power,,"Ahmedabad, India",AmbitionBox
Potomac Technologies,Financial Services,,"Indore,",AmbitionBox
Swarna Pragati Housing Microfinance,Financial Services,,"Nagpur, India",AmbitionBox
Post Graduate Institute of Medical Education and Research,Healthcare / Pharma,Private,"Chandigarh,Chandigarh, India",AmbitionBox
Malpani Group,Power,Private,"Sangamner, Maharashtra, India",AmbitionBox
Deen Dayal Upadhyay Hospital,Healthcare,,"New Delhi, India",AmbitionBox
Career Mantra,Internet,,"Gwalior, India",AmbitionBox
Ray International Llc Oman,Oil & Gas,Private,"Muscat, Oman",AmbitionBox
Onegene,Auto Components,,,AmbitionBox
ACS Technologies,IT Services & Consulting,Private,"Hyderabad, India",AmbitionBox
East West Seeds,FMCG,Private,"Nonthaburi, Bangkok, Thailand",AmbitionBox
National Environmental Engineering Research Institute,Clinical Research,,"Nagpur, India",AmbitionBox
Lanco Solar Energy,Power,Private,"Hyderabad, India",AmbitionBox
BIL Infratech,Engineering & Construction,Public,"Mumbai, India",AmbitionBox
Paayas Milk Producer Company,FMCG,Private,"Jaipur, Rajasthan, India",AmbitionBox
SUDlife,Insurance,Public,"Mumbai, India",AmbitionBox
Export Trading group,Food Processing,Private,"Dubai, United Arab Emirates",AmbitionBox
Wade Adams Contracting,Engineering & Construction,,"Dubai, United Arab Emirates",AmbitionBox
Vibatel Solutions,BPO,Private,"Secunderabad, India",AmbitionBox
Sujan Cooper Standard Antivibration Systems,Automobile,,,AmbitionBox
AstraGen,EdTech,Private,"Chennai, Tamil Nadu, India",AmbitionBox
Rij Engineering,Auto Components,Private,"Pune, India",AmbitionBox
Ptc Industries,Iron & Steel,Public,"Lucknow, India",AmbitionBox
Uber eats,Internet,Private,"San Francisco, California, United States (USA)",AmbitionBox
Stemrobo Technologies,IT Services & Consulting,Private,"Noida, India",AmbitionBox
31 Parallel,BPO,Private,"Shimla, India",AmbitionBox
MQSYS Technologies,IT Services & Consulting,Private,"Indore, India",AmbitionBox
HES Infra,Engineering & Construction,,"Hyderabad, India",AmbitionBox
Lyrus Life Science,Pharma,Private,"Bangalore/Bengaluru, Karnataka, India",AmbitionBox
Dr. Mehta's Hospitals,Healthcare,Private,"Chennai, India",AmbitionBox
Saahaj Milk Producer Company,Food Processing,,"Agra, India",AmbitionBox
Zydus Takeda Healthcare,Pharma,Private,"Tokyo, Japan",AmbitionBox
Eicher,Automobile,,"Delhi/NCR, New Delhi, India",AmbitionBox
Dlf Home Developers,Real Estate,,"Gurgaon, India",AmbitionBox
Classic Marble Company,Building Material,,"Mumbai, India",AmbitionBox
Any wear,Fashion & Textile,,,AmbitionBox
Ktl,Fashion & Textile,Private,"New Delhi, India",AmbitionBox
Amoda Group of Industries,Metals & Mining,,"Hyderabad, India",AmbitionBox
YES SECURITIES,Investment Banking / Venture Capital / Private Equity,,"Mumbai, India",AmbitionBox
Kifs Housing Finance,Financial Services,Private,"Ahmedabad, India",AmbitionBox
Dhanuka Laboratories,Pharma,Private,"Delhi,",AmbitionBox
Neotia Getwel Healthcare Centre,Healthcare,,"Siliguri, India",AmbitionBox
Valeo Lightning Systems India,,,,AmbitionBox
Ardem Data Services,,Private,"Gurgaon, India",AmbitionBox
TechStar Group,IT Services & Consulting,Private,"Dallas, Texas, USA",AmbitionBox
Aegis ITPL,,,,AmbitionBox
6Sense,Software Product,Private,"San Francisco,California, United States",AmbitionBox
Orthosquare Dental Clinic,,,,AmbitionBox
Chubb Group,Insurance,,"Zurich, Switzerland",AmbitionBox
MeeSeva Center,,,,AmbitionBox
KreditBee,Internet,,"Bangalore,Karnataka, India",AmbitionBox
Chubb Group,Insurance,,"Zurich, Switzerland",AmbitionBox
MeeSeva Center,,,,AmbitionBox
Orthosquare Dental Clinic,,,,AmbitionBox
UnlistedGuru,Financial Services,LLP,"Mumbai, Maharashtra, India",AmbitionBox
kipi.bi,IT Services & Consulting,,,AmbitionBox
PaywithRING,FinTech,Private,,AmbitionBox
Mark's,Telecom,Private,"Calgary, Alberta, Canada",AmbitionBox
MSG Global Solutions,IT Services & Consulting,Private,"Regensdorf, Zurich, Switzerland",AmbitionBox
JK Organisation,Auto Components,Private,"Delhi/NCR, Delhi, India",AmbitionBox
The Walt Disney Company,Media & Entertainment,Private,"Burbank, California, United States (USA)",AmbitionBox
Atom Technologies,FinTech,Public,"Mumbai, Maharashtra, India",AmbitionBox
Crisp System,Software Product,Private,"Coimbatore, India",AmbitionBox
Envision Enterprise Solutions,IT Services & Consulting,Private,"New Jersey, United States (USA)",AmbitionBox
Vector India,Auto Components,Private,"Tucson,Arizona, United States",AmbitionBox
Prasar Bharati,Broadcasting,Private,"New Delhi, India",AmbitionBox
Minilec,Electrical Equipment,Private,"Pune, Maharashtra, India",AmbitionBox
Liberty Oil Mills,Import & Export,Private,"Mumbai, Maharashtra, India",AmbitionBox
ITM,Education & Training,Private,"Munich,Bavaria, Germany",AmbitionBox
Government of Haryana,Government,Private,"Chandigarh, India",AmbitionBox
Dhruv Globals,Fashion & Textile,Public,"Faridabad, India",AmbitionBox
Amol Pharmaceuticals,Pharma,Private,"North Brunswick, UnitedStates",AmbitionBox
GSECL,Government,Private,"Vadodara, India",AmbitionBox
SembCorp,Power,Public,"Singapore, Singapore",AmbitionBox
Optimus Information,IT Services & Consulting,Private,"Vancouver, Canada",AmbitionBox
Sterling Infosystems,IT Services & Consulting,Private,"New York, UnitedStates",AmbitionBox
