company_name,company_industry,company_status,file_name
GoCar,Consumer services,Dublin,MalPatSaj_wikipedia
Greencore,Consumer goods,Dublin,MalPatSaj_wikipedia
Guineys,Consumer services,Dublin,MalPatSaj_wikipedia
Guinness,Consumer goods,Dublin,MalPatSaj_wikipedia
Havok,Technology,Dublin,MalPatSaj_wikipedia
Heatons,Consumer services,Dublin,MalPatSaj_wikipedia
Horizon Therapeutics,Consumer services,Dublin,MalPatSaj_wikipedia
Iarnród Éireann,Consumer services,Dublin,MalPatSaj_wikipedia
Independent News & Media,Consumer services,Dublin,MalPatSaj_wikipedia
Insomnia Coffee Company,Consumer services,Dublin,MalPatSaj_wikipedia
Intel Ireland,Technology,Leixlip,MalPatSaj_wikipedia
IONA Technologies,Technology,Dublin,MalPatSaj_wikipedia
Irish Citylink,Consumer services,Dublin,MalPatSaj_wikipedia
Irish Continental Group,Industrials,Dublin,MalPatSaj_wikipedia
Irish Ferries,Industrials,Dublin,MalPatSaj_wikipedia
Johnson Controls,Industrials,Cork,MalPatSaj_wikipedia
KBC Bank Ireland,Financials,Dublin,MalPatSaj_wikipedia
Kerry Group,Consumer goods,Tralee,MalPatSaj_wikipedia
Kingspan Group,Industrials,Dublin,MalPatSaj_wikipedia
Laya Healthcare,Financials,Little Island,MalPatSaj_wikipedia
Magnet Networks,Telecommunications,Dublin,MalPatSaj_wikipedia
Mannok,Industrials,Derrylin,MalPatSaj_wikipedia
Medtronic,Health care,Dublin,MalPatSaj_wikipedia
Meteor,Telecommunications,Dublin,MalPatSaj_wikipedia
Metro,Consumer services,Belfast,MalPatSaj_wikipedia
Musgrave Group,Consumer services,Cork,MalPatSaj_wikipedia
National Lottery,Consumer services,Dublin,MalPatSaj_wikipedia
NI Railways,Consumer services,Belfast[4],MalPatSaj_wikipedia
Norkom,Technology,Dublin,MalPatSaj_wikipedia
Northern Ireland Electricity,Utilities,Belfast,MalPatSaj_wikipedia
Northern Ireland Transport Holding Company,Consumer services,Belfast[5],MalPatSaj_wikipedia
NTR plc,Utilities,Dublin,MalPatSaj_wikipedia
Oatfield,Consumer goods,Letterkenny,MalPatSaj_wikipedia
O'Briens Irish Sandwich Bars,Consumer services,Dublin,MalPatSaj_wikipedia
Openet,Technology,Dublin,MalPatSaj_wikipedia
Paddy Power,Consumer services,Dublin,MalPatSaj_wikipedia
Pat the Baker,Consumer goods,Granard,MalPatSaj_wikipedia
Permanent TSB,Financials,Dublin,MalPatSaj_wikipedia
Penneys,Consumer services,Dublin,MalPatSaj_wikipedia
Rabobank Ireland,Financials,Dublin,MalPatSaj_wikipedia
Raidió Teilifís Éireann (RTÉ),Consumer services,Dublin,MalPatSaj_wikipedia
Ryanair,Consumer services,Dublin,MalPatSaj_wikipedia
Shire,Health care,Dublin,MalPatSaj_wikipedia
Smart Telecom,Telecommunications,Dublin,MalPatSaj_wikipedia
Smurfit Kappa,Consumer goods,Dublin,MalPatSaj_wikipedia
Smyths,Consumer services,Galway,MalPatSaj_wikipedia
Stobart Air,Consumer services,Dublin,MalPatSaj_wikipedia
Supermac's,Consumer services,Ballybrit[7],MalPatSaj_wikipedia
SuperValu,Consumer services,Cork,MalPatSaj_wikipedia
Teilifís na Gaeilge,Consumer services,Baile na hAbhann,MalPatSaj_wikipedia
Tesco Ireland,Consumer services,Dublin,MalPatSaj_wikipedia
The Airporter,Consumer services,Derry,MalPatSaj_wikipedia
The Irish Times,Consumer services,Dublin,MalPatSaj_wikipedia
Thomas Crosbie Holdings,Consumer services,Cork,MalPatSaj_wikipedia
Three Ireland,Telecommunications,Dublin,MalPatSaj_wikipedia
Tipperary Natural Mineral Water,Consumer goods,Borrisoleigh,MalPatSaj_wikipedia
Today FM,Consumer services,Dublin,MalPatSaj_wikipedia
Trane Technologies,Conglomerate,Swords,MalPatSaj_wikipedia
Transport Infrastructure Ireland,Industrials,Dublin,MalPatSaj_wikipedia
Virgin Media Television,Consumer services,Dublin,MalPatSaj_wikipedia
UDG Healthcare,Health care,Dublin,MalPatSaj_wikipedia
Ulster Bank,Financials,Dublin,MalPatSaj_wikipedia
Ulsterbus Foyle,Consumer services,Derry,MalPatSaj_wikipedia
Ulsterbus,Consumer services,Belfast,MalPatSaj_wikipedia
Vhi Healthcare,Financials,Purcellsinch,MalPatSaj_wikipedia
Virgin Media Ireland,Telecommunications,Dublin,MalPatSaj_wikipedia
Vizor,Technology,Dublin,MalPatSaj_wikipedia
Vodafone Ireland,Telecommunications,Dublin,MalPatSaj_wikipedia
Wireless Group,Consumer services,Belfast,MalPatSaj_wikipedia
Wrightbus,Industrials,Ballymena,MalPatSaj_wikipedia
A&G Management Consulting,Industrials,Turin,MalPatSaj_wikipedia
A2A,Utilities,Brescia,MalPatSaj_wikipedia
Abarth,Consumer goods,Turin,MalPatSaj_wikipedia
Abon Plastic,Industrials,Gornate-Olona,MalPatSaj_wikipedia
Aermacchi,Industrials,Varese,MalPatSaj_wikipedia
Agip,Oil & gas,Rome,MalPatSaj_wikipedia
AgustaWestland,Industrials,Rome,MalPatSaj_wikipedia
AGV,Consumer goods,Alessandria,MalPatSaj_wikipedia
Air Dolomiti,Consumer services,Villafranca di Verona,MalPatSaj_wikipedia
Air One,Consumer services,Fiumicino,MalPatSaj_wikipedia
ALAN,Consumer goods,Veggiano,MalPatSaj_wikipedia
Alenia Aermacchi,Industrials,Venegono Superiore,MalPatSaj_wikipedia
Alenia Aeronautica,Industrials,Rome,MalPatSaj_wikipedia
Alessi,Consumer goods,Omegna,MalPatSaj_wikipedia
Alfa Romeo,Consumer goods,Turin,MalPatSaj_wikipedia
Alitalia,Consumer services,Fiumicino,MalPatSaj_wikipedia
Alleanza Assicurazioni,Financials,Milan,MalPatSaj_wikipedia
Alpinestars,Consumer goods,Asolo,MalPatSaj_wikipedia
Andrea Moda,Consumer goods,Morrovalle,MalPatSaj_wikipedia
Angelini,Health care,Rome,MalPatSaj_wikipedia
Anonima Petroli Italiana,Oil & gas,Rome,MalPatSaj_wikipedia
Ansaldo Energia,Utilities,Genoa,MalPatSaj_wikipedia
Ansaldo STS,Industrials,Genoa,MalPatSaj_wikipedia
Aprilia,Consumer goods,Noale,MalPatSaj_wikipedia
Arflex,Consumer goods,Milan,MalPatSaj_wikipedia
Armani,Consumer goods,Milan,MalPatSaj_wikipedia
Arnoldo Mondadori Editore,Consumer services,Segrate,MalPatSaj_wikipedia
Artemide,Consumer goods,Pregnana Milanese,MalPatSaj_wikipedia
Assicurazioni Generali,Financials,Trieste,MalPatSaj_wikipedia
Atala,Consumer goods,Monza,MalPatSaj_wikipedia
Autobianchi,Consumer goods,Milan,MalPatSaj_wikipedia
Autogrill,Consumer services,Rozzano,MalPatSaj_wikipedia
Avio,Industrials,Rome,MalPatSaj_wikipedia
Azimut Yachts,Industrials,Turin,MalPatSaj_wikipedia
B Engineering,Consumer goods,Campogalliano,MalPatSaj_wikipedia
B&B Italia,Consumer goods,Novedrate,MalPatSaj_wikipedia
Baldinini,Consumer goods,San Mauro Pascoli,MalPatSaj_wikipedia
Banca Carige,Financials,Genoa,MalPatSaj_wikipedia
Banca Monte dei Paschi di Siena,Financials,Siena,MalPatSaj_wikipedia
Banca Nazionale del Lavoro,Financials,Rome,MalPatSaj_wikipedia
Banca Popolare di Milano,Financials,Milan,MalPatSaj_wikipedia
Banco Popolare,Financials,Verona,MalPatSaj_wikipedia
Bandini Automobili,Consumer goods,Forlì,MalPatSaj_wikipedia
Barilla Group,Consumer goods,Parma,MalPatSaj_wikipedia
Basso Bikes,Consumer goods,San Zenone degli Ezzelini,MalPatSaj_wikipedia
Benelli Armi SpA,Industrials,Urbino,MalPatSaj_wikipedia
Benelli,Consumer goods,Pesaro,MalPatSaj_wikipedia
Benetti,Industrials,Viareggio,MalPatSaj_wikipedia
Benetton Group,Consumer goods,Ponzano Veneto,MalPatSaj_wikipedia
Bennet,Consumer services,Montano Lucino,MalPatSaj_wikipedia
Beretta,Industrials,Brescia,MalPatSaj_wikipedia
Bertolli,Consumer goods,Lucca,MalPatSaj_wikipedia
Beta,Consumer goods,Rignano sull'Arno,MalPatSaj_wikipedia
Bettanin & Venturi,Consumer goods,Vigasio,MalPatSaj_wikipedia
Bianchi,Consumer goods,Milan,MalPatSaj_wikipedia
Bimota,Consumer goods,Rimini,MalPatSaj_wikipedia
Birel,Consumer goods,Lissone,MalPatSaj_wikipedia
Birra Amarcord,Consumer goods,Rimini,MalPatSaj_wikipedia
Birra Ichnusa,Consumer goods,Assemini,MalPatSaj_wikipedia
Birra Menabrea,Consumer goods,Biella,MalPatSaj_wikipedia
Birra Moretti,Consumer goods,Udine,MalPatSaj_wikipedia
Birrificio Angelo Poretti,Consumer goods,Induno Olona,MalPatSaj_wikipedia
Bizzarrini,Consumer goods,Livorno,MalPatSaj_wikipedia
Blue Panorama Airlines,Consumer services,Fiumicino,MalPatSaj_wikipedia
Blufin,Consumer goods,Carpi,MalPatSaj_wikipedia
Bompiani,Consumer services,Milan,MalPatSaj_wikipedia
Bontempi,Consumer goods,Potenza Picena,MalPatSaj_wikipedia
Bontoni,Consumer goods,Montegranaro,MalPatSaj_wikipedia
Borrani,Consumer goods,Milan,MalPatSaj_wikipedia
Borsalino,Consumer goods,Alessandria,MalPatSaj_wikipedia
Bottecchia,Consumer goods,Cavarzere,MalPatSaj_wikipedia
Bottega Veneta,Consumer goods,Vicenza,MalPatSaj_wikipedia
B-P Battioni e Pagani S.p.A.,Industrials,Parma,MalPatSaj_wikipedia
Braccialini,Consumer goods,Florence,MalPatSaj_wikipedia
Bracco Group,Health care,Milan,MalPatSaj_wikipedia
Breda,Industrials,Brescia,MalPatSaj_wikipedia
Brembo,Consumer goods,Stezzano,MalPatSaj_wikipedia
Brioni,Consumer goods,Rome,MalPatSaj_wikipedia
Brionvega,Consumer goods,Pordenone,MalPatSaj_wikipedia
Brondi,Consumer goods,Turin,MalPatSaj_wikipedia
Brunello Cucinelli,Consumer goods,Perugia,MalPatSaj_wikipedia
Bruno Magli,Consumer goods,Bologna,MalPatSaj_wikipedia
Buitoni,Consumer goods,Sansepolcro,MalPatSaj_wikipedia
Bulgari,Consumer goods,Rome,MalPatSaj_wikipedia
Buzzi Unicem,Industrials,Casale Monferrato,MalPatSaj_wikipedia
C.A.I. Second,Consumer services,Fiumicino,MalPatSaj_wikipedia
Cagiva,Consumer goods,Varese,MalPatSaj_wikipedia
Caltagirone Editore,Consumer services,Rome,MalPatSaj_wikipedia
Calzaturificio fratelli soldini,Consumer goods,Capolona,MalPatSaj_wikipedia
Cambiocasa,Financials,Milan,MalPatSaj_wikipedia
Campagnolo,Consumer goods,Vicenza,MalPatSaj_wikipedia
Campari Group,Consumer goods,Milan,MalPatSaj_wikipedia
Canali,Consumer goods,Sovico,MalPatSaj_wikipedia
Candy,Consumer goods,Brugherio,MalPatSaj_wikipedia
Caraceni,Consumer goods,Rome,MalPatSaj_wikipedia
Carpigiani,Consumer goods,Bologna,MalPatSaj_wikipedia
Carrera Sunglasses,Consumer goods,Padua,MalPatSaj_wikipedia
Carrozzeria Boneschi,Industrials,Milan,MalPatSaj_wikipedia
Carrozzeria Castagna,Industrials,Milan,MalPatSaj_wikipedia
Carrozzeria Ghia,Industrials,Turin,MalPatSaj_wikipedia
Carrozzeria Marazzi,Industrials,Milan,MalPatSaj_wikipedia
Carrozzeria Scaglietti,Industrials,Modena,MalPatSaj_wikipedia
Carrozzeria Touring,Industrials,Milan,MalPatSaj_wikipedia
Casa Ricordi,Consumer services,Milan,MalPatSaj_wikipedia
Cassina S.p.A.,Consumer goods,Meda,MalPatSaj_wikipedia
Castagnari,Consumer goods,Recanati,MalPatSaj_wikipedia
Chicco,Consumer goods,Como,MalPatSaj_wikipedia
Chiesi Farmaceutici S.p.A.,Health care,Parma,MalPatSaj_wikipedia
Cinelli,Consumer goods,Milan,MalPatSaj_wikipedia
Cinzano,Consumer goods,Turin,MalPatSaj_wikipedia
Cirio,Consumer goods,San Lazzaro di Savena,MalPatSaj_wikipedia
Class Editori,Consumer services,Milan,MalPatSaj_wikipedia
Colnago,Consumer goods,Cambiago,MalPatSaj_wikipedia
Colotti Trasmissioni,Consumer goods,Modena,MalPatSaj_wikipedia
Columbus,Consumer goods,Settala,MalPatSaj_wikipedia
Comau,Industrials,Turin,MalPatSaj_wikipedia
Comus S.p.A.,Consumer goods,Ancona,MalPatSaj_wikipedia
COMVERT S.r.l.,Consumer goods,Milan,MalPatSaj_wikipedia
Conad,Consumer services,Bologna,MalPatSaj_wikipedia
Coop,Consumer services,Casalecchio di Reno,MalPatSaj_wikipedia
Coppola Industria Alimentare,Consumer goods,Mercato San Severino,MalPatSaj_wikipedia
Corneliani,Consumer goods,Mantua,MalPatSaj_wikipedia
Costa Crociere,Consumer services,Genoa,MalPatSaj_wikipedia
Crumar,Consumer goods,Castelfidardo,MalPatSaj_wikipedia
Dainese,Consumer goods,Molvena,MalPatSaj_wikipedia
Dallara,Consumer goods,Varano de' Melegari,MalPatSaj_wikipedia
Damiani,Consumer goods,Valenza,MalPatSaj_wikipedia
Danieli,Industrials,Buttrio,MalPatSaj_wikipedia
Dario Pegoretti,Consumer goods,Caldonazzo,MalPatSaj_wikipedia
De Agostini,Consumer services,Novara,MalPatSaj_wikipedia
De Cecco,Consumer goods,Fara San Martino,MalPatSaj_wikipedia
De Rosa,Consumer goods,Milan,MalPatSaj_wikipedia
De Tomaso,Consumer goods,Modena,MalPatSaj_wikipedia
Dell'Orto,Consumer goods,Cabiate,MalPatSaj_wikipedia
DeLonghi,Consumer goods,Treviso,MalPatSaj_wikipedia
Design42Day,Consumer services,Milan,MalPatSaj_wikipedia
Di Blasi Industriale,Consumer goods,Francofonte,MalPatSaj_wikipedia
Diadora,Consumer goods,Caerano di San Marco,MalPatSaj_wikipedia
Diesel,Consumer goods,Breganze,MalPatSaj_wikipedia
Dolce & Gabbana,Consumer goods,Milan,MalPatSaj_wikipedia
DR Motor Company,Consumer goods,Macchia d'Isernia,MalPatSaj_wikipedia
Ducati,Consumer goods,Bologna,MalPatSaj_wikipedia
Ducati Energia,Industrials,Bologna,MalPatSaj_wikipedia
Durst,Technology,Brixen,MalPatSaj_wikipedia
Edison,Utilities,Milan,MalPatSaj_wikipedia
Edoardo Raffinerie Garrone (ERG),Utilities,Genoa,MalPatSaj_wikipedia
Eko guitars,Consumer goods,Recanati,MalPatSaj_wikipedia
Ellesse,Consumer goods,Perugia,MalPatSaj_wikipedia
E. Marinella,Consumer goods,Naples,MalPatSaj_wikipedia
Enel,Utilities,Rome,MalPatSaj_wikipedia
Energica Motor Company,Consumer goods,Modena,MalPatSaj_wikipedia
Eni,Oil & gas,Rome,MalPatSaj_wikipedia
Ermenegildo Zegna,Consumer goods,Milan,MalPatSaj_wikipedia
Erreà,Consumer goods,Torrile,MalPatSaj_wikipedia
Esselunga,Consumer services,Milan,MalPatSaj_wikipedia
Etro,Consumer goods,Milan,MalPatSaj_wikipedia
Eurofly,Consumer services,Milan,MalPatSaj_wikipedia
Fabbrica Ligure Automobili Genova,Consumer goods,Genoa,MalPatSaj_wikipedia
Fratelli Fabbri Editori,Consumer services,Milan,MalPatSaj_wikipedia
Fabbri Group,Consumer goods,Calto,MalPatSaj_wikipedia
Facchini Group,Consumer goods,Cormano,MalPatSaj_wikipedia
Faema,Consumer goods,Milan,MalPatSaj_wikipedia
Falck Group,Basic materials,Sesto San Giovanni,MalPatSaj_wikipedia
FAMARS,Industrials,Gardone Val Trompia,MalPatSaj_wikipedia
Fantic Motor,Consumer goods,Barzago,MalPatSaj_wikipedia
Farfisa,Consumer goods,Osimo,MalPatSaj_wikipedia
Fazioli,Consumer goods,Sacile,MalPatSaj_wikipedia
Fedrigoni,Basic materials,Verona,MalPatSaj_wikipedia
Feltrinelli,Consumer services,Milan,MalPatSaj_wikipedia
Fendi,Consumer goods,Rome,MalPatSaj_wikipedia
Ferrari,Consumer goods,Maranello,MalPatSaj_wikipedia
Ferrero SpA,Consumer goods,Alba,MalPatSaj_wikipedia
Ferretti Group,Industrials,Forlì,MalPatSaj_wikipedia
Ferrovie dello Stato Italiane,Consumer services,Rome,MalPatSaj_wikipedia
Fiat,Consumer goods,Turin,MalPatSaj_wikipedia
Fincantieri,Industrials,Trieste,MalPatSaj_wikipedia
Fiocchi Munizioni,Industrials,Lecco,MalPatSaj_wikipedia
Fioravanti,Consumer goods,Turin,MalPatSaj_wikipedia
Fondiaria-Sai,Financials,Turin,MalPatSaj_wikipedia
Fondmetal,Consumer goods,Bergamo,MalPatSaj_wikipedia
Fornasari,Consumer goods,Vicenza,MalPatSaj_wikipedia
Forst,Consumer goods,Algund,MalPatSaj_wikipedia
Franchi,Industrials,Brescia,MalPatSaj_wikipedia
Frera,Consumer goods,Milan,MalPatSaj_wikipedia
Frette,Consumer goods,Monza,MalPatSaj_wikipedia
Fulcrum Wheels,Consumer goods,Arcugnano,MalPatSaj_wikipedia
Fulgor,Consumer goods,Gallarate,MalPatSaj_wikipedia
Furla,Consumer goods,Bologna,MalPatSaj_wikipedia
Gaggia,Consumer goods,Milan,MalPatSaj_wikipedia
Gancia,Consumer goods,Canelli,MalPatSaj_wikipedia
Gardaland,Consumer services,Castelnuovo del Garda,MalPatSaj_wikipedia
Garelli Motorcycles,Consumer goods,Milan,MalPatSaj_wikipedia
Garlando,Consumer goods,Novi Ligure,MalPatSaj_wikipedia
GDE Bertoni,Consumer goods,Milan,MalPatSaj_wikipedia
GEDI Gruppo Editoriale,Consumer services,Rome,MalPatSaj_wikipedia
Geox,Consumer goods,Montebelluna,MalPatSaj_wikipedia
Ghezzi & Brian,Consumer goods,Missaglia,MalPatSaj_wikipedia
Gilera,Consumer goods,Pontedera,MalPatSaj_wikipedia
Gio. Ansaldo & C.,Industrials,Genoa,MalPatSaj_wikipedia
Givova,Consumer goods,Scafati,MalPatSaj_wikipedia
Golden Goose,Consumer goods,Venice,MalPatSaj_wikipedia
Graziano Trasmissioni,Consumer goods,Turin,MalPatSaj_wikipedia
Grimaldi Group,Transport & tourism,Palermo,MalPatSaj_wikipedia
Grivel,Consumer goods,Courmayeur,MalPatSaj_wikipedia
Gruppo Bertone,Consumer goods,Milan,MalPatSaj_wikipedia
Gruppo Riva,Basic materials,Milan,MalPatSaj_wikipedia
Gruppo TIM,Telecommunications,Rome,MalPatSaj_wikipedia
Gucci,Consumer goods,Florence,MalPatSaj_wikipedia
Guerciotti,Consumer goods,Milan,MalPatSaj_wikipedia
Gufram,Consumer goods,Cuneo,MalPatSaj_wikipedia
Hera Group,Utilities,Bologna,MalPatSaj_wikipedia
Hitachi Rail Italy,Industrials,Naples,MalPatSaj_wikipedia
I.DE.A Institute,Consumer goods,Turin,MalPatSaj_wikipedia
Illy,Consumer goods,Trieste,MalPatSaj_wikipedia
Impresa Pizzarotti,Industrials,Parma,MalPatSaj_wikipedia
Indesit Company,Consumer goods,Fabriano,MalPatSaj_wikipedia
Innocenti,Consumer goods,Milan,MalPatSaj_wikipedia
Intermarine,Industrials,Sarzana,MalPatSaj_wikipedia
Intesa Sanpaolo,Financials,Turin,MalPatSaj_wikipedia
Iride Bicycles,Consumer goods,Venice,MalPatSaj_wikipedia
Iso,Consumer goods,Bresso,MalPatSaj_wikipedia
Isotta Fraschini,Consumer goods,Milan,MalPatSaj_wikipedia
ITA Airways,Consumer services,Rome,MalPatSaj_wikipedia
Italcementi,Industrials,Bergamo,MalPatSaj_wikipedia
Italdesign Giugiaro,Consumer goods,Moncalieri,MalPatSaj_wikipedia
Italjet,Consumer goods,Castel San Pietro Terme,MalPatSaj_wikipedia
Iveco,Industrials,Turin,MalPatSaj_wikipedia
Kappa,Consumer goods,Turin,MalPatSaj_wikipedia
Kiton,Consumer goods,Naples,MalPatSaj_wikipedia
Krizia,Consumer goods,Milan,MalPatSaj_wikipedia
Kuota,Consumer goods,Albiate,MalPatSaj_wikipedia
La Perla,Consumer goods,Bologna,MalPatSaj_wikipedia
La Rinascente,Consumer services,Milan,MalPatSaj_wikipedia
La Sportiva,Consumer goods,Ziano di Fiemme,MalPatSaj_wikipedia
Lagostina,Consumer goods,Omegna,MalPatSaj_wikipedia
Lamborghini,Consumer goods,Sant'Agata Bolognese,MalPatSaj_wikipedia
Lambretta,Consumer goods,Milan,MalPatSaj_wikipedia
Lancia,Consumer goods,Turin,MalPatSaj_wikipedia
Landi Renzo,Consumer goods,Cavriago,MalPatSaj_wikipedia
Lavazza,Consumer goods,Turin,MalPatSaj_wikipedia
Laverda,Consumer goods,Breganze,MalPatSaj_wikipedia
Legea,Consumer goods,Pompei,MalPatSaj_wikipedia
Leonardo S.p.A.,Industrials,Rome,MalPatSaj_wikipedia
Livingston Energy Flight,Consumer services,Milan,MalPatSaj_wikipedia
Loacker,Consumer goods,Ritten[7],MalPatSaj_wikipedia
Loro Piana,Consumer goods,Quarona,MalPatSaj_wikipedia
Lotto Sport Italia,Consumer goods,Treviso,MalPatSaj_wikipedia
Luigi Borrelli,Consumer goods,Naples,MalPatSaj_wikipedia
Luxottica,Consumer goods,Milan,MalPatSaj_wikipedia
Macron,Consumer goods,Crespellano,MalPatSaj_wikipedia
Magneti Marelli,Consumer goods,Corbetta,MalPatSaj_wikipedia
Magni,Consumer goods,Samarate,MalPatSaj_wikipedia
Malaguti,Consumer goods,San Lazzaro di Savena,MalPatSaj_wikipedia
Mandarina Duck,Consumer goods,Bologna,MalPatSaj_wikipedia
Manfrotto,Consumer goods,Cassola,MalPatSaj_wikipedia
Mapei,Industrials,Milan,MalPatSaj_wikipedia
Marni,Consumer goods,Milan,MalPatSaj_wikipedia
Martini & Rossi,Consumer goods,Turin,MalPatSaj_wikipedia
Marzocchi,Consumer goods,Bologna,MalPatSaj_wikipedia
Marzotto,Consumer goods,Valdagno,MalPatSaj_wikipedia
Maserati,Consumer goods,Modena,MalPatSaj_wikipedia
Massimo Zanetti Beverage Group,Consumer goods,Bologna,MalPatSaj_wikipedia
Max Mara,Consumer goods,Reggio Emilia,MalPatSaj_wikipedia
MD Discount,Consumer services,Gricignano di Aversa,MalPatSaj_wikipedia
Mediobanca,Financials,Milan,MalPatSaj_wikipedia
Memphis Group,Industrials,Milan,MalPatSaj_wikipedia
Menarini,Health care,Florence,MalPatSaj_wikipedia
Meridiana,Consumer services,Olbia,MalPatSaj_wikipedia
Miche,Consumer goods,San Vendemiano,MalPatSaj_wikipedia
Milano Assicurazioni,Financials,Milan,MalPatSaj_wikipedia
Minarelli,Consumer goods,Calderara di Reno,MalPatSaj_wikipedia
Minardi,Consumer goods,Faenza,MalPatSaj_wikipedia
Missoni,Consumer goods,Varese,MalPatSaj_wikipedia
Miu Miu,Consumer goods,Milan,MalPatSaj_wikipedia
Mivar,Consumer goods,Abbiategrasso,MalPatSaj_wikipedia
Moby Lines,Industrials,Milan,MalPatSaj_wikipedia
Momo,Consumer goods,Milan,MalPatSaj_wikipedia
Mondial,Consumer goods,Manerbio,MalPatSaj_wikipedia
Moon Boot,Consumer goods,Giavera del Montello,MalPatSaj_wikipedia
Morbidelli,Consumer goods,Pesaro,MalPatSaj_wikipedia
Moretti Motor Company,Consumer goods,Turin,MalPatSaj_wikipedia
Moschino,Consumer goods,Milan,MalPatSaj_wikipedia
Moser Cicli,Consumer goods,Trento,MalPatSaj_wikipedia
Moto Guzzi,Consumer goods,Mandello del Lario,MalPatSaj_wikipedia
Moto Morini,Consumer goods,Bologna,MalPatSaj_wikipedia
Moto Rumi,Consumer goods,Bergamo,MalPatSaj_wikipedia
Motobi,Consumer goods,Pesaro,MalPatSaj_wikipedia
Mutti,Consumer goods,Montechiarugolo,MalPatSaj_wikipedia
MV Agusta,Consumer goods,Varese,MalPatSaj_wikipedia
Nardi,Consumer goods,Turin,MalPatSaj_wikipedia
Natuzzi,Consumer goods,Santeramo in Colle,MalPatSaj_wikipedia
Neos,Consumer services,Somma Lombardo,MalPatSaj_wikipedia
New Holland Construction,Industrials,Turin,MalPatSaj_wikipedia
Nolan,Consumer goods,Bergamo,MalPatSaj_wikipedia
Nordica,Consumer goods,Giavera del Montello,MalPatSaj_wikipedia
Novarossi,Consumer goods,Monticelli Brusati,MalPatSaj_wikipedia
Nuova Cometra,Industrials,Pace del Mela,MalPatSaj_wikipedia
Nuovo Banco Ambrosiano,Financials,Milan,MalPatSaj_wikipedia
OSCA,Consumer goods,San Lazzaro di Savena,MalPatSaj_wikipedia
Officine Meccaniche,Industrials,Milan,MalPatSaj_wikipedia
Olidata,Technology,Cesena,MalPatSaj_wikipedia
Olivetti,Consumer goods,Ivrea,MalPatSaj_wikipedia
OMAS,Consumer goods,Bologna,MalPatSaj_wikipedia
OMP Racing,Consumer goods,Ronco Scrivia,MalPatSaj_wikipedia
Onda Mobile Communication,Technology,Roveredo in Piano,MalPatSaj_wikipedia
Osella,Consumer goods,Verolengo,MalPatSaj_wikipedia
Ostoni,Consumer goods,Cormano,MalPatSaj_wikipedia
OTO Melara,Industrials,Rome,MalPatSaj_wikipedia
OZ Group,Consumer goods,San Martino di Lupari,MalPatSaj_wikipedia
Pagani,Consumer goods,San Cesario sul Panaro,MalPatSaj_wikipedia
Pal Zileri,Consumer goods,Vicenza,MalPatSaj_wikipedia
Panerai,Consumer goods,Milan,MalPatSaj_wikipedia
Panini Comics,Consumer services,Modena,MalPatSaj_wikipedia
Parmalat,Consumer goods,Collecchio,MalPatSaj_wikipedia
Partenavia,Industrials,Arzano,MalPatSaj_wikipedia
Paton,Consumer goods,Settimo Milanese,MalPatSaj_wikipedia
Peg Perego,Consumer goods,Arcore,MalPatSaj_wikipedia
Perazzi,Industrials,Brescia,MalPatSaj_wikipedia
Perfetti Van Melle,Consumer goods,Lainate/Breda,MalPatSaj_wikipedia
Perini Navi,Industrials,Viareggio,MalPatSaj_wikipedia
Permasteelisa,Industrials,Vittorio Veneto,MalPatSaj_wikipedia
Peroni S.p.A.,Consumer goods,Gallarate,MalPatSaj_wikipedia
Persol,Consumer goods,Agordo,MalPatSaj_wikipedia
Perugina,Consumer goods,Perugia,MalPatSaj_wikipedia
Piaggio Aerospace,Industrials,Genoa,MalPatSaj_wikipedia
Piaggio,Consumer goods,Pontedera,MalPatSaj_wikipedia
Pinarello,Consumer goods,Treviso,MalPatSaj_wikipedia
Pininfarina,Consumer goods,Cambiano,MalPatSaj_wikipedia
Pirelli,Consumer goods,Milan,MalPatSaj_wikipedia
Pogliaghi,Consumer goods,Milan,MalPatSaj_wikipedia
Police,Consumer goods,Venice,MalPatSaj_wikipedia
Poste Air Cargo,Consumer services,Rome,MalPatSaj_wikipedia
Poste italiane,Industrials,Rome,MalPatSaj_wikipedia
Prada,Consumer goods,Milan,MalPatSaj_wikipedia
Prinetti & Stucchi,Consumer goods,Milan,MalPatSaj_wikipedia
Prysmian Group,Industrials,Milan,MalPatSaj_wikipedia
RAI,Consumer services,Rome,MalPatSaj_wikipedia
Rancilio,Consumer goods,Parabiago,MalPatSaj_wikipedia
Ray-Ban,Consumer goods,Milan,MalPatSaj_wikipedia
RCS MediaGroup,Consumer services,Milan,MalPatSaj_wikipedia
Rifle,Consumer goods,Prato,MalPatSaj_wikipedia
Rizzani de Eccher,Industrials,Pozzuolo del Friuli,MalPatSaj_wikipedia
Sabelt,Consumer goods,Turin,MalPatSaj_wikipedia
Saeco,Consumer goods,Bologna,MalPatSaj_wikipedia
Safilo,Consumer goods,Padua,MalPatSaj_wikipedia
Salini Impregilo,Industrials,Milan,MalPatSaj_wikipedia
Salvatore Ferragamo S.p.A.,Consumer goods,Florence,MalPatSaj_wikipedia
San Pellegrino,Consumer goods,San Pellegrino Terme,MalPatSaj_wikipedia
Saras S.p.A.,Oil & gas,Sarroch,MalPatSaj_wikipedia
Seleco,Consumer goods,Milan,MalPatSaj_wikipedia
