company_name,company_industry,company_market_cap,company_employees,country,file_name
Scotiabank,Banks|Financial services,$61.41 B|$51.21|-1.95%|-22.53%,240,Canada,companiesMarketCap_dataset
Fast Retailing,Clothing|Retail,$61.92 B|$605.94|-1.72%|1.88%,237,Japan,companiesMarketCap_dataset
Bharti Airtel,Telecommunication,$61.78 B|$10.42|0.01%|6.65%,238,India,companiesMarketCap_dataset
America Movil,Telecommunication,$62.28 B|$18.90|-3.28%|3.39%,235,Mexico,companiesMarketCap_dataset
Occidental Petroleum,Oil&Gas|Energy,$61.99 B|$68.21|-0.86%|130.05%,236,USA,companiesMarketCap_dataset
Verbund Ag,Electricity|Utility companies|Energy,$62.70 B|$90.04|-1.44%|-12.30%,233,,companiesMarketCap_dataset
Daiichi Sankyō,Pharmaceuticals|Biotech,$62.88 B|$32.81|-4.18%|30.46%,232,Japan,companiesMarketCap_dataset
Lam Research,Semiconductors|Tech|Tech Hardware,$62.41 B|$457.67|-1.18%|-30.82%,234,USA,companiesMarketCap_dataset
Aon,Professional services|Insurance,$63.45 B|$306.78|1.22%|3.19%,231,UK,companiesMarketCap_dataset
Nongfu Spring,Beverages,$63.67 B|$5.66|-2.11%|-5.35%,228,China,companiesMarketCap_dataset
Cnooc,Oil&Gas|Energy,$63.67 B|$1.28|-1.29%|28.00%,229,China,companiesMarketCap_dataset
Cme Group,Stock exchanges|Financial services|Stock/Crypto exchanges,$63.53 B|$176.63|-0.71%|-22.03%,230,USA,companiesMarketCap_dataset
Equinix,Internet|Tech|REITs|Real estate|Investment,$63.98 B|$691.47|-0.96%|-13.42%,226,USA,companiesMarketCap_dataset
Airbnb,Travel|Internet|Online Travel|Tech,$63.95 B|$101.00|-0.27%|-40.45%,227,USA,companiesMarketCap_dataset
Eaton,Conglomerate,$64.94 B|$163.31|-0.03%|-1.99%,225,Ireland,companiesMarketCap_dataset
Kddi,Telecommunication,$65.19 B|$29.82|-1.91%|2.86%,224,Japan,companiesMarketCap_dataset
Dbs Group,Banks|Financial services,$65.61 B|$25.49|-1.37%|10.30%,222,Singapore,companiesMarketCap_dataset
Colgate-palmolive,Consumer goods,$65.28 B|$78.17|0.54%|3.56%,223,USA,companiesMarketCap_dataset
Pnc Financial Services,Banks|Financial services,$66.23 B|$164.23|-0.35%|-18.64%,220,USA,companiesMarketCap_dataset
Walmex,Retail|Supermarket Chains,$66.07 B|$3.78|-1.97%|14.89%,221,Mexico,companiesMarketCap_dataset
State Bank Of India,Banks|Financial services,$66.60 B|$7.46|-0.09%|17.30%,219,India,companiesMarketCap_dataset
Boston Scientific,Medical devices,$66.74 B|$46.60|1.04%|17.68%,218,USA,companiesMarketCap_dataset
Sherwin-williams,Paint & Coating,$66.79 B|$257.75|2.44%|-24.12%,216,USA,companiesMarketCap_dataset
Canadian Natural Resources,Oil&Gas|Energy,$66.79 B|$59.96|0.32%|48.53%,217,Canada,companiesMarketCap_dataset
Fiserv,Financial services|Tech,$66.97 B|$105.46|0.41%|5.61%,215,USA,companiesMarketCap_dataset
Sabic,Chemicals,$67.07 B|$22.36|1.20%|-22.71%,214,Saudi Arabia,companiesMarketCap_dataset
National Australia Bank,Banks|Financial services,$67.23 B|$21.33|-0.95%|7.78%,213,Australia,companiesMarketCap_dataset
Csx Corporation,Railways|Transportation|Infrastructure,$67.38 B|$32.05|-1.93%|-9.90%,211,USA,companiesMarketCap_dataset
Softbank,Investment|Financial services|Telecommunication|Conglomerate,$67.28 B|$45.10|0.13%|-9.07%,212,Japan,companiesMarketCap_dataset
Axa,Insurance|CAC 40,$67.39 B|$28.84|0.05%|1.48%,210,France,companiesMarketCap_dataset
Hca Healthcare,Healthcare,$67.57 B|$239.03|0.23%|3.00%,209,USA,companiesMarketCap_dataset
Mitsubishi Ufj Financial,Banks|Financial services,$67.69 B|$5.50|0.36%|-0.18%,208,Japan,companiesMarketCap_dataset
Bank Of Montreal,Banks|Financial services,$67.77 B|$99.84|0.83%|-5.08%,207,Canada,companiesMarketCap_dataset
Bnp Paribas,Banks|Financial services|CAC 40,$68.52 B|$55.55|0.23%|-13.07%,205,France,companiesMarketCap_dataset
U.s. Bancorp,Banks|Financial services,$67.81 B|$45.64|0.64%|-19.36%,206,USA,companiesMarketCap_dataset
Humana,Insurance,$69.22 B|$546.78|-0.29%|29.74%,204,USA,companiesMarketCap_dataset
China Yangtze Power,Electricity|Utility companies,$69.23 B|$3.04|0.75%|-0.98%,203,China,companiesMarketCap_dataset
Sempra Energy,Energy|Oil&Gas|Electricity|Infrastructure,$52.15 B|$165.93|-0.77%|35.57%,297,USA,companiesMarketCap_dataset
Rosneft,Oil&Gas|Energy,$52.21 B|$5.50|-3.77%|-29.67%,296,Russia,companiesMarketCap_dataset
Palo Alto Networks,Tech|Software|IT security|Networking hardware,$52.21 B|$172.69|-3.20%|-67.74%,295,USA,companiesMarketCap_dataset
Marriott International,Hotels|Travel,$52.42 B|$165.63|0.27%|9.60%,294,USA,companiesMarketCap_dataset
Pernod Ricard,Alcoholic beverages|CAC 40|Beverages,$52.53 B|$200.82|0.37%|-12.74%,293,France,companiesMarketCap_dataset
Eni,Energy|Oil&Gas,$52.82 B|$29.06|-1.86%|6.88%,291,Italy,companiesMarketCap_dataset
Safran,CAC 40|Aerospace|Defense contractors,$52.61 B|$123.38|0.53%|6.71%,292,France,companiesMarketCap_dataset
Synopsys,Software|Semiconductors|Tech|Electronics|Tech Hardware,$53.23 B|$348.17|-2.70%|-0.43%,289,USA,companiesMarketCap_dataset
Reckitt Benckiser,Consumer goods,$53.13 B|$74.24|0.00%|-9.24%,290,UK,companiesMarketCap_dataset
United Heavy Machinery,Machinery manufacturing|Manufacturing,$53.58 B|$63.30|-1.34%|-25.16%,288,Russia,companiesMarketCap_dataset
O'reilly Automotive,,$53.71 B|$858.41|0.14%|30.59%,287,USA,companiesMarketCap_dataset
Enterprise Products,Oil&Gas|Energy,$54.06 B|$24.85|0.16%|16.61%,286,USA,companiesMarketCap_dataset
Anglo American,Mining,$54.20 B|$40.53|-0.17%|9.01%,285,UK,companiesMarketCap_dataset
Monster Beverage,Beverages,$54.28 B|$104.04|0.77%|25.41%,283,USA,companiesMarketCap_dataset
Tokyo Electron,Electronics|Semiconductors|Tech|Tech Hardware,$54.21 B|$348.10|-0.34%|-34.05%,284,Japan,companiesMarketCap_dataset
Shopify,E-Commerce|Internet|Tech,$54.77 B|$43.06|-0.78%|-97.02%,282,Canada,companiesMarketCap_dataset
Mckesson,Healthcare,$54.85 B|$386.85|1.88%|75.51%,281,USA,companiesMarketCap_dataset
Keurig Dr Pepper,Beverages,$54.86 B|$38.74|0.08%|13.41%,280,USA,companiesMarketCap_dataset
Adani Enterprises,Conglomerate,$54.93 B|$48.18|0.19%|108.66%,279,India,companiesMarketCap_dataset
Dollar General,Retail,$55.03 B|$243.96|3.22%|13.04%,278,USA,companiesMarketCap_dataset
Kla,Semiconductors|Tech|Tech Hardware,$55.20 B|$389.56|-0.30%|-3.22%,277,USA,companiesMarketCap_dataset
Moody's,Financial services,$55.27 B|$301.73|-1.42%|-22.46%,276,USA,companiesMarketCap_dataset
Marathon Petroleum,,$55.40 B|$118.23|-1.66%|86.69%,275,USA,companiesMarketCap_dataset
Relx,,$55.60 B|$28.70|0.21%|-8.39%,274,UK,companiesMarketCap_dataset
Heineken,Alcoholic beverages|Beverages,$55.77 B|$96.36|0.35%|-3.52%,272,Netherlands,companiesMarketCap_dataset
Ford,Automakers|Manufacturing,$55.72 B|$13.86|-1.56%|-30.25%,273,USA,companiesMarketCap_dataset
Enel,Electricity|Utility companies|Energy,$56.35 B|$5.55|0.32%|-25.60%,271,Italy,companiesMarketCap_dataset
Westpac Banking,Banks|Financial services,$56.45 B|$16.15|-0.67%|11.07%,270,Australia,companiesMarketCap_dataset
General Motors,Automakers|Manufacturing,$56.68 B|$39.90|-1.31%|-34.61%,268,USA,companiesMarketCap_dataset
Mindray,Medical devices|Manufacturing,$56.65 B|$46.73|-2.28%|-13.86%,269,China,companiesMarketCap_dataset
Pioneer Natural Resources,Oil&Gas|Energy,$56.88 B|$239.41|0.14%|35.25%,267,USA,companiesMarketCap_dataset
Thomson Reuters,Media/Press,$56.89 B|$117.84|0.50%|-2.35%,266,Canada,companiesMarketCap_dataset
Postal Savings Bank Of China,Banks|Financial services,$57.10 B|$0.62|-0.68%|-25.30%,264,China,companiesMarketCap_dataset
Bayer,Pharmaceuticals|Chemicals|DAX|Biotech,$56.98 B|$58.00|-1.06%|13.06%,265,Germany,companiesMarketCap_dataset
Emerson,Manufacturing|Engineering,$57.28 B|$96.87|1.29%|7.18%,263,USA,companiesMarketCap_dataset
Dassault Systèmes,Software|CAC 40|Tech,$51.91 B|$38.67|0.14%|-34.65%,300,France,companiesMarketCap_dataset
Public Storage,Real estate|Investment|REITs,$52.09 B|$295.80|0.11%|-11.70%,299,USA,companiesMarketCap_dataset
Shin-etsu Chemical,Chemicals,$52.11 B|$130.45|-1.88%|-22.31%,298,Japan,companiesMarketCap_dataset
Longi Green Energy Technology,Electricity|Energy|Renewable energy,$51.82 B|$6.84|2.06%|-47.63%,301,China,companiesMarketCap_dataset
Novatek,Oil&Gas|Energy,$46.65 B|$15.54|-0.50%|-32.81%,358,Russia,companiesMarketCap_dataset
American International Group,Insurance,$46.62 B|$62.75|-0.55%|16.29%,359,USA,companiesMarketCap_dataset
Johnson Controls,,$46.77 B|$68.12|1.82%|-11.14%,357,Ireland,companiesMarketCap_dataset
Sumitomo Mitsui Financial Group,Banks|Financial services,$46.82 B|$6.83|0.29%|1.64%,356,Japan,companiesMarketCap_dataset
Sberbank,Banks|Financial services,$46.99 B|$2.09|0.16%|-52.39%,354,Russia,companiesMarketCap_dataset
Cintas,,$46.96 B|$462.53|0.02%|7.03%,355,USA,companiesMarketCap_dataset
Kotak Mahindra Bank,Banks|Financial services,$47.09 B|$23.72|-0.18%|-9.40%,352,India,companiesMarketCap_dataset
Roper Technologies,Scientific & Technical Instruments|Tech,$47.07 B|$443.87|-0.19%|-5.01%,353,USA,companiesMarketCap_dataset
Cadence Design Systems,Software|Tech|Electronics|Tech Hardware,$47.30 B|$172.43|-2.46%|-6.62%,349,USA,companiesMarketCap_dataset
Fedex,Courier|Transportation,$47.20 B|$181.41|0.53%|-22.90%,350,USA,companiesMarketCap_dataset
Basf,Chemicals|DAX,$47.13 B|$51.32|1.82%|-23.27%,351,Germany,companiesMarketCap_dataset
Oriental Land,Entertainment|Hotels|Travel,$47.32 B|$144.48|-1.52%|-6.21%,348,Japan,companiesMarketCap_dataset
Bank Rakyat Indonesia,Banks|Financial services,$47.44 B|$0.29|-1.41%|7.41%,345,Indonesia,companiesMarketCap_dataset
Macquarie,Banks|Financial services|Investment,$47.35 B|$122.50|-1.02%|-13.62%,346,Australia,companiesMarketCap_dataset
Edwards Lifesciences,Medical devices,$47.32 B|$76.55|-1.30%|-30.30%,347,USA,companiesMarketCap_dataset
Mercadolibre,E-Commerce|Internet|Tech,$47.53 B|$945.07|0.43%|-16.31%,344,,companiesMarketCap_dataset
Southern Copper,Mining,$47.90 B|$61.97|0.83%|5.59%,341,USA,companiesMarketCap_dataset
Midea,Home & Kitchen Appliances|Manufacturing,$47.88 B|$6.84|-0.56%|-35.71%,342,China,companiesMarketCap_dataset
Samsung Biologics,Biotech|Manufacturing,$47.71 B|$670.33|-1.58%|-11.54%,343,South Korea,companiesMarketCap_dataset
Snowflake,Tech|Software,$47.91 B|$149.74|-2.79%|-58.44%,340,USA,companiesMarketCap_dataset
Corteva,Agriculture|Chemicals,$48.09 B|$67.31|1.60%|45.72%,337,USA,companiesMarketCap_dataset
Amphenol,,$47.97 B|$80.62|-0.31%|-1.03%,338,USA,companiesMarketCap_dataset
Foxconn (hon Hai Precision Industry),Electronics|Manufacturing|Tech Hardware|Tech,$47.95 B|$3.46|2.43%|-8.95%,339,Taiwan,companiesMarketCap_dataset
Constellation Brands,Alcoholic beverages|Beverages,$48.15 B|$261.05|0.90%|15.89%,335,USA,companiesMarketCap_dataset
The Hershey Company,Food,$48.13 B|$234.73|1.23%|32.85%,336,USA,companiesMarketCap_dataset
Adani Total Gas,Energy|Oil&Gas|Utility companies,$48.45 B|$43.97|-0.91%|98.96%,333,India,companiesMarketCap_dataset
Mitsubishi Corporation,Conglomerate,$48.41 B|$33.07|-2.25%|9.14%,334,Japan,companiesMarketCap_dataset
Centene,Healthcare|Insurance,$48.57 B|$85.79|-0.02%|20.12%,332,USA,companiesMarketCap_dataset
Kraft Heinz,Food,$48.78 B|$39.83|0.86%|19.79%,331,USA,companiesMarketCap_dataset
American Electric Power,Electricity|Energy,$48.87 B|$95.12|-1.41%|16.98%,328,USA,companiesMarketCap_dataset
Daikin,Manufacturing,$48.82 B|$166.83|-1.43%|-22.91%,329,Japan,companiesMarketCap_dataset
Autozone,Retail,$48.81 B|$2.572|0.73%|37.64%,330,USA,companiesMarketCap_dataset
Valero Energy,Energy|Oil&Gas,$48.98 B|$127.07|-3.76%|78.54%,327,USA,companiesMarketCap_dataset
Lululemon Athletica,Retail|Sports goods|Clothing,$49.21 B|$385.99|1.09%|-14.35%,324,Canada,companiesMarketCap_dataset
Ambev,Beverages|Alcoholic beverages,$49.13 B|$3.10|0.65%|10.32%,325,Brazil,companiesMarketCap_dataset
Edf (electricité De France),Electricity|Utility companies|Energy,$49.10 B|$12.64|0.00%|-10.16%,326,France,companiesMarketCap_dataset
Itaú Unibanco,Banks|Financial services,$49.39 B|$5.04|1.41%|24.14%,322,Brazil,companiesMarketCap_dataset
Stellantis,Automakers|Manufacturing|CAC 40,$49.38 B|$15.37|-2.23%|-15.27%,323,Netherlands,companiesMarketCap_dataset
Foshan Haitian Flavouring And Food,Food,$49.74 B|$10.74|1.69%|-39.32%,320,China,companiesMarketCap_dataset
Bajaj Finance,Financial services,$49.64 B|$82.00|-1.07%|-14.33%,321,India,companiesMarketCap_dataset
Saudi Telecom Company,Telecommunication,$49.83 B|$9.98|-2.47%|-66.55%,318,Saudi Arabia,companiesMarketCap_dataset
Nintendo,Video games|Electronics|Entertainment|Tech Hardware|Tech,$49.82 B|$42.65|-1.41%|-90.69%,319,Japan,companiesMarketCap_dataset
Santander,Banks|Financial services,$49.93 B|$2.95|0.34%|-6.94%,316,Spain,companiesMarketCap_dataset
Deutsche Post,Courier|DAX,$49.85 B|$40.93|1.85%|-30.31%,317,Germany,companiesMarketCap_dataset
Hitachi,Engineering|Conglomerate,$50.09 B|$53.25|-2.35%|-10.23%,314,Japan,companiesMarketCap_dataset
Adyen,Financial services|Tech,$50.03 B|$1.563|-1.39%|-41.10%,315,Netherlands,companiesMarketCap_dataset
Anz Bank,Banks|Financial services,$50.11 B|$16.75|-1.20%|-12.21%,313,Australia,companiesMarketCap_dataset
Phillips 66,Oil&Gas|Energy,$50.41 B|$106.66|-1.28%|49.43%,310,USA,companiesMarketCap_dataset
Dominion Energy,Electricity|Energy|Utility companies,$50.38 B|$60.47|0.17%|-15.83%,311,USA,companiesMarketCap_dataset
Archer Daniels Midland (adm),Food,$50.37 B|$91.71|0.43%|46.97%,312,USA,companiesMarketCap_dataset
Life Insurance Corporation Of India (lic),Insurance,$50.59 B|$8.00|0.05%,309,India,companiesMarketCap_dataset
General Mills,Food,$51.35 B|$86.52|1.29%|37.64%,306,USA,companiesMarketCap_dataset
Vmware,Tech|Software,$51.31 B|$120.84|-0.69%|2.98%,307,USA,companiesMarketCap_dataset
Hong Kong Exchanges & Clearing,Stock exchanges|Financial services|Stock/Crypto exchanges,$51.30 B|$40.47|-0.63%|-26.99%,308,Hong Kong,companiesMarketCap_dataset
Itc,Tobacco,$51.39 B|$4.14|-0.71%|37.54%,305,India,companiesMarketCap_dataset
Recruit,Staffing & Employment Services|Professional services,$51.80 B|$32.16|-1.86%|-48.42%,302,Japan,companiesMarketCap_dataset
Industrial Bank,Banks|Financial services,$51.52 B|$2.48|-0.68%|-14.19%,303,China,companiesMarketCap_dataset
China Telecom,Telecommunication,$51.41 B|$0.40|0.32%|21.21%,304,China,companiesMarketCap_dataset
Biogen,Pharmaceuticals|Biotech,$43.04 B|$298.90|-0.98%|30.80%,398,USA,companiesMarketCap_dataset
Intesa Sanpaolo,Banks|Financial services,$42.93 B|$2.21|0.58%|-9.05%,400,Italy,companiesMarketCap_dataset
Hikvision,Electronics,$42.93 B|$4.55|-0.31%|-38.93%,399,China,companiesMarketCap_dataset
Ecolab,,$43.11 B|$151.36|-0.38%|-32.62%,397,USA,companiesMarketCap_dataset
Sysco,,$43.24 B|$85.33|-0.83%|21.59%,396,USA,companiesMarketCap_dataset
Bce,Telecommunication|Media/Press,$43.39 B|$47.27|-0.57%|-7.62%,394,Canada,companiesMarketCap_dataset
Sk Hynix,Semiconductors|Tech|Tech Hardware,$43.39 B|$63.10|-3.31%|-38.10%,395,South Korea,companiesMarketCap_dataset
Suncor Energy,Energy|Oil&Gas,$43.40 B|$31.94|-0.53%|32.26%,393,Canada,companiesMarketCap_dataset
Cheniere Energy,Oil&Gas|Energy,$28.80 B|$59.51|0.52%|41.32%,607,USA,companiesMarketCap_dataset
Autodesk,Software|Tech,$43.41 B|$201.11|-2.81%|-21.95%,392,USA,companiesMarketCap_dataset
Tc Energy,Oil&Gas|Transportation|Energy|Infrastructure,$43.53 B|$43.22|-1.26%|-6.04%,390,Canada,companiesMarketCap_dataset
Chugai Pharmaceutical,Pharmaceuticals|Biotech,$43.71 B|$26.59|-2.35%|-18.11%,389,Japan,companiesMarketCap_dataset
Workday,Software|Tech,$43.77 B|$170.99|0.89%|-35.88%,387,USA,companiesMarketCap_dataset
Universal Music Group,Entertainment,$43.75 B|$23.97|1.45%|-16.66%,388,Netherlands,companiesMarketCap_dataset
L3harris Technologies,Defense contractors,$43.79 B|$230.00|2.05%|8.93%,386,USA,companiesMarketCap_dataset
Infineon,Semiconductors|Tech|DAX|Tech Hardware,$44.02 B|$33.80|-0.70%|-25.83%,384,Germany,companiesMarketCap_dataset
Ing,Banks|Financial services,$44.16 B|$12.03|0.08%|-14.44%,383,Netherlands,companiesMarketCap_dataset
Fidelity National Information Services,Financial services|Tech,$43.94 B|$74.06|1.20%|-29.95%,385,USA,companiesMarketCap_dataset
Hess,Oil&Gas|Energy,$44.40 B|$144.02|0.45%|86.70%,381,USA,companiesMarketCap_dataset
Nxp Semiconductors,Semiconductors|Tech|Tech Hardware,$44.32 B|$171.06|-1.37%|-23.20%,382,Netherlands,companiesMarketCap_dataset
Munich Re (münchener Rück),Insurance|DAX,$44.41 B|$317.71|-0.89%|14.49%,379,Germany,companiesMarketCap_dataset
Republic Services,Waste & Recycling,$44.40 B|$140.52|0.55%|3.31%,380,USA,companiesMarketCap_dataset
Chipotle Mexican Grill,Restaurant chains|Food,$44.48 B|$1.605|-1.29%|-0.41%,377,USA,companiesMarketCap_dataset
The Travelers Companies,Dow jones|Insurance,$44.41 B|$189.54|0.21%|26.23%,378,USA,companiesMarketCap_dataset
Simon Property Group,Real estate|Investment|REITs,$44.66 B|$119.34|0.28%|-21.41%,376,USA,companiesMarketCap_dataset
Aflac,,$44.98 B|$72.34|0.60%|30.93%,373,USA,companiesMarketCap_dataset
Mitsui Bussan,,$44.82 B|$28.49|-2.65%|26.62%,374,Japan,companiesMarketCap_dataset
Devon Energy,,$44.75 B|$68.46|0.26%|64.61%,375,USA,companiesMarketCap_dataset
Woodside Energy,Energy|Oil&Gas,$45.49 B|$23.96|-2.68%|57.94%,371,Australia,companiesMarketCap_dataset
Paychex,Professional services,$45.40 B|$125.98|0.06%|4.42%,372,USA,companiesMarketCap_dataset
Itōchū Shōji,Conglomerate,$45.60 B|$31.04|-2.21%|4.76%,369,Japan,companiesMarketCap_dataset
Motorola Solutions,Telecommunications equipment,$45.59 B|$272.70|0.34%|7.99%,370,USA,companiesMarketCap_dataset
Enphase Energy,Software|Tech|Electronics,$45.67 B|$336.00|7.01%|42.98%,368,USA,companiesMarketCap_dataset
Maaden,Mining,$45.72 B|$18.58|1.75%|-5.30%,367,Saudi Arabia,companiesMarketCap_dataset
Alimentation Couche-tard,Retail,$45.95 B|$45.57|-0.53%|22.37%,365,Canada,companiesMarketCap_dataset
Agilent Technologies,Biotech|Manufacturing,$45.92 B|$155.67|-0.29%|3.10%,366,USA,companiesMarketCap_dataset
National Grid,Electricity|Energy|Infrastructure|Utility companies,$46.33 B|$62.46|-0.60%|-4.87%,363,UK,companiesMarketCap_dataset
Takeda Pharmaceutical,Pharmaceuticals|Biotech,$46.07 B|$14.82|-0.34%|10.85%,364,Japan,companiesMarketCap_dataset
Kimberly-clark,Manufacturing,$46.55 B|$137.93|0.97%|3.87%,361,USA,companiesMarketCap_dataset
Bank Of Communications,Banks|Financial services,$46.38 B|$0.67|-0.42%|-6.94%,362,China,companiesMarketCap_dataset
Netease,Video games|Entertainment|Tech,$46.56 B|$70.90|3.88%|-34.03%,360,China,companiesMarketCap_dataset
Microchip Technology,Tech|Tech Hardware|Semiconductors,$42.52 B|$77.31|-1.29%|-8.23%,403,USA,companiesMarketCap_dataset
Williams Companies,Oil&Gas|Energy,$42.59 B|$34.96|0.11%|28.29%,402,USA,companiesMarketCap_dataset
Kinder Morgan,Oil&Gas|Transportation|Infrastructure|Energy,$42.70 B|$19.00|-0.78%|20.79%,401,USA,companiesMarketCap_dataset
Muyuan Foods,Food,$37.07 B|$6.97|1.71%|-15.00%,463,China,companiesMarketCap_dataset
Hoya,Glasses and contact lenses|Manufacturing,$37.22 B|$104.45|-1.72%|-33.57%,462,Japan,companiesMarketCap_dataset
Carrier,,$37.36 B|$44.68|-0.56%|-19.52%,460,USA,companiesMarketCap_dataset
Capital One,Banks|Financial services,$37.28 B|$97.69|-1.64%|-31.86%,461,USA,companiesMarketCap_dataset
S.f. Express,Courier,$37.36 B|$7.63|-1.63%|-19.43%,458,China,companiesMarketCap_dataset
Wesfarmers,Chemicals|Retail|Fertilizer companies,$37.36 B|$32.93|-1.10%|-19.11%,459,Australia,companiesMarketCap_dataset
Waste Connections,Waste & Recycling,$37.40 B|$145.45|1.04%|7.33%,456,USA,companiesMarketCap_dataset
Zijin Mining,Mining,$37.39 B|$1.44|-1.84%|-8.86%,457,China,companiesMarketCap_dataset
Maersk,Transportation|Maritime transportation|Container shipping,$37.61 B|$2.080|-2.61%|-27.09%,455,Denmark,companiesMarketCap_dataset
Adani Transmission,Electricity|Utility companies|Energy,$37.63 B|$33.73|-3.12%|34.22%,454,India,companiesMarketCap_dataset
Hcl Technologies,Professional services,$37.85 B|$13.95|-0.07%|-11.65%,452,India,companiesMarketCap_dataset
Xcel Energy,,$37.83 B|$69.14|-1.50%|6.95%,453,USA,companiesMarketCap_dataset
Marvell Technology Group,Tech|Semiconductors|Tech Hardware|Manufacturing,$38.12 B|$44.72|-1.50%|-37.04%,450,USA,companiesMarketCap_dataset
Volvo Group,Manufacturing|Specialty Vehicles,$38.01 B|$18.29|-1.12%|-18.06%,451,Sweden,companiesMarketCap_dataset
Parker-hannifin,,$38.18 B|$297.38|-0.05%|-2.48%,449,USA,companiesMarketCap_dataset
Hilton Worldwide,Hotels|Travel,$38.24 B|$141.42|-0.62%|1.31%,448,USA,companiesMarketCap_dataset
Cenovus Energy,Oil&Gas|Energy,$38.55 B|$19.94|1.48%|65.07%,446,Canada,companiesMarketCap_dataset
Mediatek,Semiconductors|Tech|Tech Hardware,$38.56 B|$24.23|-0.27%|-38.06%,445,Taiwan,companiesMarketCap_dataset
Uob,Banks|Financial services,$38.28 B|$22.86|-1.34%|19.12%,447,Singapore,companiesMarketCap_dataset
Ørsted,Electricity|Energy,$38.60 B|$89.87|-2.37%|-28.01%,444,Denmark,companiesMarketCap_dataset
Nordea Bank,Banks|Financial services,$38.81 B|$10.60|-0.42%|-11.89%,441,Finland,companiesMarketCap_dataset
Energy Transfer Partners,Oil&Gas|Energy,$38.69 B|$12.53|0.72%|50.60%,442,USA,companiesMarketCap_dataset
Newmont,Mining|Gold mining,$38.63 B|$48.67|0.21%|-8.64%,443,USA,companiesMarketCap_dataset
Realty Income,Real estate|Investment|REITs,$39.44 B|$62.90|0.14%|-6.84%,439,USA,companiesMarketCap_dataset
Lloyds Banking Group,Banks|Financial services,$39.28 B|$2.27|0.89%|-8.47%,440,UK,companiesMarketCap_dataset
