company_name,company_industry,company_market_cap,company_employees,country,file_name
Varta,Electricity|Batteries,$1.15 B|$28.67|2.92%|-73.80%,4505,Germany,companiesMarketCap_dataset
Mfa Financial,Real estate|Investment|REITs,$1.16 B|$11.41|1.51%|159.32%,4504,USA,companiesMarketCap_dataset
Southside Bancshares,Banks|Financial services,$1.16 B|$36.22|1.71%|-14.31%,4503,USA,companiesMarketCap_dataset
Magellan Financial Group,Asset Management|Investment,$1.16 B|$6.42|-2.85%|-53.75%,4502,Australia,companiesMarketCap_dataset
Capitol Federal Savings Bank,Banks|Financial services,$1.16 B|$8.51|0.59%|-26.19%,4501,USA,companiesMarketCap_dataset
East India Distilleries Parry,Food,$1.18 B|$6.67|-0.98%|-0.15%,4484,India,companiesMarketCap_dataset
Aurinia Pharmaceuticals,,$1.18 B|$8.33|5.04%|-48.77%,4483,Canada,companiesMarketCap_dataset
Van Lanschot Kempen,Banks|Financial services,$1.18 B|$29.16|2.29%|12.54%,4482,Netherlands,companiesMarketCap_dataset
Global Blue Group,Financial services,$1.18 B|$6.25|17.92%|0.64%,4481,Switzerland,companiesMarketCap_dataset
Caverion,,$1.18 B|$8.70|0.38%|22.36%,4480,Finland,companiesMarketCap_dataset
Brookline Bancorp,Banks|Financial services,$1.18 B|$13.39|0.22%|-19.48%,4479,USA,companiesMarketCap_dataset
Hollysys Automation Technologie,,$1.18 B|$19.18|-1.03%|29.95%,4478,China,companiesMarketCap_dataset
Camtek,Semiconductors|Scientific & Technical Instruments|Manufacturing,$1.18 B|$26.78|4.00%|-28.01%,4477,Israel,companiesMarketCap_dataset
Cyient,Engineering,$1.18 B|$10.76|-0.11%|-16.46%,4476,India,companiesMarketCap_dataset
Ligand Pharmaceuticals,,$1.18 B|$70.42|-0.66%|-38.33%,4475,USA,companiesMarketCap_dataset
Everbridge,,$1.19 B|$29.81|3.51%|-40.95%,4474,USA,companiesMarketCap_dataset
Lakeland Bancorp,Banks|Financial services,$1.19 B|$18.40|2.05%|-3.77%,4473,USA,companiesMarketCap_dataset
Bytes Technology,Software|Tech,$1.19 B|$4.91|-0.59%|-26.17%,4472,UK,companiesMarketCap_dataset
Profrac,Oil&Gas|Oil & Gas Equipment & Services|Energy,$1.19 B|$22.08|0.78%,4471,USA,companiesMarketCap_dataset
Pgt Innovations,Manufacturing,$1.19 B|$19.93|3.21%|3.21%,4470,USA,companiesMarketCap_dataset
Uniper,Energy|Electricity,$1.19 B|$3.27|3.72%|-92.68%,4469,Germany,companiesMarketCap_dataset
The Andersons,Agriculture,$1.19 B|$35.80|0.22%|-4.28%,4468,USA,companiesMarketCap_dataset
Wabash National,Manufacturing,$1.20 B|$25.05|0.97%|27.09%,4467,USA,companiesMarketCap_dataset
Naas Technology,Electricity|EV charging,$1.20 B|$5.61|3.70%|-55.12%,4466,China,companiesMarketCap_dataset
Vip Industries,,$1.20 B|$8.48|-1.30%|9.28%,4465,India,companiesMarketCap_dataset
Definitive Healthcare,Healthcare,$1.20 B|$11.44|0.18%|-39.25%,4464,USA,companiesMarketCap_dataset
Dine Brands Global,Restaurant chains|Food,$1.20 B|$76.71|3.62%|22.25%,4463,USA,companiesMarketCap_dataset
Eckert & Ziegler,,$1.20 B|$57.94|1.33%|-35.10%,4462,Germany,companiesMarketCap_dataset
Dentalcorp,Medical Care Facilities,$1.20 B|$6.48|-1.48%|-50.08%,4461,Canada,companiesMarketCap_dataset
Atrion,Medical devices,$1.20 B|$679.00|3.16%|10.03%,4460,USA,companiesMarketCap_dataset
Dorchester Minerals,Energy|Oil&Gas|Oil & Gas Equipment & Services,$1.20 B|$31.37|2.68%|41.69%,4459,USA,companiesMarketCap_dataset
Natco Pharma,Pharmaceuticals,$1.20 B|$6.60|0.26%|-45.23%,4458,India,companiesMarketCap_dataset
Pharma Mar,Pharmaceuticals|Biotech,$1.20 B|$66.64|-1.00%|5.41%,4457,Spain,companiesMarketCap_dataset
Banco De Brasília,Banks|Financial services,$1.20 B|$3.51|1.30%|-29.52%,4456,Brazil,companiesMarketCap_dataset
Diamond Offshore Drilling,Energy|Oil&Gas,$1.20 B|$11.88|3.12%,4455,USA,companiesMarketCap_dataset
Mechel Pao,Mining,$1.20 B|$2.25|0.00%|-21.60%,4454,Russia,companiesMarketCap_dataset
Amara Raja Batteries,Batteries|Electricity,$1.20 B|$7.07|0.53%|-14.30%,4453,India,companiesMarketCap_dataset
Uni-select,,$1.20 B|$27.58|-1.05%|51.04%,4452,Canada,companiesMarketCap_dataset
Orla Mining,Mining|Gold mining|Silver Mining,$1.20 B|$4.00|0.25%|5.26%,4451,Canada,companiesMarketCap_dataset
Fenix Outdoor,Clothing,$1.20 B|$88.51|0.44%|-28.30%,4450,Switzerland,companiesMarketCap_dataset
Digi International,Software|Tech|IoT,$1.21 B|$33.94|1.16%|53.30%,4449,USA,companiesMarketCap_dataset
Sierra Wireless,IoT|Telecommunications equipment|Networking hardware|Tech|Tech Hardware,$1.21 B|$30.99|0.03%|113.72%,4448,Canada,companiesMarketCap_dataset
Eqrx,Pharmaceuticals|Biotech,$1.21 B|$2.48|8.30%|-44.02%,4447,USA,companiesMarketCap_dataset
Kornit Digital,,$1.21 B|$24.30|3.98%|-74.27%,4446,Israel,companiesMarketCap_dataset
Pvr Cinemas,Entertainment,$1.21 B|$19.83|-3.99%|-3.97%,4445,India,companiesMarketCap_dataset
Imago Biosciences,Biotech|Pharmaceuticals,$1.21 B|$36.01|0.00%|103.33%,4444,USA,companiesMarketCap_dataset
Indian Telephone Industries,Telecommunications equipment,$1.21 B|$1.28|-0.95%|-18.99%,4443,India,companiesMarketCap_dataset
Olo,Food Delivery|Food|Internet|Software|Tech,$1.21 B|$7.46|4.63%|-50.56%,4442,USA,companiesMarketCap_dataset
Cancom,,$1.21 B|$34.27|-0.50%|-45.14%,4441,Germany,companiesMarketCap_dataset
Orion Engineered Carbons,Chemicals,$1.21 B|$20.05|2.61%|15.96%,4440,USA,companiesMarketCap_dataset
Guess,Clothing|Retail,$1.22 B|$22.43|2.37%|10.82%,4439,USA,companiesMarketCap_dataset
Hni Corporation,Furniture,$1.22 B|$29.53|-0.57%|-26.83%,4438,USA,companiesMarketCap_dataset
Costamare,Transportation|Maritime transportation,$1.22 B|$10.04|1.52%|-17.09%,4437,,companiesMarketCap_dataset
Clean Energy Fuels,Oil&Gas|Transportation,$1.22 B|$5.50|1.66%|7.00%,4436,USA,companiesMarketCap_dataset
Schweiter Technologies,Building materials,$1.22 B|$855.26|0.89%|-38.45%,4435,Switzerland,companiesMarketCap_dataset
Energy Recovery,,$1.22 B|$21.87|1.34%|17.96%,4434,USA,companiesMarketCap_dataset
Diversified Energy,Oil&Gas|Energy,$1.22 B|$1.44|1.38%|-2.04%,4433,USA,companiesMarketCap_dataset
U.s. Physical Therapy,Medical Care Facilities|Healthcare,$1.22 B|$94.24|2.56%|1.88%,4432,USA,companiesMarketCap_dataset
Piedmont Office Realty Trust,Real estate|Investment,$1.22 B|$9.94|1.12%|-44.50%,4431,USA,companiesMarketCap_dataset
Dingdong Maicai,E-Commerce|Internet|Retail|Food,$1.22 B|$5.87|5.58%|18.59%,4430,China,companiesMarketCap_dataset
Donnelley Financial Solutions,Software|Tech,$1.23 B|$42.28|2.32%|17.41%,4429,USA,companiesMarketCap_dataset
Coeur Mining,Mining|Gold mining|Silver Mining,$1.23 B|$4.17|3.47%|-17.91%,4428,USA,companiesMarketCap_dataset
Skycity Entertainment Group,Entertainment|Gambling|Hotels,$1.23 B|$1.62|0.40%|-17.35%,4427,New Zealand,companiesMarketCap_dataset
Radius Global Infrastructure,Infrastructure|Telecommunication,$1.23 B|$12.95|-1.22%|-7.83%,4426,USA,companiesMarketCap_dataset
Hudco,Real estate,$1.23 B|$0.62|-0.60%|14.81%,4425,India,companiesMarketCap_dataset
Kingsoft Cloud,,$1.23 B|$4.86|4.52%|-54.49%,4424,China,companiesMarketCap_dataset
Sapiens,,$1.23 B|$21.51|2.33%|-29.61%,4423,Israel,companiesMarketCap_dataset
Citycon,Real estate|Investment|REITs,$1.23 B|$7.36|0.97%|-7.88%,4422,Finland,companiesMarketCap_dataset
3d Systems,3D Printing|Tech|Software,$1.23 B|$9.45|4.65%|-43.98%,4421,USA,companiesMarketCap_dataset
Palomar Holdings,,$1.24 B|$49.22|-4.20%|7.33%,4420,USA,companiesMarketCap_dataset
Opal Fuels,Oil&Gas|Energy,$1.24 B|$7.15|0.00%|-27.41%,4419,USA,companiesMarketCap_dataset
Deciphera Pharmaceuticals,,$1.24 B|$18.40|-1.55%|128.86%,4418,USA,companiesMarketCap_dataset
Trimas,Consumer goods|Manufacturing,$1.24 B|$29.68|0.44%|-12.58%,4417,USA,companiesMarketCap_dataset
Citizen Watch,,$1.24 B|$4.58|1.37%|7.76%,4416,Japan,companiesMarketCap_dataset
Kayne Anderson Capital Advisors,,$1.24 B|$9.17|1.10%|15.20%,4415,USA,companiesMarketCap_dataset
Pbf Logistics,Oil&Gas|Energy,$1.24 B|$19.90|-2.40%|57.81%,4414,USA,companiesMarketCap_dataset
Formula Systems,,$1.24 B|$79.07|-0.49%|-27.45%,4413,Israel,companiesMarketCap_dataset
Grenke,Financial services,$1.24 B|$26.69|1.40%|-18.65%,4412,Germany,companiesMarketCap_dataset
Ryerson,,$1.24 B|$33.76|2.99%|60.23%,4411,USA,companiesMarketCap_dataset
Mannkind Corp,Pharmaceuticals|Biotech,$1.25 B|$4.75|5.09%|25.33%,4410,USA,companiesMarketCap_dataset
Enovix,Batteries|Electricity,$1.25 B|$7.96|2.98%|-50.71%,4409,USA,companiesMarketCap_dataset
Rbl Bank,Banks|Financial services,$1.25 B|$2.09|1.49%|6.09%,4408,India,companiesMarketCap_dataset
Safety Insurance,Insurance,$1.25 B|$85.06|0.72%|5.42%,4407,USA,companiesMarketCap_dataset
Tennant Company,,$1.25 B|$67.46|1.31%|-12.70%,4406,USA,companiesMarketCap_dataset
Irobot,Robotics,$1.25 B|$45.88|-1.46%|-28.37%,4405,USA,companiesMarketCap_dataset
Biohaven Pharmaceutical,Pharmaceuticals|Biotech,$1.25 B|$18.44|4.12%,4404,USA,companiesMarketCap_dataset
Stewart Information Services,Real estate|Professional services,$1.25 B|$46.35|1.02%|-32.47%,4403,USA,companiesMarketCap_dataset
Kronos Worldwide,,$1.25 B|$10.90|0.37%|-25.65%,4402,USA,companiesMarketCap_dataset
Fastly,Software|Tech|IT security,$1.25 B|$10.24|3.64%|-63.56%,4401,USA,companiesMarketCap_dataset
Integrafin,Investment|Financial services,$1.27 B|$3.84|2.08%|-45.30%,4384,UK,companiesMarketCap_dataset
Volaris,Airlines|Travel|Transportation,$1.27 B|$11.01|-0.45%|-37.62%,4383,Mexico,companiesMarketCap_dataset
Cincor Pharma,Pharmaceuticals|Biotech,$1.27 B|$29.09|0.62%|59.84%,4382,USA,companiesMarketCap_dataset
Corecivic,,$1.27 B|$11.09|0.82%|11.01%,4381,USA,companiesMarketCap_dataset
Paya,Financial services|Internet|Tech,$1.28 B|$9.68|0.00%|66.90%,4380,USA,companiesMarketCap_dataset
Hipgnosis Songs Fund,Entertainment|Investment,$1.28 B|$1.06|0.81%|-35.76%,4379,UK,companiesMarketCap_dataset
Berkshire Hills Bancorp,Banks|Financial services,$1.28 B|$28.46|1.39%|-3.69%,4378,USA,companiesMarketCap_dataset
Precinct Properties,Real estate|Investment|REITs,$1.28 B|$0.81|-0.39%|-26.36%,4377,New Zealand,companiesMarketCap_dataset
Standex,Manufacturing|Conglomerate,$1.28 B|$107.01|0.03%|4.65%,4376,USA,companiesMarketCap_dataset
The North West Company,Supermarket Chains|Retail,$1.28 B|$26.89|-0.17%|-0.85%,4375,Canada,companiesMarketCap_dataset
Deutsche Pfandbriefbank,Banks|Financial services,$1.28 B|$9.29|1.60%|-24.66%,4374,Germany,companiesMarketCap_dataset
Enova International,Financial services,$1.28 B|$40.96|3.12%|3.04%,4373,USA,companiesMarketCap_dataset
Polenergia,Utility companies|Energy|Electricity,$1.28 B|$19.30|0.60%|17.83%,4372,Poland,companiesMarketCap_dataset
Waterdrop Inc.,Insurance|Healthcare,$1.29 B|$3.28|9.33%|156.25%,4371,China,companiesMarketCap_dataset
Uponor,,$1.29 B|$17.76|0.86%|-20.47%,4370,Finland,companiesMarketCap_dataset
Eurocommercial Properties,REITs|Real estate|Investment,$1.29 B|$24.76|0.53%|9.41%,4369,Netherlands,companiesMarketCap_dataset
Medifast,Multi-level marketing|Dietary supplements,$1.29 B|$118.22|1.42%|-38.44%,4368,USA,companiesMarketCap_dataset
Nikola,Automakers|Hydrogen fuel cell|Electric Vehicles|Specialty Vehicles,$1.29 B|$2.52|5.44%|-65.48%,4367,USA,companiesMarketCap_dataset
Corticeira Amorim,,$1.29 B|$9.58|0.00%|-19.83%,4366,Portugal,companiesMarketCap_dataset
John Wood Group,Professional services|Engineering,$1.29 B|$1.81|3.10%|-43.44%,4365,UK,companiesMarketCap_dataset
Paysafe,Financial services|Internet|Tech,$1.29 B|$21.33|1.52%|518.26%,4364,USA,companiesMarketCap_dataset
Eih Limited,Hotels|Travel,$1.29 B|$2.07|-0.39%|10.70%,4363,India,companiesMarketCap_dataset
First Commonwealth Financial Corp,Banks|Financial services,$1.29 B|$13.89|1.39%|-14.31%,4362,USA,companiesMarketCap_dataset
Utz Brands,Food,$1.30 B|$16.09|0.81%|2.88%,4361,USA,companiesMarketCap_dataset
Avid Technology,,$1.30 B|$29.80|2.30%|2.48%,4360,USA,companiesMarketCap_dataset
Fresh Del Monte Produce,Food,$1.30 B|$27.25|0.22%|-2.96%,4359,,companiesMarketCap_dataset
Allcargo Logistics,,$1.30 B|$5.31|1.90%|13.46%,4358,India,companiesMarketCap_dataset
Blucora,Financial services,$1.30 B|$27.24|1.64%|71.21%,4357,USA,companiesMarketCap_dataset
Sinclair Broadcast,Telecommunication,$1.30 B|$18.74|1.79%|-30.36%,4356,USA,companiesMarketCap_dataset
Outset Medical,Medical devices,$1.30 B|$27.06|0.22%|-29.46%,4355,USA,companiesMarketCap_dataset
Iamgold,,$1.30 B|$2.72|2.64%|5.43%,4354,Canada,companiesMarketCap_dataset
Federal Agricultural Mortgage,Financial services,$1.30 B|$123.93|1.76%|0.62%,4353,USA,companiesMarketCap_dataset
V2x,Defense contractors,$1.31 B|$43.02|1.61%|-7.78%,4352,USA,companiesMarketCap_dataset
Pc Connection,,$1.31 B|$49.87|0.18%|19.76%,4351,USA,companiesMarketCap_dataset
Ofg Bancorp,Banks|Financial services,$1.31 B|$27.59|1.06%|2.03%,4350,USA,companiesMarketCap_dataset
Altus Power,Energy|Electricity|Renewable energy,$1.31 B|$8.20|3.80%|5.40%,4349,USA,companiesMarketCap_dataset
Adaptive Biotechnologies,Biotech|Pharmaceuticals,$1.31 B|$9.20|1.88%|-43.87%,4348,USA,companiesMarketCap_dataset
Himax,Semiconductors|Tech|Tech Hardware,$1.31 B|$7.55|1.48%|-31.24%,4347,Taiwan,companiesMarketCap_dataset
Atea Asa,IT services|Professional services,$1.31 B|$11.90|2.26%|-32.00%,4346,Norway,companiesMarketCap_dataset
Gag Immobilien,Real estate,$1.31 B|$81.45|-3.85%|-37.40%,4345,Germany,companiesMarketCap_dataset
Heartland Express,Transportation,$1.31 B|$16.68|1.34%|6.11%,4344,USA,companiesMarketCap_dataset
Diagnosticos Da America,Healthcare,$1.31 B|$2.34|0.34%|-57.84%,4343,Brazil,companiesMarketCap_dataset
P10,Financial services|Asset Management|Investment,$1.31 B|$11.26|-0.09%|-8.08%,4342,USA,companiesMarketCap_dataset
Pennymac Mortgage Investment Trust,REITs|Real estate|Investment,$1.31 B|$14.83|1.92%|-13.78%,4341,USA,companiesMarketCap_dataset
Bénéteau,,$1.32 B|$15.88|-1.08%|-5.14%,4340,France,companiesMarketCap_dataset
Magnite,Advertising,$1.32 B|$9.92|5.70%|-21.91%,4338,USA,companiesMarketCap_dataset
Oceanfirst Financial,Financial services|Banks,$1.32 B|$22.42|7.84%|-0.13%,4337,USA,companiesMarketCap_dataset
Xometry,,$1.32 B|$27.97|3.59%|-46.01%,4336,USA,companiesMarketCap_dataset
First Busey,Banks|Financial services,$1.32 B|$24.03|0.59%|-12.71%,4335,USA,companiesMarketCap_dataset
Rsa Insurance Group,Insurance,$1.32 B|$1.30|0.00%|-24.42%,4334,UK,companiesMarketCap_dataset
Qt Group,Software|Tech,$1.32 B|$52.35|2.03%|-53.54%,4333,Finland,companiesMarketCap_dataset
Cinemark Theatres,Entertainment,$1.32 B|$11.04|3.18%|-31.00%,4332,USA,companiesMarketCap_dataset
Finolex Industries,,$1.32 B|$2.14|0.69%|-17.69%,4331,India,companiesMarketCap_dataset
City Holding Company,Banks|Financial services,$1.33 B|$89.52|0.39%|12.22%,4330,USA,companiesMarketCap_dataset
Verve Therapeutics,Biotech|Pharmaceuticals|Gene therapy|Genomics,$1.33 B|$21.59|3.70%|-33.61%,4329,USA,companiesMarketCap_dataset
Ecovyst,Chemicals,$1.33 B|$10.22|-2.20%|3.44%,4328,USA,companiesMarketCap_dataset
Sovos Brands,Food,$1.33 B|$13.19|0.30%|-3.01%,4327,USA,companiesMarketCap_dataset
Calumet Specialty Products Partners,Oil&Gas|Chemicals,$1.33 B|$16.83|-0.94%|20.21%,4326,USA,companiesMarketCap_dataset
Meridianlink,Software|Tech|Financial services,$1.33 B|$16.50|2.68%|-1.55%,4325,USA,companiesMarketCap_dataset
Kratos Defense & Security Solutions,Defense contractors,$1.33 B|$10.60|1.15%|-37.54%,4324,USA,companiesMarketCap_dataset
Universal Corporation,Tobacco,$1.33 B|$54.40|0.95%|-2.81%,4323,USA,companiesMarketCap_dataset
Eplus,Professional services|Software|Tech,$1.33 B|$49.72|0.77%|8.46%,4322,USA,companiesMarketCap_dataset
V-guard Industries,Home & Kitchen Appliances|Electronics,$1.33 B|$3.10|-0.67%|4.38%,4321,India,companiesMarketCap_dataset
Shop Apotheke Europe,Drugstore|Internet|E-Commerce|Retail,$1.34 B|$69.92|6.41%|-43.51%,4320,Netherlands,companiesMarketCap_dataset
Tuya,IoT|Software|Tech,$1.34 B|$2.41|6.17%|-53.74%,4319,China,companiesMarketCap_dataset
Planet Labs,Aerospace,$1.34 B|$4.93|3.14%|-17.97%,4318,USA,companiesMarketCap_dataset
Alembic Pharmaceuticals,Pharmaceuticals,$1.34 B|$6.83|-0.68%|-34.33%,4317,India,companiesMarketCap_dataset
Primoris Services Corporation,Construction,$1.34 B|$25.28|2.22%|0.44%,4316,USA,companiesMarketCap_dataset
Service Properties Trust,Real estate|Investment|REITs,$1.34 B|$8.12|3.18%|-6.02%,4315,USA,companiesMarketCap_dataset
Nevro,,$1.34 B|$37.92|0.56%|-55.84%,4314,USA,companiesMarketCap_dataset
Amag Austria Metall,,$1.34 B|$36.92|1.19%|-20.60%,4313,,companiesMarketCap_dataset
Green Brick Partners,Construction,$1.34 B|$29.23|5.22%|25.99%,4312,USA,companiesMarketCap_dataset
Perion Network,Advertising|Tech,$1.34 B|$29.70|4.10%|59.16%,4311,Israel,companiesMarketCap_dataset
Wework,Real estate,$1.34 B|$1.70|10.39%|-80.79%,4310,USA,companiesMarketCap_dataset
Sparebank 1,Banks|Financial services,$1.34 B|$11.64|0.35%|-30.51%,4309,Norway,companiesMarketCap_dataset
Kcc Corp,Automotive Suppliers|Chemicals,$1.35 B|$183.88|2.48%|-39.93%,4308,South Korea,companiesMarketCap_dataset
Cdsl,Financial services,$1.35 B|$12.95|-0.16%|-39.09%,4307,India,companiesMarketCap_dataset
Centerra Gold,Mining|Gold mining,$1.35 B|$6.15|3.02%|-24.07%,4306,Canada,companiesMarketCap_dataset
Zentalis Pharmaceuticals,Pharmaceuticals|Biotech,$1.35 B|$23.75|2.50%|-57.60%,4305,USA,companiesMarketCap_dataset
Wacker Neuson,,$1.35 B|$19.33|-1.11%|-27.85%,4304,Germany,companiesMarketCap_dataset
Embecta,Medical devices,$1.35 B|$23.72|1.63%,4303,USA,companiesMarketCap_dataset
Borr Drilling,Oil&Gas|Energy,$1.35 B|$5.90|0.85%|183.65%,4302,,companiesMarketCap_dataset
Equinox Gold,,$1.35 B|$4.45|1.14%|-35.69%,4301,Canada,companiesMarketCap_dataset
Enerpac Tool Group,Tool manufacturers|Manufacturing,$1.37 B|$24.13|-1.03%|31.86%,4284,USA,companiesMarketCap_dataset
Maytronics,Robotics,$1.37 B|$12.57|-4.48%|-43.22%,4283,Israel,companiesMarketCap_dataset
Secunet,IT security|Tech,$1.37 B|$212.64|-3.78%|-40.33%,4282,Germany,companiesMarketCap_dataset
Mixi,Video games|Entertainment|Tech,$1.37 B|$18.97|-1.17%|-1.86%,4281,Japan,companiesMarketCap_dataset
Construction Partners,Construction|Infrastructure,$1.37 B|$26.14|1.67%|13.85%,4280,USA,companiesMarketCap_dataset
K92 Mining,Mining|Gold mining,$1.37 B|$5.91|-1.74%|6.10%,4279,Canada,companiesMarketCap_dataset
Afya,Education,$1.37 B|$15.33|0.26%|22.44%,4278,Brazil,companiesMarketCap_dataset
Bilfinger,Engineering,$1.37 B|$33.86|2.03%|-2.39%,4277,Germany,companiesMarketCap_dataset
K12,Education,$1.38 B|$32.08|0.72%|19.43%,4276,USA,companiesMarketCap_dataset
Sfl Corp,Transportation|Maritime transportation|Container shipping,$1.38 B|$9.97|1.32%|24.16%,4275,,companiesMarketCap_dataset
Ottogi,Food,$1.38 B|$369.78|-1.19%|1.13%,4274,South Korea,companiesMarketCap_dataset
Nlc India,Mining|Electricity|Energy,$1.38 B|$1.00|-0.49%|11.11%,4273,India,companiesMarketCap_dataset
Now Inc.,Oil&Gas|Oil & Gas Equipment & Services|Energy,$1.38 B|$12.52|1.54%|42.43%,4272,USA,companiesMarketCap_dataset
Ourpalm,Video games|Entertainment,$1.38 B|$0.50|0.60%|-29.58%,4271,China,companiesMarketCap_dataset
The Chefs' Warehouse,Food,$1.38 B|$36.16|1.69%|18.36%,4270,USA,companiesMarketCap_dataset
Telephone And Data Systems,,$1.38 B|$12.20|5.26%|-37.08%,4269,USA,companiesMarketCap_dataset
Ladder Capital,Real estate|Investment|REITs,$1.38 B|$10.95|1.20%|-5.85%,4268,USA,companiesMarketCap_dataset
Uranium Energy,Mining|Energy|Uranium,$1.38 B|$3.75|2.74%|37.36%,4267,USA,companiesMarketCap_dataset
Atoss,Software|Tech,$1.38 B|$173.76|0.76%|-5.78%,4266,Germany,companiesMarketCap_dataset
Basf India,Chemicals,$1.39 B|$32.11|-0.88%|-25.89%,4265,India,companiesMarketCap_dataset
Alexander & Baldwin,Real estate|Investment|REITs,$1.39 B|$19.17|-0.05%|-15.88%,4264,USA,companiesMarketCap_dataset
Dht Holdings,Oil&Gas|Transportation|Maritime transportation,$1.39 B|$8.55|0.00%|73.43%,4263,,companiesMarketCap_dataset
Keros Therapeutics,Biotech|Pharmaceuticals,$1.39 B|$50.55|1.28%|9.18%,4262,USA,companiesMarketCap_dataset
Figs,Clothing|Healthcare,$1.39 B|$8.39|7.15%|-59.97%,4261,USA,companiesMarketCap_dataset
Veidekke,Construction,$1.39 B|$10.46|0.39%|-29.56%,4260,Norway,companiesMarketCap_dataset
Alkami Technology,Software|Tech|Financial services,$1.39 B|$15.25|2.97%|9.16%,4259,USA,companiesMarketCap_dataset
Gamma Communications,Telecommunication,$1.39 B|$14.29|0.69%|-32.82%,4258,UK,companiesMarketCap_dataset
Asseco,Software|Tech,$1.39 B|$16.77|-0.32%|-19.49%,4257,Poland,companiesMarketCap_dataset
Mativ Holdings,Pulp and paper|Packaging,$1.39 B|$25.45|-0.47%|-13.85%,4256,USA,companiesMarketCap_dataset
Amphastar Pharmaceuticals,Pharmaceuticals|Biotech,$1.40 B|$28.97|0.28%|17.05%,4255,USA,companiesMarketCap_dataset
Russel Metals,,$1.40 B|$22.43|2.04%|-9.96%,4254,Canada,companiesMarketCap_dataset
Ready Capital,Real estate|Financial services,$1.40 B|$12.54|1.46%|-10.75%,4253,USA,companiesMarketCap_dataset
Bank Islam Malaysia,Banks|Financial services,$1.40 B|$0.78|-0.29%|-3.70%,4252,Malaysia,companiesMarketCap_dataset
Evgo,EV charging|Electricity|Energy,$1.41 B|$5.32|2.70%|-33.42%,4251,USA,companiesMarketCap_dataset
Neogenomics,Genomics|Biotech|Diagnostics and Testing,$1.41 B|$11.18|0.81%|-48.22%,4250,USA,companiesMarketCap_dataset
Upstart,Financial services|Tech,$1.41 B|$17.29|11.05%|-81.35%,4249,USA,companiesMarketCap_dataset
Genesis Energy L.p.,Oil&Gas|Transportation|Energy,$1.41 B|$11.55|3.96%|7.14%,4248,USA,companiesMarketCap_dataset
Hornbach Holding,Retail,$1.41 B|$88.84|0.37%|-40.87%,4247,Germany,companiesMarketCap_dataset
Poshmark,E-Commerce|Tech|Internet,$1.41 B|$17.90|0.00%|27.40%,4246,USA,companiesMarketCap_dataset
Geo Group,Real estate|Investment|REITs,$1.42 B|$11.44|2.05%|58.45%,4245,USA,companiesMarketCap_dataset
Acv Auctions,Used car retailer|Car retail,$1.42 B|$8.98|1.13%|-40.13%,4244,USA,companiesMarketCap_dataset
Freyr Battery,Batteries|Electricity,$1.42 B|$10.18|4.41%|11.26%,4243,,companiesMarketCap_dataset
Middlesex Water Company,Utility companies,$1.42 B|$80.64|1.03%|-17.61%,4242,USA,companiesMarketCap_dataset
Summerset Holdings,Medical Care Facilities,$1.42 B|$6.13|2.56%|-27.37%,4241,New Zealand,companiesMarketCap_dataset
Reata Pharmaceuticals,Pharmaceuticals|Biotech,$1.42 B|$38.85|1.52%|48.40%,4240,USA,companiesMarketCap_dataset
Pra Group,Financial services,$1.42 B|$36.54|0.88%|-22.94%,4239,USA,companiesMarketCap_dataset
Virgin Galactic,Aerospace,$1.42 B|$5.19|6.79%|-38.72%,4238,USA,companiesMarketCap_dataset
Goosehead Insurance,,$1.42 B|$36.66|-2.50%|-60.37%,4237,USA,companiesMarketCap_dataset
Goeasy,Financial services,$1.42 B|$86.72|5.00%|-29.08%,4236,Canada,companiesMarketCap_dataset
Kinetik,Oil&Gas|Energy,$1.42 B|$31.21|-0.29%|-0.86%,4235,USA,companiesMarketCap_dataset
Casino Guichard-perrachon,Retail,$1.42 B|$12.67|3.27%|-51.38%,4234,France,companiesMarketCap_dataset
Guaranty Trust Bank,Banks|Financial services,$1.43 B|$2.43|0.00%|-11.31%,4233,,companiesMarketCap_dataset
Geron,Pharmaceuticals|Biotech,$1.43 B|$3.19|3.91%|203.81%,4232,USA,companiesMarketCap_dataset
Adtran,Telecommunications equipment,$1.43 B|$18.36|-3.06%|5.28%,4231,USA,companiesMarketCap_dataset
Vista Oil & Gas,Oil&Gas|Energy,$1.43 B|$16.23|0.62%|185.24%,4230,Mexico,companiesMarketCap_dataset
Angi Homeservices,,$1.43 B|$2.85|1.06%|-64.15%,4229,USA,companiesMarketCap_dataset
Techtarget,Internet|Advertising|Tech,$1.43 B|$49.08|5.71%|-38.33%,4228,USA,companiesMarketCap_dataset
Treace Medical Concepts,Medical devices,$1.43 B|$25.94|0.93%|40.14%,4227,USA,companiesMarketCap_dataset
Dynavax Technologies,Pharmaceuticals|Biotech,$1.44 B|$11.30|1.35%|-12.13%,4226,USA,companiesMarketCap_dataset
Blue Star,,$1.44 B|$14.97|-1.88%|12.47%,4225,India,companiesMarketCap_dataset
First National Of Nebraska,Banks|Financial services,$1.44 B|$13.500|-4.93%|-2.17%,4224,USA,companiesMarketCap_dataset
Aris Water Solutions,,$1.44 B|$16.20|5.06%|24.14%,4223,USA,companiesMarketCap_dataset
Ytl Corporation Berhad,,$1.44 B|$0.13|0.00%|0.00%,4222,Malaysia,companiesMarketCap_dataset
