company_market_cap,company_employees,brand name,category,file_name
Hong Kong. Korea,635|760,Sulwhasoo,Female Skincare Product,campaignindia
Taiwan,636|997,Wangsteak,Restaurant Chain,campaignindia
India. Malaysia. Singapore,637|691,Koka,Instant Noodles,campaignindia
Malaysia. Singapore,638|488,Mamee,Instant Noodles,campaignindia
Taiwan,639|701,Matsusei,Supermarket,campaignindia
Regional,640|926,Lacoste,Luxury Fashion Retailer/Fragrance,campaignindia
Japan,641|738,Idemitsu,Petrol/Gas Station,campaignindia
India,642|525,Woodland,Menâs Shoes,campaignindia
Regional,643|641,San Miguel,Beer,campaignindia
Regional,644|682,Elizabeth Arden,Fragrance,campaignindia
Regional,645|615,Clarins,Skincare Product,campaignindia
Thailand,646|684,Black Canyon,Coffee Shop,campaignindia
Japan,647|582,Sunstar,Toothpaste,campaignindia
China,648|490,EMS,Courier Company,campaignindia
India. Malaysia. Singapore,649|588,Fair and Lovely,Female Skincare Product,campaignindia
Regional,650|814,Ducati,Motorcycle,campaignindia
China. Southeast Asia,651|948,Dairy Queen,Ice-cream,campaignindia
Korea,652|707,E-Mart,Supermarket,campaignindia
China,653|602,UBC Coffee,Coffee Shop,campaignindia
Korea,654|New entry,Oksusu Tea,Ready-to-drink Tea,campaignindia
Japan. Korea,655|830,Mizuno,Sporting Apparel,campaignindia
China. Hong Kong,656|783,Lucozade,Sports Drink,campaignindia
China. Hong Kong,657|776,Wuliangye,Spirits,campaignindia
Australia. Singapore,658|720,Golden Circle,Fruit Juice,campaignindia
Regional,659|527,Leviâs,Menâs and Womenâs Fashion Retailer,campaignindia
Regional,660|New entry,AXE (Detergent),Detergent,campaignindia
Southeast Asia,661|475,Hacks,Sweets and Candy,campaignindia
Regional,662|735,Davidoff,Cigarette,campaignindia
Thailand,663|616,Krong Thip,Cigarette,campaignindia
Taiwan,664|825,XIAO-MEI,Ice-cream,campaignindia
Japan,665|605,Merries,Diaper,campaignindia
Taiwan,666|836,Cha Li Won,Ready-to-drink Tea,campaignindia
Taiwan,667|932,E.SUN,Bank,campaignindia
China. Hong Kong,668|476,QQ,Social Networking Site,campaignindia
Hong Kong,669|514,Bonaqua,Mineral Water,campaignindia
China. Southeast Asia,670|620,Clairol Herbal Essences,Shampoo,campaignindia
Regional,671|736,Dominoâs,Fast-Food,campaignindia
Regional,672|888,Toblerone,Chocolate,campaignindia
Australia. India,673|645,Wills,Cigarette,campaignindia
Regional,674|819,Bosch,White Goods,campaignindia
Malaysia,675|706,Takaful,Insurance,campaignindia
Singapore,676|861,SPC,Petrol/Gas Station,campaignindia
Hong Kong. Southeast Asia,677|765,Jackân Jill,Savoury Snack Food,campaignindia
India,678|829,Onida,Consumer Electronics,campaignindia
Regional,679|564,Salem,Cigarette,campaignindia
Regional,680|815,Dairy Milk,Chocolate,campaignindia
India. Southeast Asia. Japan,681|927,Timex,Watch,campaignindia
Regional,682|980,Intel,Computer,campaignindia
Japan,683|593,Aoyama,Menâs Fashion Retailer,campaignindia
China,684|785,Ba Wang,Shampoo,campaignindia
Thailand,685|264,Dutchmilk,Milk,campaignindia
Regional,686|426,Anna Sui,Fragrance,campaignindia
Japan,687|688,Mizuho,Bank,campaignindia
Regional,688|698,Max Factor,Cosmetics,campaignindia
China. Taiwan,689|881,NPC,Petrol/Gas Station,campaignindia
Regional,690|850,Continental,Tyre,campaignindia
Korea,691|1387,Fila,Sporting Apparel,campaignindia
Australia,692|945,Pura,Milk,campaignindia
Japan,693|804,Japan Post (JP),Bank,campaignindia
Regional,694|624,Swarovski,Jewellery,campaignindia
China,695|897,Shen Tong,Courier Company,campaignindia
India,696|New entry,Axis Bank,Bank,campaignindia
Thailand,697|New entry,Khao Shong,Coffee,campaignindia
Regional,698|754,Absolut,Spirits,campaignindia
Thailand,699|598,Big C,Supermarket,campaignindia
India,700|697,Metro,Supermarket,campaignindia
Malaysia. Singapore,701|925,Topman/Topshop,Menâs and Womenâs Fashion Retailer,campaignindia
Australia,702|New entry,Pears,Personal Care,campaignindia
Taiwan,703|567,Wantwant,Savoury Snack Food,campaignindia
Korea,704|755,Dongsuh,Tea/Cereal,campaignindia
China,705|New entry,Zhonghua,Toothpaste,campaignindia
Regional,706|569,Lexmark,Printer,campaignindia
Malaysia,707|740,Peel Fresh,Fruit Juice,campaignindia
Southeast Asia,708|920,Arrow,Menâs Fashion Retailer,campaignindia
China. Hong Kong,709|757,Luk Fook,Jewellery,campaignindia
India,710|627,Boomer,Chewing/Bubble Gum,campaignindia
Regional,711|New entry,Ballantineâs,Spirits,campaignindia
China,712|New entry,TCL,TV,campaignindia
Regional,713|619,British Airways,Full-service Airlines,campaignindia
Regional,714|935,Porsche,Automobile/Car,campaignindia
Thailand,715|789,Muang Thai Insurance,Insurance,campaignindia
Japan,716|656,Sapporo,Beer,campaignindia
Malaysia. Singapore,717|522,Bonia,Womenâs Shoes,campaignindia
Malaysia,718|New entry,Life,Sauce/Condiment,campaignindia
Singapore,719|654,Ice Mountain,Mineral Water,campaignindia
Hong Kong. Malaysia,720|730,Zanussi,White Goods,campaignindia
China,721|613,Belle,Womenâs Shoes,campaignindia
Malaysia,722|796,Fernleaf,Milk Powder,campaignindia
Taiwan,723|852,Wei Lih,Instant Noodles,campaignindia
India,724|734,DTDC,Courier Company,campaignindia
Korea,725|New entry,17 Tea,Ready-to-drink Tea,campaignindia
China. Southeast Asia,726|937,Grand Hyatt,Hotel,campaignindia
Korea,727|990,Miwon,Sauce/Condiment,campaignindia
Korea,728|672,Elastine,Shampoo,campaignindia
Thailand,729|690,Chang Beer,Beer,campaignindia
Thailand,730|853,Leo,Beer,campaignindia
Regional,731|515,Giordano,Menâs and Womenâs Fashion Retailer,campaignindia
Regional,732|609,Kent,Cigarette,campaignindia
Regional,733|477,Kenwood,Home Audio,campaignindia
China. Southeast Asia,734|664,Mango (MNG),Womenâs Fashion Retailer,campaignindia
China,735|891,Yanjing,Beer,campaignindia
Regional,736|699,Dolce & Gabbana,Fragrance/Luxury Fashion Retailer,campaignindia
Japan,737|900,Royal Host,Restaurant Chain,campaignindia
Taiwan,738|596,Superbubble,Chewing/Bubble Gum,campaignindia
China,739|898,Liby,Detergent,campaignindia
Japan,740|686,Maruchan,Instant Noodles,campaignindia
Regional,741|644,AXE,Fragrance,campaignindia
India. Southeast Asia,742|517,Nestum,Baby Food (excluding milk powder),campaignindia
Singapore. Thailand,743|790,Oriental,Hotel,campaignindia
China. Southeast Asia,744|832,Martell,Spirits,campaignindia
Korea,745|879,Elcanto,Shoes,campaignindia
Taiwan,746|919,Pxmart,Supermarket,campaignindia
India,747|649,Kinley,Mineral Water,campaignindia
Hong Kong. Japan,748|901,Cow Soap,Shower Gel/Soap,campaignindia
Thailand,749|860,Protex,Shower Gel/Soap,campaignindia
Korea,750|New entry,Ryoe,Shampoo,campaignindia
Taiwan,751|742,Taishin International Bank,Credit Card/Bank,campaignindia
Singapore,752|884,Lee Hwa,Jewellery,campaignindia
Taiwan,753|845,RT Mart,Supermarket,campaignindia
Australia,754|767,Bulla,Ice-cream,campaignindia
Korea,755|869,Renault Samsung Motors,Automobile/Car,campaignindia
India,756|979,Parle,Sweets and Candy,campaignindia
Taiwan,757|708,Morewater,Mineral Water,campaignindia
Thailand,758|693,Minere,Mineral Water,campaignindia
Regional,759|New entry,Inter-Continental,Hotel,campaignindia
China,760|New entry,Shanghaojia,Food,campaignindia
Korea,761|974,Chungjungwon,Sauce/Condiment,campaignindia
India. Thailand,762|573,Boots,Pharmacy/Drugstore,campaignindia
Regional,763|608,Versace,Luxury Fashion Retailer/Fragrance,campaignindia
China,764|906,Yuan Tong Express,Courier Company,campaignindia
Thailand,765|882,Dusit,Hotel,campaignindia
Regional,766|625,Camel,Cigarette,campaignindia
Thailand,767|799,Taywin,Menâs Shoes,campaignindia
Korea,768|929,Danggimeori,Shampoo,campaignindia
India,769|New entry,TVS,Motorcycle,campaignindia
Australia. India,770|786,Hubba Bubba,Chewing/Bubble Gum,campaignindia
Malaysia. Singapore,771|870,Super Coffee Mix,Coffee,campaignindia
Taiwan,772|674,77,Chocolate,campaignindia
Taiwan,773|714,I-MEI,Sweets and Candy,campaignindia
Regional,774|779,Rado,Watch,campaignindia
Regional,775|New entry,Bubble Yum,Chewing/Bubble Gum,campaignindia
Regional,776|New entry,Knorr,Food,campaignindia
Australia. India. Southeast Asia,777|678,Pirelli,Tyre,campaignindia
Singapore,778|New entry,Kingâs Creameries,Ice-cream,campaignindia
Japan,779|New entry,Asics,Sporting Apparel,campaignindia
Korea,780|New entry,Hyundai Logiem,Courier Company,campaignindia
India. Southeast Asia,781|761,Indian Airlines,Full-service Airlines,campaignindia
Australia. China. Southeast Asia,782|877,Guinness,Beer,campaignindia
Australia,783|784,Sanitarium,Cereal,campaignindia
Singapore,784|New entry,Tung Lok,Restaurant,campaignindia
India,785|848,Rin,Detergent,campaignindia
Australia,786|762,Priceline,Pharmacy/Drugstore,campaignindia
Singapore,787|772,Unity Pharmacy,Pharmacy/Drugstore,campaignindia
Korea,788|New entry,CafÃ© Bene,Coffee Shop,campaignindia
Regional,789|782,Norton,Computer Software,campaignindia
Regional,790|597,Victor,Home Audio,campaignindia
Regional,791|711,SE 555,Cigarette,campaignindia
Taiwan,792|958,Ochaen,Tea,campaignindia
Regional,793|483,Friendster,Social Networking Site,campaignindia
Australia,794|774,Sizzler,Restaurant Chain,campaignindia
Japan,795|756,Megumilk,Milk,campaignindia
Thailand,796|New entry,Salz,Toothpaste,campaignindia
Regional,797|New entry,Diners Club,Credit card,campaignindia
China,798|944,Wanjashan,Sauce/Condiment,campaignindia
India,799|New entry,ITC,Hotel,campaignindia
Korea,800|741,Pasteur,Milk,campaignindia
Australia,801|New entry,Fountain,Sauce/Condiment,campaignindia
Southeast Asia,802|803,RAC,Insurance,campaignindia
China. Southeast Asia,803|552,Linux,Computer Software,campaignindia
Australia. Hong Kong,804|623,Friskies,Pet Food,campaignindia
Japan,805|894,Cosmo Oil,Petrol/Gas Station,campaignindia
Regional,806|New entry,Cold Stone,Ice-cream,campaignindia
Japan,807|New entry,Fujiya,Food,campaignindia
Regional,808|939,Trident,Chewing/Bubble Gum,campaignindia
Korea,809|603,BC Card,Credit Card,campaignindia
Japan,810|849,Sumitomo Life,Insurance,campaignindia
Australia. India,811|749,Benson & Hedges,Cigarette,campaignindia
Australia,812|658,Smithâs,Snack Food,campaignindia
Southeast Asia,813|995,Oberoi,Hotel,campaignindia
Hong Kong. India. Southeast Asia,814|432,Hi5,Social Networking Site,campaignindia
China,815|907,KLIM,Milk,campaignindia
Australia,816|810,Target,Retailer,campaignindia
Regional,817|889,Gillette,Male Skincare Product,campaignindia
Australia,818|743,Amcal,Pharmacy/Drugstore,campaignindia
China. Hong Kong,819|New entry,Konka,Consumer Electronics,campaignindia
Regional,820|New entry,Soda,Womenâs Shoes,campaignindia
India,821|New entry,IFB,Home & Kitchen Appliances,campaignindia
Singapore,822|New entry,Poh Heng,Jewellery,campaignindia
Taiwan,823|New entry,Barista (Taiwan),Coffee/Coffee shop,campaignindia
China,824|530,General,Air Conditioner,campaignindia
Malaysia,825|New entry,Kimball,Sauce/Condiment,campaignindia
Hong Kong. Southeast Asia,826|768,Mandarin Oriental,Hotel,campaignindia
Regional,827|New entry,Mirinda,Carbonated Soft Drink,campaignindia
Regional,828|New entry,Aflac,Insurance Provider,campaignindia
Australia,829|679,Simpson,Washing Machine,campaignindia
Australia,830|966,Winfield,Cigarette,campaignindia
China. Southeast Asia,831|473,Pierre Cardin,Menâs Shoes/Menâs Fashion Retailer,campaignindia
India,832|780,Taj Mahal (Tea),Tea,campaignindia
Hong Kong,833|New entry,Trappist,Milk,campaignindia
India,834|823,Gold Flake,Cigarette,campaignindia
China,835|New entry,Agricultural Bank of China,Bank,campaignindia
Japan,836|983,ito Yokado,Supermarket,campaignindia
Regional,837|681,Novotel,Hotel,campaignindia
Hong Kong,838|New entry,China Mobile (HK),Mobile Service Provider,campaignindia
Regional,839|New entry,KoKo Krunch (NestlÃ©),Cereal,campaignindia
Australia,840|820,NRMA,Insurance,campaignindia
Australia,841|New entry,Fantastic,Instant Noodles,campaignindia
China,842|New entry,Hainan Airlines,Airlines (Budget/Full service),campaignindia
Thailand,843|857,Healthy Boy,Sauce/Condiment,campaignindia
India,844|969,Aavin,Milk,campaignindia
Australia,845|808,Coffee Club,Coffee Shop,campaignindia
Japan,846|801,Aoki,Menâs Fashion Retailer,campaignindia
Regional,847|New entry,Jimmy Choo,Fashion,campaignindia
Taiwan,848|665,Long Life,Cigarette,campaignindia
Australia,849|New entry,Natural Confectionery Co.,Sweets and Candy,campaignindia
Thailand,850|910,S&P,Restaurant Chain,campaignindia
India,851|999,Haywards,Beer,campaignindia
India. Australia,852|988,Voltas,Air Conditioner,campaignindia
Singapore,853|New entry,Sheng Shiong,Supermarket,campaignindia
Korea,854|New entry,Trigem,Computer,campaignindia
China,855|New entry,Blue Moon,Detergent,campaignindia
Australia,856|566,Aldi,Supermarket,campaignindia
Regional,857|687,Remy Martin,Spirits,campaignindia
Taiwan,858|813,Cathay United Bank,Bank,campaignindia
Australia,859|New entry,Arnottâs,Savoury Snack Food,campaignindia
Australia,860|943,Prouds,Jewellery,campaignindia
Australia,861|560,Uncle Toby,Cereal,campaignindia
Regional,862|New entry,Capico,Savoury Snack Food,campaignindia
Japan. Thailand,863|856,Imperial Hotel,Hotel,campaignindia
India,864|New entry,Allianz,Insurance Provider,campaignindia
Malaysia. Singapore,865|916,Scholl,Shoes,campaignindia
Taiwan,866|New entry,Pro Sweat,Sports Drink,campaignindia
Japan,867|New entry,Mitsuya Cider,Carbonated Soft Drink,campaignindia
China,868|New entry,Zhenkungfu,Restaurant,campaignindia
India,869|976,Raymonds,Menâs Fashion Retailer,campaignindia
Regional,870|986,Mr Muscle,Detergent,campaignindia
Taiwan,871|New entry,BenQ,Consumer Electronics,campaignindia
Regional,872|880,Denon,Home Audio,campaignindia
Southeast Asia,873|994,Mister Potato,Savoury Snack Food,campaignindia
India. Malaysia. Singapore,874|New entry,Saravana Bhavan,Restaurant,campaignindia
Regional,875|New entry,New Balance,Sporting Apparel,campaignindia
Malaysia,876|New entry,Ali CafÃ©,Coffee,campaignindia
Korea,877|840,Jin Air,Budget Airlines,campaignindia
Korea,878|628,Aekyung,Shower Gel/Soap,campaignindia
China. Southeast Asia,879|634,Esprit,Menâs and Womenâs Fashion Retailer,campaignindia
Thailand,880|New entry,Choice,Coffee,campaignindia
Australia,881|890,Chemist Warehouse,Pharmacy/Drugstore,campaignindia
Thailand,882|938,KTC,Credit Card,campaignindia
Malaysia. Singapore,883|677,Charles & Keith,Womenâs Shoes,campaignindia
Korea,884|758,Jukyum,Toothpaste,campaignindia
Regional,885|New entry,Crown,Food,campaignindia
Singapore. Hong Kong,886|New entry,Nine West,Womenâs Shoes,campaignindia
Korea,887|New entry,Happy Bath,Shower Gel/Soap,campaignindia
Regional,888|New entry,Cornetto,Ice-cream,campaignindia
Regional,889|New entry,Sisley,Cosmetics/Skincare Product,campaignindia
China. Taiwan,890|899,Sanyuan,Milk,campaignindia
Taiwan,891|New entry,Grand Formosa Regent,Hotel,campaignindia
Korea,892|New entry,Hyosung,Motorcycle,campaignindia
Australia,893|865,Rivers,Menâs Fashion Retailer,campaignindia
Korea,894|New entry,Kolon,Sporting Apparel,campaignindia
Southeast Asia,895|751,Clorets,Chewing/Bubble Gum/Sweets and Candy,campaignindia
Regional,896|447,Twinings,Tea,campaignindia
Korea,897|817,OB,Beer,campaignindia
Hong Kong. China. Japan,898|New entry,GUM,Toothpaste,campaignindia
Korea,899|652,Nate,Social Networking Site/Internet Search Engine,campaignindia
China,900|402,Sina,Social Networking Site,campaignindia
Japan,901|912,Daiichi Life,Insurance,campaignindia
China,902|New entry,566,Shampoo,campaignindia
China,903|New entry,Aigo,Digital Products,campaignindia
Japan,904|New entry,UHA Mikakuto,Sweets and Candy,campaignindia
Japan. Korea. Southeast Asia,905|747,Ajinomoto,Sauce/Condiment,campaignindia
Japan. Korea. Singapore,906|942,Tullyâs,Coffee,campaignindia
Taiwan,907|New entry,Chi Mei,TV,campaignindia
Australia,908|New entry,Tooheys,Beer,campaignindia
Korea,909|816,Daelim,Motorcycle,campaignindia
Regional,910|New entry,Imperial,Personal care,campaignindia
Korea,911|924,Hera,Female Skincare Product,campaignindia
Australia,912|New entry,Toll,Courier Company,campaignindia
Korea,913|600,GS,Supermarket,campaignindia
India,914|New entry,Himalaya,Mineral Water,campaignindia
Hong Kong. Singapore,915|824,Fancl,Female Skincare Product,campaignindia
Malaysia,916|New entry,Proton,Automobile/Car,campaignindia
Regional,917|New entry,Safi,Personal care,campaignindia
China,918|New entry,Wei-Wei,Instant Noodles,campaignindia
Regional,919|655,Jack Daniel,Spirits,campaignindia
Australia,920|750,Terry White,Pharmacy/Drugstore,campaignindia
Regional,921|445,Gerber,Baby Food (excluding milk powder),campaignindia
China. Hong Kong. Japan,922|621,Uniqlo,Menâs and Womenâs Fashion Retailer,campaignindia
Regional,923|New entry,Swipe,Detergent,campaignindia
Korea,924|New entry,Bingrae,Ice-cream,campaignindia
Southeast Asia,925|New entry,Mie Sedap,Instant Noodles,campaignindia
Australia,926|878,Victoria Bitter (VB),Beer,campaignindia
Japan,927|New entry,Koikeya,Savoury snack food,campaignindia
Japan. Korea,928|666,Wakodo,Baby Food (excluding milk powder),campaignindia
Australia,929|New entry,Michael Hill,Jewellery,campaignindia
Regional,930|New entry,Florsheim,Menâs Shoes,campaignindia
Regional,931|New entry,MÃ¶venpick,Ice-cream,campaignindia
China. Hong Kong,932|858,Da Da,Chewing/Bubble Gum,campaignindia
Regional,933|New entry,Fresh Delight,Dairy Products,campaignindia
Regional,934|New entry,Dentiste,Toothpaste,campaignindia
Taiwan,935|618,Duroyal,Ice-cream,campaignindia
India,936|647,Center Fresh,Chewing/Bubble Gum,campaignindia
Thailand,937|New entry,M-Sport,Sports Drink,campaignindia
India,938|New entry,Dabur,Toothpaste,campaignindia
China,939|New entry,SPD Bank,Bank,campaignindia
Hong Kong,940|New entry,City Super,Supermarket,campaignindia
Australia. Hong Kong,941|864,PAL,Pet Food,campaignindia
Hong Kong. Singapore,942|New entry,Royceâ/Royce,Chocolate,campaignindia
Australia,943|905,Morning Fresh,Detergent,campaignindia
Singapore,944|960,Soo Kee (SKJ),Jewellery,campaignindia
Australia,945|New entry,Suncorp,Financial Service,campaignindia
Korea,946|904,Ottogi,Sauce/Condiment,campaignindia
Australia,947|New entry,Carlton,Beer,campaignindia
Thailand,948|955,Fuji (Restaurant chain),Restaurant Chain,campaignindia
Malaysia,949|766,Revive isotonic,Sports Drink,campaignindia
India,950|New entry,Frooti,Fruit Juice,campaignindia
Singapore,951|New entry,Heaven & Earth,Ready-to-drink Tea,campaignindia
Australia,952|New entry,CBA,Bank,campaignindia
India,953|961,Fair And Handsome,Male Skincare Product,campaignindia
Japan,954|New entry,Saizeriya,Restaurant Chain,campaignindia
China,955|New entry,Guangdong Development,Bank,campaignindia
Regional,956|New entry,Ricoh,Digital Products,campaignindia
Regional,957|New entry,Miele,Consumer Electronics,campaignindia
Australia,958|998,Heart Beat,Sweets and Candy,campaignindia
Taiwan,959|922,Mei Ri C,Fruit Juice,campaignindia
Japan. Korea. Southeast Asia,960|643,Cesar,Pet Food,campaignindia
China. Taiwan,961|873,Royal,Pet Food,campaignindia
Regional,962|New entry,Asience,Shampoo,campaignindia
Japan,963|New entry,Otafuku,Food,campaignindia
China,964|New entry,Wu Yang,Ice-cream,campaignindia
Regional,965|721,Tommy Hilfiger,Fragrance/Menâs Fashion Retailer,campaignindia
Thailand,966|New entry,CafÃ© Amazon,Coffee Shop,campaignindia
Korea,967|New entry,Kerasys,Shampoo,campaignindia
Regional,968|New entry,Pigeon,Baby Product,campaignindia
India,969|792,Thums Up,Carbonated Soft Drink,campaignindia
Australia,970|New entry,Hogs Breath,Restaurant Chain,campaignindia
Taiwan,971|867,Kinmen Kao Liang,Spirits,campaignindia
China. Hong Kong,972|New entry,Bank of Communications,Bank,campaignindia
Malaysia. Singapore,973|911,Ginvera,Shower Gel/Soap,campaignindia
Taiwan,974|872,Shin Kong Life Insurance,Insurance,campaignindia
Regional,975|New entry,Nippon Express,Courier Company,campaignindia
Thailand,976|New entry,Centara,Hotel,campaignindia
China. Hong Kong,977|729,IT,Menâs and Womenâs Fashion Retailer,campaignindia
Australia,978|New entry,Australia post,Courier Company,campaignindia
Japan,979|New entry,Gogo no Kocha,Ready-to-drink Tea,campaignindia
Japan,980|New entry,Mister Donut,Fast-Food,campaignindia
Malaysia,981|New entry,99 Speedmart,Convenience Store,campaignindia
Australia,982|921,Fosters,Beer,campaignindia
India,983|New entry,The Professional Couriers,Courier Company,campaignindia
Australia,984|New entry,XXXX,Beer,campaignindia
Korea,985|New entry,Hana,Bank,campaignindia
India,986|New entry,Park Avenue,Personal Care/Menâs Shoes,campaignindia
China. India. Japan,987|902,Sansui,DVD Player,campaignindia
Regional,988|New entry,Magnum,Ice-cream,campaignindia
Regional,989|New entry,Tasterâs Choice,Coffee,campaignindia
Singapore. Australia,990|New entry,Fossil,Jewellery/Watch,campaignindia
India,991|New entry,Arun,Ice-cream,campaignindia
Regional,992|New entry,Aviva,Insurance,campaignindia
China,993|New entry,Double Happiness,Cigarette,campaignindia
Regional,994|New entry,Bacardi,Spirits,campaignindia
China,995|928,Leconte,Chocolate,campaignindia
Australia,996|New entry,Devondale,Dairy Products,campaignindia
India,997|New entry,More,Supermarket,campaignindia
Regional,998|New entry,Corona,Beer,campaignindia
Australia,999|New entry,Harvey Fresh,Fruit Juice,campaignindia
Regional,1000|953,Gatsby,Male Skincare Product,campaignindia
