company_name,company_industry,company_country,company_employees,company_nace_code,link,file_name
CLAIR GROUP,Aerospace & Defence,France,121,38.960.985,https://www.clair-group.com/,ft
Pharmacy2U,Health,UK,348,89.499.878,https://www.pharmacy2u.co.uk,ft
Gandolfi International Trading,Food & Beverage,Italy,1,39.8,https://www.gandolfiparma.com,ft
HEXAWIN,Technology,France,24,1.75,https://www.hexawin.fr/,ft
Cuinatur Activa,Restaurants,Spain,136,3.09,https://www.cuinatur.com/wp/,ft
Appsfactory,Technology,Germany,221,18.044.631,https://appsfactory.de/,ft
Impre.Do,Construction,Italy,55,25.201.997,https://www.impredo.it,ft
C & J Direct,Retail,Germany,54,21.3,https://www.cjdirect.de,ft
Young Digitals,Advertising,Italy,43,2.8,https://www.youngdigitals.com,ft
Alpitronic,Industrial Goods,Italy,46,8.07,https://www.alpitronic.it/,ft
Hartford Care Group,Health,United Kingdom,616,23.95,https://www.hartfordcare.co.uk/,ft
Stiltz Homelifts,Interiors,UK,250,36.960.953,https://www.stiltz.co.uk/,ft
A.U.E. Genc,Retail,Germany,9,10.980.000,https://www.weg-ist-weg.com,ft
Instantor,Fintech,Sweden,50,2.8,https://www.instantor.com,ft
CD Elektromontagen,Construction,Germany,60,4.58,https://www.cd-elektro.de/,ft
Star Stone,Construction,Romania,105,4.409.476,https://www.starstone.ro/,ft
Coptrz,Aerospace & Defence,UK,22,6.297.471,https://coptrz.com/,ft
Advance Capital,Management Consulting,France,39,7.467.059,https://advance-capital.fr,ft
Duetti Packaging,Industrial Goods,Italy,59,13.6,https://www.duettipackaging.com,ft
Pitchup.com,Travel & Leisure,United Kingdom,10,3.79,https://www.pitchup.com/,ft
Nurole,Technology,UK,35,3.249.493,https://www.nurole.com/,ft
Heissen Becker & Friends,Support Services,Germany,22,2.668.000,https://www.hb-friends.com,ft
Sellsy,Technology,France,47,3.5,https://www.sellsy.com,ft
Multimoto Motor Portugal,Automobiles,Portugal,61,2.62,https://www.multimoto.pt/pt,ft
ABAO Energy,Construction,Germany,15,2.406.917,https://www.abao.energy/,ft
Vertia,Construction,Finland,22,2.147.012,https://www.vertia.fi,ft
Paseo Marketing,Advertising,Germany,15,7.2,https://www.paseo-marketing.de,ft
Rak & Spa Services,Agricultural Commodities,France,1,5.33,https://www.raketspaservices.com/,ft
Welol Next,Technology,Italy,32,2.685.440,https://www.welol.it/,ft
Anthesis Consulting Group,Management Consulting,UK,454,31.515.008,https://www.anthesisgroup.com/,ft
Learning Technologies Group,Technology,United Kingdom,411,61.1,https://www.ltgplc.com,ft
Mind7 Consulting,Management Consulting,France,45,4.21,https://www.mind7.com/,ft
Intent HQ,Technology,UK,75,5.762.891,https://intenthq.com/,ft
Naïo Technologies,Agricultural Commodities,France,57,1.758.000,https://www.naio-technologies.com,ft
ECO BAT,Construction,France,38,4.5,https://www.eco-bat-71.fr,ft
Dgs,Industrial Goods,Italy,16,2.37,https://www.dgs-srl.it/,ft
Café du Cycliste,Ecommerce,France,20,7.445.865,https://www.cafeducycliste.com/,ft
Intech Microwaves,Telecoms,Italy,12,2.636.600,https://www.intech-mw.com,ft
