company_name,company_industry,company_country,company_employees,company_nace_code,link,file_name
Velvet Media Italia,Advertising,Italy,39,1.8,https://velvetmedia.it/en,ft
Axopar Boats,Travel & Leisure,Finland,12,42.50,https://www.axopar.fi/,ft
TOP CHALEUR,Retail,France,27,7.260.096,https://www.topchaleur.com/,ft
Camping-Kaufhaus.com,Retail,Germany,48,18.081.000,https://www.camping-kaufhaus.com/,ft
Cussins (North East),Property,United Kingdom,64,25.5,https://www.cussins.com,ft
The Currency Cloud Group,Fintech,United Kingdom,168,23.00,https://www.currencycloud.com/,ft
Seingim,Construction,Italy,160,13.479.380,https://www.seingim.it/,ft
Doctor Hail,Automobiles,Italy,57,15.287.221,https://www.dottorgrandine.com,ft
Greatest Distance,Retail,Portugal,4,13.6,https://www.g27.eu,ft
E-Novia,Support Services,Italy,91,8.41,https://www.e-novia.it/,ft
Amphibian Scaffolding,Construction,UK,49,4.011.415,https://www.amphibianscaffolding.co.uk/,ft
Thermatik Anlagenbau Berlin,Construction,Germany,41,4.886.400,https://www.thermatik.de,ft
Freshland,Food & Beverage,Germany,8,3.2,,ft
KEROC,Construction,Norway,18,2.20,http://www.keroc.no/,ft
DCMN,Advertising,Germany,198,85.09,https://www.dcmn.com/,ft
Beliani,Ecommerce,Liechtenstein,551,93.438.770,https://www.beliani.ch/,ft
Hatstore,Ecommerce,Sweden,45,17.453.187,https://hatstore.se/,ft
Bunker Partner,Energy,Estonia,7,78.924.555,https://www.bunkerpartner.eu,ft
VELOfactur,Transport,Germany,6,2.3,https://www.velofactur.de,ft
FPTP,Construction,France,15,3.28,,ft
IGW,Energy,Italy,7,3.64,https://www.igwsrl.com/,ft
Carpenteria Martino,Construction,Italy,27,9.719.750,https://www.carpenteriamartino.com/,ft
CapitalOnTap,Fintech,UK,147,82.238.372,https://www.capitalontap.com/en/,ft
Frg,Industrial Goods,Italy,15,1.888.827,https://www.frg.eu.com,ft
City Motors,Automobiles,Italy,23,25.4,https://www.citymotors.it,ft
Bulchicken JSC,Food & Beverage,Bulgaria,84,6.63,https://www.bulchicken.com/,ft
halsdorfer + ingenieure projekt,Property,Germany,11,11.74,https://www.halsdorfer-ingenieure.de/,ft
Netguru,Technology,Poland,637,34.677.235,https://netguru.com/,ft
AWESOME! Software,Technology,Germany,18,2.430.470,https://awesome-software.de,ft
Aiuken Solutions,Cyber Security,Spain,75,6.6,https://www.aiuken.com,ft
Norma Meccanica,Industrial Goods,Italy,18,2.10,https://www.normameccanica.com/,ft
Fazio,Retail,Italy,7,3.375.810,https://www.faziosrl.com/,ft
Falcon General Contract,Construction,Italy,56,5.954.170,http://n/a,ft
Porcamo,Ecommerce,Italy,7,3.1,https://www.isuit.it,ft
Catalyx,Sales & Marketing,Switzerland,9,2.46,http://thecatalyx.com/,ft
Grillfürst,Retail,Germany,84,38.599.408,https://www.grillfuerst.de/,ft
Opéra Energie,Management Consulting,France,71,7.390.843,https://www.opera-energie.com,ft
BXR Industrieservice,Support Services,Germany,195,11.5,https://www.bxr-group.de,ft
Joannes Distribution,Retail,France,6,3.95,https://www.joannes-distribution.fr/,ft
Mediterranean Food Solutions,Food & Beverage,France,4,5.15,https://www.mfsfrance.com/,ft
Dealernet,Automobiles,Italy,18,22.704.300,https://www.dealernet.it/,ft
Alpha Real Estate,Property,Germany,57,119.161.137,https://alpha-realestate.de/,ft
Werksräder24,Automobiles,Germany,15,10.791.850,https://www.werksraeder24.de,ft
Good one,Sales & Marketing,Lithuania,24,4.5,https://www.goodone.lt,ft
Infinum,Technology,Croatia,181,7.71,https://infinum.com/,ft
Rexy,Interiors,Czech Republic,16,1.53,http://www.rexy.cz/,ft
Appwise,Technology,Belgium,74,4.546.110,https://www.appwise.be/,ft
Ombea,Technology,Sweden,13,2.857.850,https://www.ombea.com,ft
Deporvillage,Ecommerce,Spain,75,34.5,https://www.deporvillage.com,ft
WKND,Advertising,Latvia,25,1.91,http://wknd.lv/lv/,ft
Aura,Property,Italy,5,10.69,,ft
Convert Group,Technology,Greece,55,2.789.489,https://convertgroup.com/,ft
Obiz Concept,Sales & Marketing,France,39,9.050.148,https://www.obiz.fr,ft
ANT,Technology,Poland,58,4.1,https://antsolutions.eu,ft
WILLIE BEAMEN,Media,France,17,8.55,https://www.willie-beamen.com/,ft
Revolution Race,Ecommerce,Sweden,65,89.332.521,https://www.revolutionrace.se/,ft
GONG Galaxy,Retail,France,40,11.320.706,https://gong-galaxy.com/,ft
Improveasy,Support Services,UK,41,15.815.493,https://www.improveasy.com,ft
Fly Victor,Travel & Leisure,United Kingdom,113,48.7,https://www.flyvictor.com,ft
Sitem Motori Elettrici,Industrial Goods,Italy,17,2.62,https://www.sitemelettromeccanica.it/,ft
Fekra Consulting,Support Services,France,154,10.26,https://www.fekra-group.com/,ft
GDR Costruzioni,Construction,Italy,8,1.573.480,https://www.gdrcostruzioni.it/,ft
Emporio Elettrico,Ecommerce,Italy,4,1.979.050,https://emporio-elettrico.it/,ft
Global Sistemi,Construction,Italy,45,3.509.000,https://www.gruppoglobalsistemi.it,ft
Car Fleet Services Sas,Financial Services,France,3,3.6,https://www.carfleetservices.fr,ft
Emark,Technology,Slovakia,55,4.87,https://emarkanalytics.com/,ft
Resgreen Europe,Energy,Spain,156,11.37,https://resgreen.es/,ft
Exscientia AI,Technology,UK,87,10.807.048,https://www.exscientia.ai/,ft
Wolf & Badger,Retail,UK,52,6.489.796,https://www.wolfandbadger.com,ft
HJ Tiefbau,Construction,Germany,45,8.3,http://www.h-j-tiefbau.de/,ft
Carrevolutis,Support Services,France,24,2.0,https://www.carrevolutis.com,ft
IS Prime,Financial Services,United Kingdom,29,31.34,https://www.isprimefx.com/,ft
Featurespace,Fintech,UK,324,23.501.473,https://www.featurespace.com/,ft
Bioksan Naturalmente Juntos,Pharmaceuticals,Spain,52,4.562.981,https://www.bioksan.com,ft
Hangon Makaronitehdas,Restaurants,Finland,,2.4,https://hangonmakaronitehdas.fi,ft
Almac,Industrial Goods,Italy,37,10.05,https://www.almac-italia.com/,ft
XL ENERGIES,Energy,France,11,8.358.760,https://www.xlenergies.fr/,ft
Claveria,Support Services,Spain,43,4.715.363,https://www.claveriaservicios.com/,ft
Ackerdemia,Health,Germany,75,3.462.610,https://www.gemueseackerdemie.de,ft
STATUS Beratungsgesellschaft,Financial Services,Germany,12,2.3,https://www.statusgmbh.de,ft
GPS,Industrial Goods,Germany,50,9.80,https://www.gps-germany.com/,ft
Timberagents,Retail,Germany,4,5.302.985,https://www.timberagents.de/,ft
fermeture econ’home,Construction,France,30,1.862.632,http://www.fermeture-econhome.fr/,ft
G.T.R. Car Service,Automobiles,Italy,90,11.509.980,https://gtrcarservice.com,ft
Apotea,Pharmaceuticals,Sweden,236,156.6,https://www.apotea.se,ft
Shinga,Retail,Netherlands,15,1.6,https://www.lacros.nl,ft
Communis Projektbau,Property,Germany,7,6.00,https://www.communis-projektbau.de/,ft
NRSE,Management Consulting,Sweden,70,3.268.813,https://www.nrse.se/,ft
C. E. Schneckenflügel,Industrial Goods,Germany,12,3.128.250,https://www.schneckenfluegel.de,ft
Clever,Technology,Denmark,46,8.894.647,https://www.clever.dk,ft
Signal Media,Technology,United Kingdom,62,2.1,https://www.signalmedia.co,ft
Novastar,Technology,Greece,10,29.04,https://www.novastar.com.gr/,ft
SIMWERT,Telecoms,Germany,21,26.386.701,https://www.simwert.de/,ft
Flex Legal,Law,UK,24,4.319.146,https://flex.legal/,ft
tristar,Travel & Leisure,Germany,474,61.300.000,http://www.tristar.de,ft
Travelist,Ecommerce,Poland,64,8.3,https://www.travelist.pl,ft
ITFS,Technology,Poland,4,5.59,http://www.itfs.pl/,ft
Documaster,Technology,Norway,41,3.328.791,https://www.documaster.com/,ft
Schulz Baugesellschaft,Construction,Germany,30,8.782.330,https://www.bgs-schulz.de,ft
Tor.Mec Ambrosi,Industrial Goods,Italy,45,8.8,https://www.tormec.com,ft
General Service,Industrial Goods,Italy,22,2.5,https://www.general-service.eu,ft
ContactEngine,Telecoms,United Kingdom,53,7.56,https://www.contactengine.com/,ft
Immo-Team Allgäu,Construction,Germany,4,21.974.565,https://www.immoteam.info/,ft
Go4Sea,Travel & Leisure,Italy,11,3.188.421,https://www.go4sea.com,ft
Enghofer Koch Consulting,Management Consulting,Germany,15,3.5,https://www.ek-cg.com,ft
Peter Kenkel,Technology,Germany,15,2.30,https://www.peterkenkel.de/,ft
creditshelf,Financial Services,Germany,57,4.899.200,https://www.creditshelf.com/,ft
Payment Assist,Fintech,UK,18,4.433.604,https://www.payment-assist.co.uk,ft
Sarl Ag Invest,Property,France,1,25.306.893,https://www.ag-invest.net,ft
Idle Projects,Retail,United Kingdom,30,2.0,https://www.theidleman.com,ft
hedgehog lab,Technology,United Kingdom,130,4.73,https://www.hedgehoglab.com/,ft
Innocv Solutions,Technology,Spain,60,3.96,https://www.innocv.com/,ft
Blife,Food & Beverage,Italy,10,4.133.980,https://www.blifesrl.it/,ft
Pulsar Photonics,Industrial Goods,Germany,34,3.795.790,https://www.pulsar-photonics.de,ft
Aprotecnic Group,Architecture,Spain,133,7.2,https://www.aprotecnicgroup.com,ft
Alpha FX Group,Financial Services,United Kingdom,82,26.53,https://www.alphafx.co.uk/,ft
Castel,Fashion,Italy,31,2.30,https://www.ballerette.com/,ft
Nohup,Technology,Italy,18,4.785.480,https://www.nohup.it/,ft
Visage Technologies,Technology,Sweden,76,3.847.800,https://visagetechnologies.com,ft
50Factory,Automobiles,France,18,3.6,https://www.50factory.com,ft
mVISE,Technology,Germany,141,22.53,https://www.mvise.de/,ft
Thiga,Management Consulting,France,57,8.05,https://www.thiga.co/,ft
Noctuai,Technology,Poland,56,2.443.117,https://noctuai.com/,ft
Ares,Industrial Goods,Germany,96,14.000.000,https://www.spiegel21.de/,ft
Seargin,Technology,Poland,340,16.479.320,https://www.seargin.com,ft
Hirschtec,Support Services,Germany,50,5.1,https://www.hirschtec.eu,ft
Pekrul ProjektPartner,Property,Germany,10,2.06,https://www.p3-pp.de/,ft
Moonpig Group,Ecommerce,UK,399,411.390.748,https://www.moonpig.group/,ft
Prestige Car Center,Automobiles,Finland,3,6.304.063,https://Www.prestigecarcenter.fi,ft
FD Concept,Construction,France,,8.2,https://www.fdconcept.fr,ft
KBS Group,Support Services,Germany,485,16.4,https://www.kbs-group.de,ft
We Exhibit,Travel & Leisure,Italy,4,1.79,https://www.weexhibit.biz/,ft
Prima Solutions,Technology,France,242,37.10,https://www.prima-solutions.com/,ft
Wealth Club,Financial Services,UK,22,6.774.867,https://www.wealthclub.co.uk/,ft
Aravati,Management Consulting,France,52,5.890.688,https://Aravati.fr,ft
Sleep Cycle,Technology,Sweden,20,10.255.986,https://www.sleepcycle.com,ft
MK Premium,Construction,Spain,19,14.1,https://www.mkpremium.com,ft
GomSpace Group,Technology,Sweden,231,14.95,https://www.gomspace.com/,ft
FACTORY,Property,France,25,12.609.000,https://www.factory.fr/,ft
Beck Ingredients,Health,Spain,6,7.532.293,https://www.beckingredients.com/,ft
Fleetpool,Automobiles,Germany,101,118.527.870,https://www.fleetpool.de,ft
TDS Rietberg,Retail,Germany,11,3.842.090,https://tds-rietberg.de,ft
Die Socialisten,Technology,Austria,24,2.2,https://die.socialisten.at,ft
Tarlogic Security,Cyber Security,Spain,38,2.99,https://www.tarlogic.com/,ft
Signor Prestito,Financial Services,Italy,251,25.80,https://www.signorprestito.it/,ft
Mentors & Partners Group,Management Consulting,Hungary,3,1.822.227,https://mentorsandpartners.com/en/,ft
Ooni,Retail,UK,50,15.633.926,https://ooni.com,ft
SanaBio,Chemicals,Germany,7,2.4,https://www.sanabio.de,ft
Kiddus Accesorios,Ecommerce,Spain,3,1.64,https://kiddus.com/,ft
SB Supply,Ecommerce,The Netherlands,9,4.363.977,https://www.sbsupply.nl/,ft
Trustly Group,Fintech,Sweden,300,133.278.141,https://www.trustly.net,ft
Erdbär (Freche Freunde),Food & Beverage,Germany,60,26.4,https://www.frechefreunde.de,ft
RadarServices Smart IT-Security,Technology,Austria,104,13.36,https://www.radarservices.com/about-us/,ft
Mediaboard,Media,Czech Republic,24,2.243.594,https://mediaboard.com/,ft
Maxfel,Interiors,Italy,14,1.734.876,https://emme-tech.it,ft
Avis Vérifiés,Support Services,France,70,4.4,https://www.avis-verifies.com,ft
SGS Facility Management,Support Services,Germany,100,2.55,,ft
DW TRANS,Transport,France,80,9.485.173,https://www.dw-trans.fr/,ft
Opteamis,Management Consulting,France,20,13.107.775,https://www.opteamis.com,ft
Comino Media,Media,United Kingdom,699,51.5,https://www.cinesite.com,ft
MyChauffage.com,Construction,France,23,6.46,https://www.mychauffage.com/,ft
NACELEXPERT,Industrial Goods,France,4,2.727.392,https://www.nacelexpert.com/,ft
Ankerkraut,Food & Beverage,Germany,91,16.186.930,https://www.ankerkraut.de,ft
Midstream Lighting,Technology,United Kingdom,4,3.0,https://www.midstreamlighting.com,ft
CCHG (VPZ),Retail,United Kingdom,242,29.83,https://vpz.co.uk/,ft
Fincite,Technology,Germany,24,2.64,https://www.fincite.de/,ft
keylight,Technology,Germany,31,3.499.555,https://www.keylight.com/,ft
Technacy,Technology,Italy,13,3.059.440,https://www.technacy.it/,ft
Natuvion,Technology,Germany,89,20.900.000,https://www.natuvion.com,ft
COFARIM,Personal & Household Goods,France,10,3.5,https://www.cookut.com,ft
Cerámicas Anoru*,Retail,Spain,35,1.59,https://www.anoru.es/,ft
Genoskin,Chemicals & Pharmaceuticals,France,25,2.810.120,https://genoskin.com/,ft
Payment Assist,Fintech,UK,21,5.993.895,https://www.payment-assist.co.uk/,ft
Genba Digital,Games industry,UK,21,20.698.506,https://genbadigital.com,ft
Ecometrica,Technology,United Kingdom,32,6.4,https://www.ecometrica.com,ft
Kleine Riesen Nord,Education,Germany,146,7.65,https://www.littlegiants.de/,ft
Kyo Electric,Telecoms,Spain,6,2.67,https://www.kyoelectric.com/,ft
my Boo,Retail,Germany,65,4.706.000,https://www.my-boo.de/,ft
84codes.com,Technology,Sweden,25,12.120.207,https://www.84codes.com/,ft
Alba,Energy,Italy,27,2.578.177,https://www.albaimpianti.it,ft
Görges Naturprodukte,Health,Germany,65,8.1,https://www.aniforte.de,ft
Ergos Technology,Industrial Goods,Spain,37,3.15,http://www.ergostechnology.es/,ft
KLG LIQUIDA,Chemicals & Pharmaceuticals,Germany,20,5.034.595,https://klg-group.com/,ft
Bomax,Telecoms,Italy,6,46.748.511,https://www.bomax.it,ft
Prodiel Proyectos,Energy,Spain,2400,274.5,https://www.prodiel.com,ft
Horando Deutschland,Ecommerce,Germany,2,5.30,https://www.horando.de/,ft
Ignimission,Technology,France,35,2.280.542,https://www.ignimission.com/,ft
Adamant BioNRG,Energy,Italy,7,117.997.000,https://www.adamantbionrg.com/,ft
Urban TP,Construction,France,30,6.229.998,http://www.urbantp.com,ft
MgM Robotics,Technology,Italy,11,3.1,https://www.mgmrobotics.it,ft
Verxo,Cyber Security,Italy,6,1.79,https://www.verxo.it/,ft
Xplort,Interiors,UK,5,2.252.358,http://xplort.com/,ft
Bambridge Accountants,Financial Services,UK,12,3.368.822,https://bambridgeaccountants.com/,ft
Annie Bonnie,Advertising,Spain,25,1.883.104,https://anniebonnie.com,ft
MGL Licht,Technology,Germany,9,5.1,https://www.mgl-licht.de,ft
Selsey,Ecommerce,Poland,115,11.14,https://selsey.pl/,ft
G2Park,Property,Slovakia,13,2.902.148,http://www.g2p.sk/,ft
Pelizzari Studio,Architecture,Italy,5,2.625.660,https://www.pelizzari.com/,ft
Tropic Skincare,Beauty,UK,160,39.631.634,https://tropicskincare.com,ft
Ristoservice,Restaurants,Italy,254,7.482.517,https://www.risto-service.it,ft
Fioulreduc,Retail,France,15,21.9,https://www.fioulreduc.com,ft
Jutta Product,Fashion,Finland,4,1.84,https://www.jutta.fi/,ft
Magilla,Advertising,Italy,19,1.58,https://www.magilla.agency/,ft
Postex,Technology,The Netherlands,9,5.248.908,https://www.postex.com/,ft
Rinah (Dan John),Retail,Italy,14,32.132.664,https://www.danjohn.com,ft
Smart Adserver,Advertising,France,215,84.9,https://www.smartadserver.com,ft
DW Trans,Transport,France,35,4.53,https://www.dw-trans.fr/,ft
Consorzio Stabile Ambientemilia,Waste management & recycling,Italy,5,9.752.760,https://gruppospaggiari.com/,ft
Escadrone,Aerospace & Defence,France,8,1.939.949,https://escadrone.com,ft
Piantek,Interiors,Finland,19,6.9,https://www.piantek.fi,ft
Prodiel ,Energy,Spain,2929,440.97,http://prodiel.com/,ft
Yocabe’,Ecommerce,Italy,12,3.293.860,http://www.yocabe.com/,ft
Chez Nestor,Property,France,33,8.559.263,https://www.chez-nestor.com/,ft
Ready 2 Fly,Advertising,Italy,14,3.266.457,https://www.ready2fly.it,ft
ZukunftsEnergie Fichtelgebirge,Energy,Germany,1,5.3,https://www.z-e-f.info,ft
Quimera Energy,Energy,United Kingdom,33,1.67,http://www.quimeraee.com/,ft
Mint Italia,Transport,Italy,9,2.415.110,https://www.mintitalia.com/,ft
Learning Technologies Group,Technology,UK,764,148.219.822,https://www.ltgplc.com,ft
Family Web Diffusion,Retail,France,12,4.2,https://www.loveandvibes.fr,ft
Tremend Software Consulting,Technology,Romania,219,9.75,https://www.tremend.com/,ft
Sendcloud,Ecommerce,The Netherlands,233,81.775.452,https://www.sendcloud.com/,ft
Hyperdrive Innovation,Batteries,UK,40,8.638.729,https://hyperdriveinnovation.com,ft
Domino Creations,Retail,Italy,1,2.1,https://www.promojeans.it,ft
Merkkur,Ecommerce,Germany,7,7.40,https://www.merkkur.de/,ft
Datakey Software Engineering,Technology,Italy,10,1.898.000,https://www.datakey.it/,ft
Crispy Bacon,Technology,Italy,40,2.726.837,https://crispybacon.it,ft
Nue-Pro Select,Property,France,7,1.6,https://www.nue-proselect.fr,ft
The Stikets Company,Ecommerce,Spain,33,5.10,https://www.stikets.es/,ft
Metaminds,Cyber Security,Romania,41,32.103.084,https://www.metaminds.com/,ft
Ddm Solutions,Technology,Italy,11,2.242.598,https://www.ddmsolutions.it,ft
Rafa Grau Transports,Transport,Spain,53,9.3,https://www.rafagrautransport.com,ft
SARL GOGY,Construction,France,19,3.06,https://www.sarl-gogy.com/,ft
Time Vision,Education,Italy,29,2.793.340,https://www.timevision.it/,ft
Werksräder24,Automobiles,Germany,36,14.896.000,https://www.werksraeder24.de/,ft
Zeck Fishing,Retail,Germany,19,3.567.160,https://www.zeck-fishing.com,ft
Etesian,Support Services,Italy,13,1.626.162,https://www.etesian.eu,ft
Utensilveneta,Retail,Italy,4,1.9,https://www.utensilveneta.it,ft
Augustin Bau,Construction,Germany,72,12.5,https://www.augustinbau.com,ft
PoLo Glass,Industrial Goods,Italy,17,3.38,https://www.pologlass.it/,ft
Nexindep,Technology,France,5,11.88,https://www.nexoris.com/,ft
FOD Mobility Group,Technology,UK,70,13.309.945,https://www.fodmobilitygroup.com/,ft
Selferg,Energy,Italy,60,2.050.130,https://www.selferg.it/,ft
GfiD,Telecoms,Germany,28,1.988.700,https://www.gfid.net,ft
Best IT,Construction,Germany,48,5.0,https://www.bestit-online.de,ft
Phoenix Esd,Support Services,Italy,11,4.84,https://www.ph14.biz/,ft
doIT solutions,Technology,Germany,20,12.66,https://www.doit-solutions.de/,ft
Poppri Fashion Auctions,Ecommerce,Lithuania,94,13.028.856,https://www.poppri.com/,ft
isg Express Logistik,Transport,Germany,26,5.599.280,https://www.isg-logistik.de,ft
House To House,Retail,Italy,21,9.4,https://www.housetohouse.eu,ft
Mapo,Food & Beverage,Italy,16,2.05,http://www.basiperpizza.it/,ft
Vizion Network,Automobiles,UK,194,117.817.156,https://www.vizionnetwork.co.uk/,ft
Beyond Law Group*,Law,UK,66,8.233.616,https://www.beyondcorporate.co.uk/,ft
Gantel,Telecoms,Italy,70,3.004.982,https://www.gantel.it,ft
Digilinx,Support Services,France,10,5.5,https://www.lesbigboss.fr,ft
Tripx Travel,Travel & Leisure,Sweden,7,2.81,https://www.tripx.se/,ft
EDA Warehousing,Transport,Germany,14,4.570.000,https://www.edapark-hamburg.com/,ft
BPV,Telecoms,Germany,90,22.704.275,https://www.bpvgruppe.de/,ft
Teo.Rema,Industrial Goods,Italy,26,3.766.901,http://www.teo-rema.it,ft
Agence Renov Design,Construction,France,29,4.0,,ft
Centofiori,Restaurants,Italy,12,2.40,,ft
ISTER,Construction,France,,2.16,,ft
Ultra Premium Direct,Agricultural Commodities,France,81,20.779.890,https://www.ultrapremiumdirect.com/,ft
AFR-IX telecom,Telecoms,Spain,24,9.933.867,https://afr-ix.com/,ft
weclapp,Technology,Germany,65,4.654.250,https://www.weclapp.se,ft
Enecsol,Energy,France,4,2.8,https://www.enecsol.fr,ft
Shokes,Ecommerce,Germany,8,8.81,https://shokes.de/,ft
Blue energy,Cyber Security,Poland,44,4.527.970,http://grupablue.pl/,ft
Metaminds,Cyber Security,Romania,31,26.158.008,https://www.metaminds.com,ft
FSP Creative Wine Merchants,Food & Beverage,France,,8.9,https://www.fsp-winemerchant.com,ft
Freddy Fuego,Restaurants,Norway,21,1.22,https://www.freddyfuego.no/,ft
C’JUSTE PARIS,Retail,France,15,2.404.398,http://www.cjusteparis.fr/,ft
Hyperoptic,Telecoms,UK,1258,44.664.290,https://www.hyperoptic.com,ft
Epidemic Sound,Technology,Sweden,146,11.8,https://www.epidemicsound.com,ft
Bridge Insurance Broker,Insurance,Italy,11,1.80,https://www.bridgeinsurance.it/,ft
SOS-accessoire,Ecommerce,France,44,14.690.408,https://www.sos-accessoire.com/,ft
Galvanica Formelli,Industrial Goods,Italy,59,11.823.959,http://www.galvanicaformelli.it,ft
Sidea Group,Management Consulting,Italy,32,1.825.646,https://www.sideagroup.com,ft
Sos Tariffe,Ecommerce,Italy,35,7.6,https://www.sostariffe.it,ft
Secret Arts of Spirits,Retail,France,5,1.71,https://www.sas-spirits.com/,ft
Nabla Cosmetics,Beauty,Italy,15,5.69,https://www.nablacosmetics.com/,ft
Hannes König,Construction,Germany,27,8.750.671,http://www.hannes-könig.de/,ft
Cogeclim Energies,Construction,France,14,2.114.000,https://cogeclim.net,ft
Les Causantes,Management Consulting,France,18,2.417.287,https://www.lescausantes.com,ft
Fourniresto.com,Ecommerce,France,17,4.7,https://www.fourniresto.com,ft
IUNGO,Technology,Italy,45,4.40,https://www.iungo.com/,ft
ZANATTA media group,Advertising,Germany,9,8.383.859,https://www.zanatta.de/,ft
Wastepack,Waste management & recycling,UK,20,22.373.295,https://www.wastepack.co.uk/,ft
SA Formação - Simples Analises,Education,Portugal,45,2.232.864,https://www.sa-formacao.pt,ft
ALLESklarDRUCK,Industrial Goods,Germany,34,2.1,https://www.allesklardruck.de,ft
Le Fonti,Media,Italy,10,3.00,https://www.lefonti.it/,ft
Future Marketing,Sales & Marketing,Germany,10,2.16,https://www.futuremarketing-network.de/,ft
Radar Consulting Italia,Support Services,Italy,17,1.580.450,https://www.radarconsulting.it/,ft
Agriconomie,Agricultural Commodities,France,53,37.248.117,https://www.agriconomie.com/,ft
Bauer Energiekonzepte,Energy,Germany,18,37.731.950,https://bauer-energiekonzepte.de,ft
Oxwork,Retail,France,13,4.405.138,https://www.oxwork.com,ft
TEC Systems Systemhaus ,Support Services,Germany,11,2.6,https://www.tec-systems.de,ft
Etracom,Retail,Italy,3,5.56,https://www.materassiedoghe.eu/,ft
AnyTech365,Technology,Spain,364,18.743.704,https://www.anytech365.com/,ft
Bygglet,Technology,Sweden,35,6.135.880,https://www.bygglet.com,ft
Bausal,Industrial Goods,Germany,7,3.4,https://www.bausal.de,ft
Quicklink Solutions,Technology,Italy,9,1.87,https://www.qlsol.com/,ft
Starred,Technology,Netherlands,30,1.50,https://www.starred.com/,ft
Cladspray Solutions,Construction,UK,12,1.863.819,https://www.cladspraysolutions.co.uk/,ft
iM Global Partner,Financial Services,France,50,31.463.692,https://www.imgp.com/fr,ft
Sendcloud,Technology,Netherlands,129,44.083.257,https://www.sendcloud.com,ft
ZAC Personalservice,Support Services,Germany,170,4.6,https://www.zac-personalservice.de,ft
Beeks Financial Cloud Group,Fintech,United Kingdom,33,6.30,https://www.beeksfinancialcloud.com/,ft
Confinvest,Precious metals,Italy,6,41.130.000,https://www.confinvest.it/,ft
Ethic Technology,Technology,France,3,8.340.824,https://www.ethic-technology.com/,ft
Noonic,Advertising,Italy,18,2.273.393,https://noonic.com,ft
Speechmatics*,Technology,United Kingdom,40,1.6,https://www.speechmatics.com,ft
Nutmeg ,Financial Services,United Kingdom,135,8.08,https://www.nutmeg.com/,ft
Aeffegi,Fashion,Italy,20,1.68,https://www.chiarullimoda.com/,ft
Bomax,Telecoms,Italy,7,71.290.680,https://www.bomax.it/,ft
KK-Trade,Retail,Germany,15,4.383.254,https://www.kustom-kult.de/,ft
codekunst systems,Technology,Germany,14,1.994.500,https://www.codekunst-systems.com,ft
aviationscouts,Ecommerce,Germany,12,3.6,https://www.aviationscouts.com,ft
Ensek,Technology,United Kingdom,127,9.84,https://ensek.co.uk/,ft
Aleysia,Technology,France,50,6.35,https://www.aleysia.com/,ft
Marsapet,Retail,Germany,26,3.960.200,https://www.bellfor.info/,ft
Creation Italia,Industrial Goods,Italy,40,14.500.000,https://incantoitalia.com,ft
Seren Automobili,Automobiles,Italy,7,3.1,https://www.serenautomobili.it,ft
Team17 Group,Games industry,United Kingdom,167,48.81,https://www.team17group.com/,ft
Gruppo Tera,Ecommerce,Italy,16,20.222.750,https://www.bakaji.com/,ft
POPPRI Fashion Auctions,Ecommerce,Lithuania,90,10.795.350,https://www.poppri.com,ft
Manifone,Telecoms,France,12,6.4,https://www.manifone.com,ft
SKALIS,Technology,France,37,3.82,https://www.skalis-portage.com/,ft
CodicePlastico,Technology,Italy,14,3.068.430,https://codiceplastico.com/,ft
Cloud++,Technology,Netherlands,25,3.924.302,https://www.cloudplusplus.nl,ft
City Control,Support Services,Germany,90,13.8,https://www.cc-sicherheitsservice.de,ft
Inrete,Support Services,Italy,13,4.4,https://www.in-rete.net,ft
Web Stars Channel,Advertising,Italy,21,6.19,https://www.webstarschannel.it/,ft
Regional Express,Transport,France,130,11.37,https://www.regional-express.fr/,ft
Tremend,Technology,Romania,426,20.679.155,https://www.tremend.com/,ft
Doofinder,Technology,Spain,61,6.590.434,https://www.doofinder.com/es/?gclid=EAIaIQobChMIwPu5t4qs3AIVAQAAAB0BAAAAEAAYACAAEgJVzfD_BwE,ft
Kiddus Accesorios,Ecommerce,Spain,4,1.995.873,https://kiddus.com,ft
Workstreampeople (Anywhere365),Technology,Netherlands,34,12.1,https://www.anywhere365.io,ft
Digital & You,Technology,France,140,11.6,https://www.digitalandyou.com,ft
Innovasoft,Support Services,Italy,28,3.92,https://www.innovasoftspa.it/,ft
Hostinger,Technology,Lithuania,780,25.860.664,https://www.hostinger.com/,ft
Catalyx,Sales & Marketing,Switzerland,39,6.540.543,https://thecatalyx.com/,ft
Sensocure,Health,Norway,14,2.140.000,https://sensocure.no,ft
FinTrU,Financial Services,UK,445,19.441.982,https://www.fintru.com,ft
7Layers,Cyber Security,Italy,9,5.3,https://www.7layers.it,ft
Picodi.com,Ecommerce,Poland,95,5.31,https://www.picodi.com/,ft
Creative-Cables,Retail,Italy,30,5.44,https://www.creative-cables.com/,ft
Harness Code,Sales & Marketing,Bulgaria,9,2.223.308,http://harnesscode.com/,ft
Heltti,Health,Finland,62,5.310.814,http://heltti.com,ft
Optiwella,Telecoms,Hungary,42,10.1,https://www.optiwella.com,ft
Highwood Group,Construction,United Kingdom,59,75.43,https://www.highwoodgroup.co.uk/,ft
Nanoprom Chemicals,Chemicals & Pharmaceuticals,Italy,17,2.779.910,https://www.nanopromsrl.com/,ft
Elite,Construction,Spain,49,10.060.550,https://holaelite.com/,ft
