company_name,industry,sector,headquarters,file_name
MVK Zrt.,Consumer services,Travel & tourism,Miskolc,MalPatSaj_wikipedia
MVM Group,Utilities,Conventional electricity,Budapest,MalPatSaj_wikipedia
NeocoreGames,Technology,Software,Budapest,MalPatSaj_wikipedia
Oncotherm,Health care,Medical equipment,Budapest,MalPatSaj_wikipedia
Organica Technologies,Utilities,Water,Budapest,MalPatSaj_wikipedia
Orion Electronics,Industrials,Electronic equipment,Budapest,MalPatSaj_wikipedia
OTP Bank,Financials,Banks,Budapest,MalPatSaj_wikipedia
Pannon,Telecommunications,Mobile telecommunications,Törökbálint,MalPatSaj_wikipedia
Pannonia Film Studio,Consumer services,Broadcasting & entertainment,Budapest,MalPatSaj_wikipedia
Panrusgáz,Oil & gas,Exploration & production,Budapest,MalPatSaj_wikipedia
Pécs Brewery,Consumer goods,Brewers,Pécs,MalPatSaj_wikipedia
Pick Szeged,Consumer goods,Food products,Szeged,MalPatSaj_wikipedia
Prezi,Technology,Software,Budapest,MalPatSaj_wikipedia
Puli Space Technologies,Industrials,Aerospace,Budapest,MalPatSaj_wikipedia
Rába,Consumer goods,Automobiles,Győr,MalPatSaj_wikipedia
Scarab Research,Technology,Software,Budapest,MalPatSaj_wikipedia
State Printing Company,Consumer services,Publishing,Budapest,MalPatSaj_wikipedia
Szerencsejáték Zrt.,Consumer services,Gambling,Budapest,MalPatSaj_wikipedia
Takarékbank,Financials,Banks,Budapest,MalPatSaj_wikipedia
ThalesNano,Industrials,Electronic equipment,Budapest,MalPatSaj_wikipedia
Tisza Cipő,Consumer goods,Clothing & accessories,Martfű,MalPatSaj_wikipedia
Törley,Consumer goods,Distillers & vintners,Budapest,MalPatSaj_wikipedia
Travel Service,Consumer services,Airlines,Budapest,MalPatSaj_wikipedia
TriGránit,Financials,Real estate holding & development,Budapest,MalPatSaj_wikipedia
Tungsram,Industrials,Electrical components & equipment,Újpest,MalPatSaj_wikipedia
Turner Broadcasting System Hungary,Consumer services,Broadcasting & entertainment,Budapest,MalPatSaj_wikipedia
UPC Magyarország,Telecommunications,Fixed line telecommunications,Budapest,MalPatSaj_wikipedia
Videoton,Consumer goods,Consumer electronics,Székesfehérvár,MalPatSaj_wikipedia
VirusBuster,Technology,Computer services,Budapest,MalPatSaj_wikipedia
Vodafone Hungary,Telecommunications,Mobile telecommunications,Budapest,MalPatSaj_wikipedia
Wizz Air,Consumer services,Airlines,Budapest,MalPatSaj_wikipedia
Zen Studios,Technology,Software,Budapest,MalPatSaj_wikipedia
Zsolnay,Consumer goods,Durable household products,Pécs,MalPatSaj_wikipedia
Zwack,Consumer goods,Distillers & vintners,Budapest,MalPatSaj_wikipedia
Abrakebabra,Consumer services,Food Retailers & Wholesalers,Dublin,MalPatSaj_wikipedia
Abrakebabra Investments,Consumer services,Food Retailers & Wholesalers,Dublin,MalPatSaj_wikipedia
Accenture,Industrials,Business support services,Dublin,MalPatSaj_wikipedia
Aer Lingus,Consumer services,Airlines,Dublin,MalPatSaj_wikipedia
Aer Lingus Regional,Consumer services,Airlines,Dublin,MalPatSaj_wikipedia
AerCap,Industrials,Transport,Dublin,MalPatSaj_wikipedia
Aircoach,Consumer services,Travel & tourism,Dublin,MalPatSaj_wikipedia
Airtricity,Utilities,Alternative electricity,Dublin,MalPatSaj_wikipedia
Allied Irish Banks (AIB),Financials,Banks,Dublin,MalPatSaj_wikipedia
An Post,Industrials,Delivery services,Dublin,MalPatSaj_wikipedia
Apache Pizza,Consumer services,Food Retailers & Wholesalers,Dublin,MalPatSaj_wikipedia
Aptiv,Industrials,Automotive,Dublin,MalPatSaj_wikipedia
Arnotts,Consumer services,Broadline retailers,Dublin,MalPatSaj_wikipedia
Baltimore Technologies,Technology,Internet,Dublin,MalPatSaj_wikipedia
Bank of Ireland,Financials,Banks,Dublin,MalPatSaj_wikipedia
Barry's Tea,Consumer goods,Beverages,Cork,MalPatSaj_wikipedia
Bewley's,Consumer services,Food Retailers & Wholesalers,Dublin,MalPatSaj_wikipedia
Bord na Móna,Utilities,Multiutilities,Newbridge,MalPatSaj_wikipedia
Boylesports,Consumer services,Gambling,Dundalk,MalPatSaj_wikipedia
BT Ireland,Telecommunications,Fixed line telecommunications,Dublin[2],MalPatSaj_wikipedia
Bus Éireann,Consumer services,Travel & tourism,Dublin,MalPatSaj_wikipedia
Butlers Chocolates,Consumer goods,Food products,Dublin,MalPatSaj_wikipedia
BWG Foods,Consumer services,Food retailers & wholesalers,Dublin,MalPatSaj_wikipedia
C&C Group,Consumer goods,Brewers,Dublin,MalPatSaj_wikipedia
Central Bank of Ireland,Financials,Banks,Dublin,MalPatSaj_wikipedia
CIÉ,Consumer services,Travel & tourism,Dublin,MalPatSaj_wikipedia
CityJet,Consumer services,Airlines,Dublin,MalPatSaj_wikipedia
Communicorp,Consumer services,Broadcasting & Entertainment,Dublin,MalPatSaj_wikipedia
Covidien,Health care,Medical equipment,Dublin,MalPatSaj_wikipedia
CRH plc,Industrials,Building materials & fixtures,Dublin,MalPatSaj_wikipedia
Cúram Software,Technology,Software,Dublin,MalPatSaj_wikipedia
DAA,Consumer services,Transportation services,Dublin,MalPatSaj_wikipedia
DCC Plc,Industrials,Business support services,Dublin,MalPatSaj_wikipedia
Dealz,Consumer services,Broadline retailers,Dublin,MalPatSaj_wikipedia
Digiweb,Telecommunications,Fixed line telecommunications,Dundalk,MalPatSaj_wikipedia
Doolittles,Consumer services,Food Retailers & Wholesalers,Laghey,MalPatSaj_wikipedia
Dublin Bus,Consumer services,Travel & tourism,Dublin,MalPatSaj_wikipedia
Dunnes Stores,Consumer services,Broadline retailers,Dublin,MalPatSaj_wikipedia
Eaton Corporation,Conglomerate,-,Dublin,MalPatSaj_wikipedia
Eason & Son,Consumer services,Specialty retailers,Dublin,MalPatSaj_wikipedia
EBS,Financials,Banks,Dublin,MalPatSaj_wikipedia
Eddie Rocket's,Consumer services,Food Retailers & Wholesalers,Dublin,MalPatSaj_wikipedia
EDUN,Consumer goods,Clothing & accessories,Dublin,MalPatSaj_wikipedia
Eir,Telecommunications,Fixed line telecommunications,Dublin,MalPatSaj_wikipedia
Eir Sport,Consumer services,Broadcasting & Entertainment,Dublin,MalPatSaj_wikipedia
Energia Group,Utilities,Conventional electricity,Belfast,MalPatSaj_wikipedia
EQTEC,Utilities,Alternative electricity,Cork,MalPatSaj_wikipedia
Ervia,Utilities,Gas distribution,Cork,MalPatSaj_wikipedia
ESB Group,Utilities,Conventional electricity,Dublin,MalPatSaj_wikipedia
Experian,Financials,Business services,Dublin,MalPatSaj_wikipedia
FBD Holdings,Financials,Full line insurance,Dublin,MalPatSaj_wikipedia
FINEOS,Technology,Software,Dublin,MalPatSaj_wikipedia
First Trust Bank,Financials,Banks,Belfast,MalPatSaj_wikipedia
Four Star Pizza,Consumer services,Food Retailers & Wholesalers,Dublin,MalPatSaj_wikipedia
Fyffes,Consumer goods,Food products,Dublin,MalPatSaj_wikipedia
Glanbia,Consumer goods,Food products,Kilkenny,MalPatSaj_wikipedia
GlenDimplex,Consumer goods,Consumer electronics,Dublin,MalPatSaj_wikipedia
GoCar,Consumer services,Specialized consumer services,Dublin,MalPatSaj_wikipedia
Greencore,Consumer goods,Food products,Dublin,MalPatSaj_wikipedia
Guineys,Consumer services,Apparel retailers,Dublin,MalPatSaj_wikipedia
Guinness,Consumer goods,Brewers,Dublin,MalPatSaj_wikipedia
Havok,Technology,Software,Dublin,MalPatSaj_wikipedia
Heatons,Consumer services,Broadline retailers,Dublin,MalPatSaj_wikipedia
Horizon Therapeutics,Consumer services,Biopharmaceutical,Dublin,MalPatSaj_wikipedia
Iarnród Éireann,Consumer services,Travel & tourism,Dublin,MalPatSaj_wikipedia
Independent News & Media,Consumer services,Publishing,Dublin,MalPatSaj_wikipedia
Insomnia Coffee Company,Consumer services,Food Retailers & Wholesalers,Dublin,MalPatSaj_wikipedia
Intel Ireland,Technology,Semiconductors,Leixlip,MalPatSaj_wikipedia
IONA Technologies,Technology,Software,Dublin,MalPatSaj_wikipedia
Irish Citylink,Consumer services,Travel & tourism,Dublin,MalPatSaj_wikipedia
Irish Continental Group,Industrials,Industrial transportation,Dublin,MalPatSaj_wikipedia
Irish Ferries,Industrials,Industrial transportation,Dublin,MalPatSaj_wikipedia
Johnson Controls,Industrials,Electrical components & equipment,Cork,MalPatSaj_wikipedia
KBC Bank Ireland,Financials,Banks,Dublin,MalPatSaj_wikipedia
Kerry Group,Consumer goods,Food products,Tralee,MalPatSaj_wikipedia
Kingspan Group,Industrials,Building materials,Dublin,MalPatSaj_wikipedia
Laya Healthcare,Financials,Life insurance,Little Island,MalPatSaj_wikipedia
Magnet Networks,Telecommunications,Fixed line telecommunications,Dublin,MalPatSaj_wikipedia
Mannok,Industrials,Building materials & fixtures,Derrylin,MalPatSaj_wikipedia
Medtronic,Health care,Medical equipment,Dublin,MalPatSaj_wikipedia
Meteor,Telecommunications,Mobile telecommunications,Dublin,MalPatSaj_wikipedia
Metro,Consumer services,Travel & tourism,Belfast,MalPatSaj_wikipedia
Musgrave Group,Consumer services,Food retailers & wholesalers,Cork,MalPatSaj_wikipedia
National Lottery,Consumer services,Gambling,Dublin,MalPatSaj_wikipedia
NI Railways,Consumer services,Travel & tourism,Belfast[4],MalPatSaj_wikipedia
Norkom,Technology,Software,Dublin,MalPatSaj_wikipedia
Northern Ireland Electricity,Utilities,Conventional electricity,Belfast,MalPatSaj_wikipedia
Northern Ireland Transport Holding Company,Consumer services,Travel & tourism,Belfast[5],MalPatSaj_wikipedia
NTR plc,Utilities,Alternative electricity,Dublin,MalPatSaj_wikipedia
Oatfield,Consumer goods,Food products,Letterkenny,MalPatSaj_wikipedia
O'Briens Irish Sandwich Bars,Consumer services,Food Retailers & Wholesalers,Dublin,MalPatSaj_wikipedia
Openet,Technology,Software,Dublin,MalPatSaj_wikipedia
Paddy Power,Consumer services,Gambling,Dublin,MalPatSaj_wikipedia
Pat the Baker,Consumer goods,Baked goods,Granard,MalPatSaj_wikipedia
Permanent TSB,Financials,Life insurance,Dublin,MalPatSaj_wikipedia
Penneys,Consumer services,Apparel retailers,Dublin,MalPatSaj_wikipedia
Rabobank Ireland,Financials,Banks,Dublin,MalPatSaj_wikipedia
Raidió Teilifís Éireann (RTÉ),Consumer services,Broadcasting & Entertainment,Dublin,MalPatSaj_wikipedia
Ryanair,Consumer services,Airlines,Dublin,MalPatSaj_wikipedia
Shire,Health care,Pharmaceuticals,Dublin,MalPatSaj_wikipedia
Smart Telecom,Telecommunications,Mobile telecommunications,Dublin,MalPatSaj_wikipedia
Smurfit Kappa,Consumer goods,Paper,Dublin,MalPatSaj_wikipedia
Smyths,Consumer services,Specialty retailers,Galway,MalPatSaj_wikipedia
Stobart Air,Consumer services,Airlines,Dublin,MalPatSaj_wikipedia
Supermac's,Consumer services,Food Retailers & Wholesalers,Ballybrit[7],MalPatSaj_wikipedia
SuperValu,Consumer services,Food retailers & wholesalers,Cork,MalPatSaj_wikipedia
Teilifís na Gaeilge,Consumer services,Broadcasting & Entertainment,Baile na hAbhann,MalPatSaj_wikipedia
Tesco Ireland,Consumer services,Food retailers & wholesalers,Dublin,MalPatSaj_wikipedia
The Airporter,Consumer services,Travel & tourism,Derry,MalPatSaj_wikipedia
The Irish Times,Consumer services,Publishing,Dublin,MalPatSaj_wikipedia
Thomas Crosbie Holdings,Consumer services,Publishing,Cork,MalPatSaj_wikipedia
Three Ireland,Telecommunications,Fixed line telecommunications,Dublin,MalPatSaj_wikipedia
Tipperary Natural Mineral Water,Consumer goods,Beverages,Borrisoleigh,MalPatSaj_wikipedia
Today FM,Consumer services,Broadcasting & Entertainment,Dublin,MalPatSaj_wikipedia
Trane Technologies,Conglomerate,-,Swords,MalPatSaj_wikipedia
Transport Infrastructure Ireland,Industrials,Heavy construction,Dublin,MalPatSaj_wikipedia
Virgin Media Television,Consumer services,Broadcasting & Entertainment,Dublin,MalPatSaj_wikipedia
UDG Healthcare,Health care,Pharmaceuticals,Dublin,MalPatSaj_wikipedia
Ulster Bank,Financials,Banks,Dublin,MalPatSaj_wikipedia
Ulsterbus Foyle,Consumer services,Travel & tourism,Derry,MalPatSaj_wikipedia
Ulsterbus,Consumer services,Travel & tourism,Belfast,MalPatSaj_wikipedia
Vhi Healthcare,Financials,Life insurance,Purcellsinch,MalPatSaj_wikipedia
Virgin Media Ireland,Telecommunications,Fixed line telecommunications,Dublin,MalPatSaj_wikipedia
Vizor,Technology,Software,Dublin,MalPatSaj_wikipedia
Vodafone Ireland,Telecommunications,Mobile telecommunications,Dublin,MalPatSaj_wikipedia
Wireless Group,Consumer services,Broadcasting & Entertainment,Belfast,MalPatSaj_wikipedia
Wrightbus,Industrials,Commercial vehicles & trucks,Ballymena,MalPatSaj_wikipedia
A&G Management Consulting,Industrials,Business support services,Turin,MalPatSaj_wikipedia
A2A,Utilities,Multiutilities,Brescia,MalPatSaj_wikipedia
Abarth,Consumer goods,Automobiles,Turin,MalPatSaj_wikipedia
Abon Plastic,Industrials,Containers & packaging,Gornate-Olona,MalPatSaj_wikipedia
Aermacchi,Industrials,Aerospace,Varese,MalPatSaj_wikipedia
Agip,Oil & gas,Oil & gas refining & marketing,Rome,MalPatSaj_wikipedia
AgustaWestland,Industrials,Aerospace & defense,Rome,MalPatSaj_wikipedia
AGV,Consumer goods,Auto parts,Alessandria,MalPatSaj_wikipedia
Air Dolomiti,Consumer services,Airlines,Villafranca di Verona,MalPatSaj_wikipedia
Air One,Consumer services,Airlines,Fiumicino,MalPatSaj_wikipedia
ALAN,Consumer goods,Recreational products,Veggiano,MalPatSaj_wikipedia
Alenia Aermacchi,Industrials,Aerospace,Venegono Superiore,MalPatSaj_wikipedia
Alenia Aeronautica,Industrials,Aerospace,Rome,MalPatSaj_wikipedia
Alessi,Consumer goods,Durable household products,Omegna,MalPatSaj_wikipedia
Alfa Romeo,Consumer goods,Automobiles,Turin,MalPatSaj_wikipedia
Alitalia,Consumer services,Airlines,Fiumicino,MalPatSaj_wikipedia
Alleanza Assicurazioni,Financials,Life insurance,Milan,MalPatSaj_wikipedia
Alpinestars,Consumer goods,Clothing & accessories,Asolo,MalPatSaj_wikipedia
Andrea Moda,Consumer goods,Clothing & accessories,Morrovalle,MalPatSaj_wikipedia
Angelini,Health care,Pharmaceuticals,Rome,MalPatSaj_wikipedia
Anonima Petroli Italiana,Oil & gas,Petroleum products,Rome,MalPatSaj_wikipedia
Ansaldo Energia,Utilities,Conventional electricity,Genoa,MalPatSaj_wikipedia
Ansaldo STS,Industrials,Railroads,Genoa,MalPatSaj_wikipedia
Aprilia,Consumer goods,Automobiles,Noale,MalPatSaj_wikipedia
Arflex,Consumer goods,Furnishings,Milan,MalPatSaj_wikipedia
Armani,Consumer goods,Clothing & accessories,Milan,MalPatSaj_wikipedia
Arnoldo Mondadori Editore,Consumer services,Publishing,Segrate,MalPatSaj_wikipedia
Artemide,Consumer goods,Furnishings,Pregnana Milanese,MalPatSaj_wikipedia
Assicurazioni Generali,Financials,Full line insurance,Trieste,MalPatSaj_wikipedia
Atala,Consumer goods,Recreational products,Monza,MalPatSaj_wikipedia
Autobianchi,Consumer goods,Automobiles,Milan,MalPatSaj_wikipedia
Autogrill,Consumer services,Food retailers & wholesalers,Rozzano,MalPatSaj_wikipedia
Avio,Industrials,Aerospace & defense,Rome,MalPatSaj_wikipedia
Azimut Yachts,Industrials,Shipbuilding,Turin,MalPatSaj_wikipedia
B Engineering,Consumer goods,Automobiles,Campogalliano,MalPatSaj_wikipedia
B&B Italia,Consumer goods,Furnishings,Novedrate,MalPatSaj_wikipedia
Baldinini,Consumer goods,Footwear,San Mauro Pascoli,MalPatSaj_wikipedia
Banca Carige,Financials,Banks,Genoa,MalPatSaj_wikipedia
Banca Monte dei Paschi di Siena,Financials,Banks,Siena,MalPatSaj_wikipedia
Banca Nazionale del Lavoro,Financials,Banks,Rome,MalPatSaj_wikipedia
Banca Popolare di Milano,Financials,Banks,Milan,MalPatSaj_wikipedia
Banco Popolare,Financials,Banks,Verona,MalPatSaj_wikipedia
Bandini Automobili,Consumer goods,Automobiles,Forlì,MalPatSaj_wikipedia
Barilla Group,Consumer goods,Food products,Parma,MalPatSaj_wikipedia
Basso Bikes,Consumer goods,Recreational products,San Zenone degli Ezzelini,MalPatSaj_wikipedia
Benelli Armi SpA,Industrials,Defense,Urbino,MalPatSaj_wikipedia
Benelli,Consumer goods,Automobiles,Pesaro,MalPatSaj_wikipedia
Benetti,Industrials,Shipbuilding,Viareggio,MalPatSaj_wikipedia
Benetton Group,Consumer goods,Clothing & accessories,Ponzano Veneto,MalPatSaj_wikipedia
Bennet,Consumer services,Food retailers & wholesalers,Montano Lucino,MalPatSaj_wikipedia
Beretta,Industrials,Defense,Brescia,MalPatSaj_wikipedia
Bertolli,Consumer goods,Food products,Lucca,MalPatSaj_wikipedia
Beta,Consumer goods,Automobiles,Rignano sull'Arno,MalPatSaj_wikipedia
Bettanin & Venturi,Consumer goods,Footwear,Vigasio,MalPatSaj_wikipedia
Bianchi,Consumer goods,Recreational products,Milan,MalPatSaj_wikipedia
Bimota,Consumer goods,Automobiles,Rimini,MalPatSaj_wikipedia
Birel,Consumer goods,Automobiles,Lissone,MalPatSaj_wikipedia
Birra Amarcord,Consumer goods,Brewers,Rimini,MalPatSaj_wikipedia
Birra Ichnusa,Consumer goods,Brewers,Assemini,MalPatSaj_wikipedia
Birra Menabrea,Consumer goods,Brewers,Biella,MalPatSaj_wikipedia
Birra Moretti,Consumer goods,Brewers,Udine,MalPatSaj_wikipedia
Birrificio Angelo Poretti,Consumer goods,Brewers,Induno Olona,MalPatSaj_wikipedia
Bizzarrini,Consumer goods,Automobiles,Livorno,MalPatSaj_wikipedia
Blue Panorama Airlines,Consumer services,Airlines,Fiumicino,MalPatSaj_wikipedia
Blufin,Consumer goods,Clothing & accessories,Carpi,MalPatSaj_wikipedia
Bompiani,Consumer services,Publishing,Milan,MalPatSaj_wikipedia
Bontempi,Consumer goods,Recreational products,Potenza Picena,MalPatSaj_wikipedia
Bontoni,Consumer goods,Footwear,Montegranaro,MalPatSaj_wikipedia
Borrani,Consumer goods,Tires,Milan,MalPatSaj_wikipedia
Borsalino,Consumer goods,Clothing & accessories,Alessandria,MalPatSaj_wikipedia
Bottecchia,Consumer goods,Recreational products,Cavarzere,MalPatSaj_wikipedia
Bottega Veneta,Consumer goods,Clothing & accessories,Vicenza,MalPatSaj_wikipedia
B-P Battioni e Pagani S.p.A.,Industrials,Commercial vehicles & trucks,Parma,MalPatSaj_wikipedia
Braccialini,Consumer goods,Clothing & accessories,Florence,MalPatSaj_wikipedia
Bracco Group,Health care,Pharmaceuticals,Milan,MalPatSaj_wikipedia
Breda,Industrials,Industrial engineering,Brescia,MalPatSaj_wikipedia
Brembo,Consumer goods,Auto parts,Stezzano,MalPatSaj_wikipedia
Brioni,Consumer goods,Clothing & accessories,Rome,MalPatSaj_wikipedia
Brionvega,Consumer goods,Consumer electronics,Pordenone,MalPatSaj_wikipedia
Brondi,Consumer goods,Consumer electronics,Turin,MalPatSaj_wikipedia
Brunello Cucinelli,Consumer goods,Clothing & accessories,Perugia,MalPatSaj_wikipedia
Bruno Magli,Consumer goods,Footwear,Bologna,MalPatSaj_wikipedia
Buitoni,Consumer goods,Food products,Sansepolcro,MalPatSaj_wikipedia
Bulgari,Consumer goods,Clothing & accessories,Rome,MalPatSaj_wikipedia
Buzzi Unicem,Industrials,Building materials & fixtures,Casale Monferrato,MalPatSaj_wikipedia
C.A.I. Second,Consumer services,Airlines,Fiumicino,MalPatSaj_wikipedia
Cagiva,Consumer goods,Automobiles,Varese,MalPatSaj_wikipedia
Caltagirone Editore,Consumer services,Publishing,Rome,MalPatSaj_wikipedia
Calzaturificio fratelli soldini,Consumer goods,Footwear,Capolona,MalPatSaj_wikipedia
Cambiocasa,Financials,Real estate holding & development,Milan,MalPatSaj_wikipedia
Campagnolo,Consumer goods,Recreational products,Vicenza,MalPatSaj_wikipedia
Campari Group,Consumer goods,Beverages,Milan,MalPatSaj_wikipedia
Canali,Consumer goods,Clothing & accessories,Sovico,MalPatSaj_wikipedia
Candy,Consumer goods,Durable household products,Brugherio,MalPatSaj_wikipedia
Caraceni,Consumer goods,Clothing & accessories,Rome,MalPatSaj_wikipedia
Carpigiani,Consumer goods,Durable household products,Bologna,MalPatSaj_wikipedia
Carrera Sunglasses,Consumer goods,Clothing & accessories,Padua,MalPatSaj_wikipedia
Carrozzeria Boneschi,Industrials,Commercial vehicles & trucks,Milan,MalPatSaj_wikipedia
Carrozzeria Castagna,Industrials,Commercial vehicles & trucks,Milan,MalPatSaj_wikipedia
Carrozzeria Ghia,Industrials,Commercial vehicles & trucks,Turin,MalPatSaj_wikipedia
Carrozzeria Marazzi,Industrials,Commercial vehicles & trucks,Milan,MalPatSaj_wikipedia
Carrozzeria Scaglietti,Industrials,Commercial vehicles & trucks,Modena,MalPatSaj_wikipedia
Carrozzeria Touring,Industrials,Commercial vehicles & trucks,Milan,MalPatSaj_wikipedia
Casa Ricordi,Consumer services,Publishing,Milan,MalPatSaj_wikipedia
Cassina S.p.A.,Consumer goods,Furnishings,Meda,MalPatSaj_wikipedia
Castagnari,Consumer goods,Recreational products,Recanati,MalPatSaj_wikipedia
Chicco,Consumer goods,Toys,Como,MalPatSaj_wikipedia
Chiesi Farmaceutici S.p.A.,Health care,Pharmaceuticals,Parma,MalPatSaj_wikipedia
Cinelli,Consumer goods,Recreational products,Milan,MalPatSaj_wikipedia
Cinzano,Consumer goods,Distillers & vintners,Turin,MalPatSaj_wikipedia
Cirio,Consumer goods,Food products,San Lazzaro di Savena,MalPatSaj_wikipedia
Class Editori,Consumer services,Publishing,Milan,MalPatSaj_wikipedia
Colnago,Consumer goods,Recreational products,Cambiago,MalPatSaj_wikipedia
Colotti Trasmissioni,Consumer goods,Auto parts,Modena,MalPatSaj_wikipedia
Columbus,Consumer goods,Recreational products,Settala,MalPatSaj_wikipedia
Comau,Industrials,Industrial machinery,Turin,MalPatSaj_wikipedia
Comus S.p.A.,Consumer goods,Recreational products,Ancona,MalPatSaj_wikipedia
COMVERT S.r.l.,Consumer goods,Clothing & accessories,Milan,MalPatSaj_wikipedia
Conad,Consumer services,Food retailers & wholesalers,Bologna,MalPatSaj_wikipedia
Coop,Consumer services,Food retailers & wholesalers,Casalecchio di Reno,MalPatSaj_wikipedia
Coppola Industria Alimentare,Consumer goods,Food products,Mercato San Severino,MalPatSaj_wikipedia
Corneliani,Consumer goods,Clothing & accessories,Mantua,MalPatSaj_wikipedia
Costa Crociere,Consumer services,Travel & tourism,Genoa,MalPatSaj_wikipedia
Crumar,Consumer goods,Recreational products,Castelfidardo,MalPatSaj_wikipedia
Dainese,Consumer goods,Auto parts,Molvena,MalPatSaj_wikipedia
Dallara,Consumer goods,Automobiles,Varano de' Melegari,MalPatSaj_wikipedia
Damiani,Consumer goods,Clothing & accessories,Valenza,MalPatSaj_wikipedia
Danieli,Industrials,Industrial machinery,Buttrio,MalPatSaj_wikipedia
Dario Pegoretti,Consumer goods,Recreational products,Caldonazzo,MalPatSaj_wikipedia
De Agostini,Consumer services,Publishing,Novara,MalPatSaj_wikipedia
De Cecco,Consumer goods,Food products,Fara San Martino,MalPatSaj_wikipedia
De Rosa,Consumer goods,Recreational products,Milan,MalPatSaj_wikipedia
De Tomaso,Consumer goods,Automobiles,Modena,MalPatSaj_wikipedia
Dell'Orto,Consumer goods,Auto parts,Cabiate,MalPatSaj_wikipedia
DeLonghi,Consumer goods,Durable household products,Treviso,MalPatSaj_wikipedia
Design42Day,Consumer services,Publishing,Milan,MalPatSaj_wikipedia
Di Blasi Industriale,Consumer goods,Recreational products,Francofonte,MalPatSaj_wikipedia
Diadora,Consumer goods,Footwear,Caerano di San Marco,MalPatSaj_wikipedia
Diesel,Consumer goods,Clothing & accessories,Breganze,MalPatSaj_wikipedia
Dolce & Gabbana,Consumer goods,Clothing & accessories,Milan,MalPatSaj_wikipedia
DR Motor Company,Consumer goods,Automobiles,Macchia d'Isernia,MalPatSaj_wikipedia
Ducati,Consumer goods,Automobiles,Bologna,MalPatSaj_wikipedia
Ducati Energia,Industrials,Electronic & electrical equipment,Bologna,MalPatSaj_wikipedia
Durst,Technology,Electronic & electrical equipment,Brixen,MalPatSaj_wikipedia
Edison,Utilities,Multiutilities,Milan,MalPatSaj_wikipedia
Edoardo Raffinerie Garrone (ERG),Utilities,Alternative electricity,Genoa,MalPatSaj_wikipedia
Eko guitars,Consumer goods,Recreational products,Recanati,MalPatSaj_wikipedia
Ellesse,Consumer goods,Clothing & accessories,Perugia,MalPatSaj_wikipedia
E. Marinella,Consumer goods,Clothing & accessories,Naples,MalPatSaj_wikipedia
Enel,Utilities,Multiutilities,Rome,MalPatSaj_wikipedia
Energica Motor Company,Consumer goods,Automobiles,Modena,MalPatSaj_wikipedia
Eni,Oil & gas,Integrated oil & gas,Rome,MalPatSaj_wikipedia
Ermenegildo Zegna,Consumer goods,Clothing & accessories,Milan,MalPatSaj_wikipedia
Erreà,Consumer goods,Clothing & accessories,Torrile,MalPatSaj_wikipedia
Esselunga,Consumer services,Food retailers & wholesalers,Milan,MalPatSaj_wikipedia
Etro,Consumer goods,Clothing & accessories,Milan,MalPatSaj_wikipedia
Eurofly,Consumer services,Airlines,Milan,MalPatSaj_wikipedia
Fabbrica Ligure Automobili Genova,Consumer goods,Automobiles,Genoa,MalPatSaj_wikipedia
Fratelli Fabbri Editori,Consumer services,Publishing,Milan,MalPatSaj_wikipedia
Fabbri Group,Consumer goods,Recreational products,Calto,MalPatSaj_wikipedia
Facchini Group,Consumer goods,Food products,Cormano,MalPatSaj_wikipedia
Faema,Consumer goods,Durable household products,Milan,MalPatSaj_wikipedia
Falck Group,Basic materials,Iron & steel,Sesto San Giovanni,MalPatSaj_wikipedia
FAMARS,Industrials,Defense,Gardone Val Trompia,MalPatSaj_wikipedia
Fantic Motor,Consumer goods,Automobiles,Barzago,MalPatSaj_wikipedia
Farfisa,Consumer goods,Recreational products,Osimo,MalPatSaj_wikipedia
Fazioli,Consumer goods,Recreational products,Sacile,MalPatSaj_wikipedia
Fedrigoni,Basic materials,Paper,Verona,MalPatSaj_wikipedia
Feltrinelli,Consumer services,Publishing,Milan,MalPatSaj_wikipedia
Fendi,Consumer goods,Clothing & accessories,Rome,MalPatSaj_wikipedia
Ferrari,Consumer goods,Automobiles,Maranello,MalPatSaj_wikipedia
Ferrero SpA,Consumer goods,Food products,Alba,MalPatSaj_wikipedia
Ferretti Group,Industrials,Shipbuilding,Forlì,MalPatSaj_wikipedia
Ferrovie dello Stato Italiane,Consumer services,Travel & tourism,Rome,MalPatSaj_wikipedia
Fiat,Consumer goods,Automobiles,Turin,MalPatSaj_wikipedia
Fincantieri,Industrials,Shipbuilding,Trieste,MalPatSaj_wikipedia
Fiocchi Munizioni,Industrials,Defense,Lecco,MalPatSaj_wikipedia
Fioravanti,Consumer goods,Automobiles,Turin,MalPatSaj_wikipedia
Fondiaria-Sai,Financials,Property & casualty insurance,Turin,MalPatSaj_wikipedia
Fondmetal,Consumer goods,Tires,Bergamo,MalPatSaj_wikipedia
Fornasari,Consumer goods,Automobiles,Vicenza,MalPatSaj_wikipedia
Forst,Consumer goods,Brewers,Algund,MalPatSaj_wikipedia
Franchi,Industrials,Defense,Brescia,MalPatSaj_wikipedia
Frera,Consumer goods,Automobiles,Milan,MalPatSaj_wikipedia
Frette,Consumer goods,Clothing & accessories,Monza,MalPatSaj_wikipedia
Fulcrum Wheels,Consumer goods,Recreational products,Arcugnano,MalPatSaj_wikipedia
Fulgor,Consumer goods,Durable household products,Gallarate,MalPatSaj_wikipedia
