company_name,industry,sector,headquarters,file_name
Furla,Consumer goods,Clothing & accessories,Bologna,MalPatSaj_wikipedia
Gaggia,Consumer goods,Durable household products,Milan,MalPatSaj_wikipedia
Gancia,Consumer goods,Distillers & vintners,Canelli,MalPatSaj_wikipedia
Gardaland,Consumer services,Recreational services,Castelnuovo del Garda,MalPatSaj_wikipedia
Garelli Motorcycles,Consumer goods,Automobiles,Milan,MalPatSaj_wikipedia
Garlando,Consumer goods,Recreational products,Novi Ligure,MalPatSaj_wikipedia
GDE Bertoni,Consumer goods,Recreational products,Milan,MalPatSaj_wikipedia
GEDI Gruppo Editoriale,Consumer services,Publishing,Rome,MalPatSaj_wikipedia
Geox,Consumer goods,Clothing & accessories,Montebelluna,MalPatSaj_wikipedia
Ghezzi & Brian,Consumer goods,Automobiles,Missaglia,MalPatSaj_wikipedia
Gilera,Consumer goods,Automobiles,Pontedera,MalPatSaj_wikipedia
Gio. Ansaldo & C.,Industrials,Aerospace,Genoa,MalPatSaj_wikipedia
Givova,Consumer goods,Clothing & accessories,Scafati,MalPatSaj_wikipedia
Golden Goose,Consumer goods,Clothing & accessories,Venice,MalPatSaj_wikipedia
Graziano Trasmissioni,Consumer goods,Auto parts,Turin,MalPatSaj_wikipedia
Grimaldi Group,Transport & tourism,Consumer services,Palermo,MalPatSaj_wikipedia
Grivel,Consumer goods,Recreational products,Courmayeur,MalPatSaj_wikipedia
Gruppo Bertone,Consumer goods,Automobiles,Milan,MalPatSaj_wikipedia
Gruppo Riva,Basic materials,Iron & steel,Milan,MalPatSaj_wikipedia
Gruppo TIM,Telecommunications,Mobile Telecommunications,Rome,MalPatSaj_wikipedia
Gucci,Consumer goods,Clothing & accessories,Florence,MalPatSaj_wikipedia
Guerciotti,Consumer goods,Recreational products,Milan,MalPatSaj_wikipedia
Gufram,Consumer goods,Furnishings,Cuneo,MalPatSaj_wikipedia
Hera Group,Utilities,Multiutilities,Bologna,MalPatSaj_wikipedia
Hitachi Rail Italy,Industrials,Commercial rail vehicles,Naples,MalPatSaj_wikipedia
I.DE.A Institute,Consumer goods,Automobiles,Turin,MalPatSaj_wikipedia
Illy,Consumer goods,Beverages,Trieste,MalPatSaj_wikipedia
Impresa Pizzarotti,Industrials,Heavy construction,Parma,MalPatSaj_wikipedia
Indesit Company,Consumer goods,Durable household products,Fabriano,MalPatSaj_wikipedia
Innocenti,Consumer goods,Automobiles,Milan,MalPatSaj_wikipedia
Intermarine,Industrials,Shipbuilding,Sarzana,MalPatSaj_wikipedia
Intesa Sanpaolo,Financials,Banks,Turin,MalPatSaj_wikipedia
Iride Bicycles,Consumer goods,Recreational products,Venice,MalPatSaj_wikipedia
Iso,Consumer goods,Automobiles,Bresso,MalPatSaj_wikipedia
Isotta Fraschini,Consumer goods,Automobiles,Milan,MalPatSaj_wikipedia
ITA Airways,Consumer services,Airlines,Rome,MalPatSaj_wikipedia
Italcementi,Industrials,Building materials & fixtures,Bergamo,MalPatSaj_wikipedia
Italdesign Giugiaro,Consumer goods,Automobiles,Moncalieri,MalPatSaj_wikipedia
Italjet,Consumer goods,Automobiles,Castel San Pietro Terme,MalPatSaj_wikipedia
Iveco,Industrials,Commercial vehicles & trucks,Turin,MalPatSaj_wikipedia
Kappa,Consumer goods,Clothing & accessories,Turin,MalPatSaj_wikipedia
Kiton,Consumer goods,Clothing & accessories,Naples,MalPatSaj_wikipedia
Krizia,Consumer goods,Clothing & accessories,Milan,MalPatSaj_wikipedia
Kuota,Consumer goods,Recreational products,Albiate,MalPatSaj_wikipedia
La Perla,Consumer goods,Clothing & accessories,Bologna,MalPatSaj_wikipedia
La Rinascente,Consumer services,Broadline retailers,Milan,MalPatSaj_wikipedia
La Sportiva,Consumer goods,Footwear,Ziano di Fiemme,MalPatSaj_wikipedia
Lagostina,Consumer goods,Durable household products,Omegna,MalPatSaj_wikipedia
Lamborghini,Consumer goods,Automobiles,Sant'Agata Bolognese,MalPatSaj_wikipedia
Lambretta,Consumer goods,Automobiles,Milan,MalPatSaj_wikipedia
Lancia,Consumer goods,Automobiles,Turin,MalPatSaj_wikipedia
Landi Renzo,Consumer goods,Auto parts,Cavriago,MalPatSaj_wikipedia
Lavazza,Consumer goods,Beverages,Turin,MalPatSaj_wikipedia
Laverda,Consumer goods,Automobiles,Breganze,MalPatSaj_wikipedia
Legea,Consumer goods,Clothing & accessories,Pompei,MalPatSaj_wikipedia
Leonardo S.p.A.,Industrials,Aerospace & defense,Rome,MalPatSaj_wikipedia
Livingston Energy Flight,Consumer services,Airlines,Milan,MalPatSaj_wikipedia
Loacker,Consumer goods,Food products,Ritten[7],MalPatSaj_wikipedia
Loro Piana,Consumer goods,Clothing & accessories,Quarona,MalPatSaj_wikipedia
Lotto Sport Italia,Consumer goods,Clothing & accessories,Treviso,MalPatSaj_wikipedia
Luigi Borrelli,Consumer goods,Clothing & accessories,Naples,MalPatSaj_wikipedia
Luxottica,Consumer goods,Clothing & accessories,Milan,MalPatSaj_wikipedia
Macron,Consumer goods,Clothing & accessories,Crespellano,MalPatSaj_wikipedia
Magneti Marelli,Consumer goods,Auto parts,Corbetta,MalPatSaj_wikipedia
Magni,Consumer goods,Automobiles,Samarate,MalPatSaj_wikipedia
Malaguti,Consumer goods,Automobiles,San Lazzaro di Savena,MalPatSaj_wikipedia
Mandarina Duck,Consumer goods,Clothing & accessories,Bologna,MalPatSaj_wikipedia
Manfrotto,Consumer goods,Recreational products,Cassola,MalPatSaj_wikipedia
Mapei,Industrials,Building materials & fixtures,Milan,MalPatSaj_wikipedia
Marni,Consumer goods,Clothing & accessories,Milan,MalPatSaj_wikipedia
Martini & Rossi,Consumer goods,Distillers & vintners,Turin,MalPatSaj_wikipedia
Marzocchi,Consumer goods,Recreational products,Bologna,MalPatSaj_wikipedia
Marzotto,Consumer goods,Clothing & accessories,Valdagno,MalPatSaj_wikipedia
Maserati,Consumer goods,Automobiles,Modena,MalPatSaj_wikipedia
Massimo Zanetti Beverage Group,Consumer goods,Beverages,Bologna,MalPatSaj_wikipedia
Max Mara,Consumer goods,Clothing & accessories,Reggio Emilia,MalPatSaj_wikipedia
MD Discount,Consumer services,Food retailers & wholesalers,Gricignano di Aversa,MalPatSaj_wikipedia
Mediobanca,Financials,Banks,Milan,MalPatSaj_wikipedia
Memphis Group,Industrials,Business support services,Milan,MalPatSaj_wikipedia
Menarini,Health care,Pharmaceuticals,Florence,MalPatSaj_wikipedia
Meridiana,Consumer services,Airlines,Olbia,MalPatSaj_wikipedia
Miche,Consumer goods,Recreational products,San Vendemiano,MalPatSaj_wikipedia
Milano Assicurazioni,Financials,Property & casualty insurance,Milan,MalPatSaj_wikipedia
Minarelli,Consumer goods,Auto parts,Calderara di Reno,MalPatSaj_wikipedia
Minardi,Consumer goods,Automobiles,Faenza,MalPatSaj_wikipedia
Missoni,Consumer goods,Clothing & accessories,Varese,MalPatSaj_wikipedia
Miu Miu,Consumer goods,Clothing & accessories,Milan,MalPatSaj_wikipedia
Mivar,Consumer goods,Consumer electronics,Abbiategrasso,MalPatSaj_wikipedia
Moby Lines,Industrials,Marine transportation,Milan,MalPatSaj_wikipedia
Momo,Consumer goods,Auto parts,Milan,MalPatSaj_wikipedia
Mondial,Consumer goods,Automobiles,Manerbio,MalPatSaj_wikipedia
Moon Boot,Consumer goods,Footwear,Giavera del Montello,MalPatSaj_wikipedia
Morbidelli,Consumer goods,Automobiles,Pesaro,MalPatSaj_wikipedia
Moretti Motor Company,Consumer goods,Automobiles,Turin,MalPatSaj_wikipedia
Moschino,Consumer goods,Clothing & accessories,Milan,MalPatSaj_wikipedia
Moser Cicli,Consumer goods,Recreational products,Trento,MalPatSaj_wikipedia
Moto Guzzi,Consumer goods,Automobiles,Mandello del Lario,MalPatSaj_wikipedia
Moto Morini,Consumer goods,Automobiles,Bologna,MalPatSaj_wikipedia
Moto Rumi,Consumer goods,Automobiles,Bergamo,MalPatSaj_wikipedia
Motobi,Consumer goods,Automobiles,Pesaro,MalPatSaj_wikipedia
Mutti,Consumer goods,Food products,Montechiarugolo,MalPatSaj_wikipedia
MV Agusta,Consumer goods,Automobiles,Varese,MalPatSaj_wikipedia
Nardi,Consumer goods,Automobiles,Turin,MalPatSaj_wikipedia
Natuzzi,Consumer goods,Furnishings,Santeramo in Colle,MalPatSaj_wikipedia
Neos,Consumer services,Airlines,Somma Lombardo,MalPatSaj_wikipedia
New Holland Construction,Industrials,Commercial vehicles & trucks,Turin,MalPatSaj_wikipedia
Nolan,Consumer goods,Auto parts,Bergamo,MalPatSaj_wikipedia
Nordica,Consumer goods,Clothing & accessories,Giavera del Montello,MalPatSaj_wikipedia
Novarossi,Consumer goods,Recreational products,Monticelli Brusati,MalPatSaj_wikipedia
Nuova Cometra,Industrials,Commercial rail vehicles,Pace del Mela,MalPatSaj_wikipedia
Nuovo Banco Ambrosiano,Financials,Banks,Milan,MalPatSaj_wikipedia
OSCA,Consumer goods,Automobiles,San Lazzaro di Savena,MalPatSaj_wikipedia
Officine Meccaniche,Industrials,Commercial vehicles & trucks,Milan,MalPatSaj_wikipedia
Olidata,Technology,Software,Cesena,MalPatSaj_wikipedia
Olivetti,Consumer goods,Consumer electronics,Ivrea,MalPatSaj_wikipedia
OMAS,Consumer goods,Nondurable household products,Bologna,MalPatSaj_wikipedia
OMP Racing,Consumer goods,Auto parts,Ronco Scrivia,MalPatSaj_wikipedia
Onda Mobile Communication,Technology,Telecommunications equipment,Roveredo in Piano,MalPatSaj_wikipedia
Osella,Consumer goods,Automobiles,Verolengo,MalPatSaj_wikipedia
Ostoni,Consumer goods,Durable household products,Cormano,MalPatSaj_wikipedia
OTO Melara,Industrials,Defense,Rome,MalPatSaj_wikipedia
OZ Group,Consumer goods,Tires,San Martino di Lupari,MalPatSaj_wikipedia
Pagani,Consumer goods,Automobiles,San Cesario sul Panaro,MalPatSaj_wikipedia
Pal Zileri,Consumer goods,Clothing & accessories,Vicenza,MalPatSaj_wikipedia
Panerai,Consumer goods,Clothing & accessories,Milan,MalPatSaj_wikipedia
Panini Comics,Consumer services,Publishing,Modena,MalPatSaj_wikipedia
Parmalat,Consumer goods,Food products,Collecchio,MalPatSaj_wikipedia
Partenavia,Industrials,Aerospace,Arzano,MalPatSaj_wikipedia
Paton,Consumer goods,Automobiles,Settimo Milanese,MalPatSaj_wikipedia
Peg Perego,Consumer goods,Toys,Arcore,MalPatSaj_wikipedia
Perazzi,Industrials,Defense,Brescia,MalPatSaj_wikipedia
Perfetti Van Melle,Consumer goods,Food products,Lainate/Breda,MalPatSaj_wikipedia
Perini Navi,Industrials,Shipbuilding,Viareggio,MalPatSaj_wikipedia
Permasteelisa,Industrials,Heavy construction,Vittorio Veneto,MalPatSaj_wikipedia
Peroni S.p.A.,Consumer goods,Recreational products,Gallarate,MalPatSaj_wikipedia
Persol,Consumer goods,Clothing & accessories,Agordo,MalPatSaj_wikipedia
Perugina,Consumer goods,Food products,Perugia,MalPatSaj_wikipedia
Piaggio Aerospace,Industrials,Aerospace & defense,Genoa,MalPatSaj_wikipedia
Piaggio,Consumer goods,Automobiles,Pontedera,MalPatSaj_wikipedia
Pinarello,Consumer goods,Recreational products,Treviso,MalPatSaj_wikipedia
Pininfarina,Consumer goods,Automobiles,Cambiano,MalPatSaj_wikipedia
Pirelli,Consumer goods,Tires,Milan,MalPatSaj_wikipedia
Pogliaghi,Consumer goods,Recreational products,Milan,MalPatSaj_wikipedia
Police,Consumer goods,Clothing & accessories,Venice,MalPatSaj_wikipedia
Poste Air Cargo,Consumer services,Airlines,Rome,MalPatSaj_wikipedia
Poste italiane,Industrials,Delivery services,Rome,MalPatSaj_wikipedia
Prada,Consumer goods,Clothing & accessories,Milan,MalPatSaj_wikipedia
Prinetti & Stucchi,Consumer goods,Recreational products,Milan,MalPatSaj_wikipedia
Prysmian Group,Industrials,Electrical components & equipment,Milan,MalPatSaj_wikipedia
RAI,Consumer services,Broadcasting & entertainment,Rome,MalPatSaj_wikipedia
Rancilio,Consumer goods,Durable household products,Parabiago,MalPatSaj_wikipedia
Ray-Ban,Consumer goods,Clothing & accessories,Milan,MalPatSaj_wikipedia
RCS MediaGroup,Consumer services,Publishing,Milan,MalPatSaj_wikipedia
Rifle,Consumer goods,Clothing & accessories,Prato,MalPatSaj_wikipedia
Rizzani de Eccher,Industrials,Heavy construction,Pozzuolo del Friuli,MalPatSaj_wikipedia
Sabelt,Consumer goods,Auto parts,Turin,MalPatSaj_wikipedia
Saeco,Consumer goods,Durable household products,Bologna,MalPatSaj_wikipedia
Safilo,Consumer goods,Clothing & accessories,Padua,MalPatSaj_wikipedia
Salini Impregilo,Industrials,Heavy construction,Milan,MalPatSaj_wikipedia
Salvatore Ferragamo S.p.A.,Consumer goods,Clothing & accessories,Florence,MalPatSaj_wikipedia
San Pellegrino,Consumer goods,Beverages,San Pellegrino Terme,MalPatSaj_wikipedia
Saras S.p.A.,Oil & gas,Oil & gas exploration & production,Sarroch,MalPatSaj_wikipedia
Seleco,Consumer goods,Consumer electronics,Milan,MalPatSaj_wikipedia
Selex ES,Industrials,Aerospace,Rome,MalPatSaj_wikipedia
Sergio Rossi,Consumer goods,Footwear,Milan,MalPatSaj_wikipedia
Shy,Consumer goods,Clothing & accessories,Venice,MalPatSaj_wikipedia
Siae Microelettronica,Technology,Telecommunications equipment,Cologno Monzese,MalPatSaj_wikipedia
SIAI-Marchetti,Industrials,Aerospace,Sesto Calende,MalPatSaj_wikipedia
Sicom test,Technology,Telecommunications equipment,Trieste,MalPatSaj_wikipedia
Sigma-Tau,Health care,Pharmaceuticals,Pomezia,MalPatSaj_wikipedia
Simmel Difesa,Industrials,Defense,Colleferro,MalPatSaj_wikipedia
Smeg,Consumer goods,Durable household products,Guastalla,MalPatSaj_wikipedia
Snam,Utilities,Gas distribution,San Donato Milanese,MalPatSaj_wikipedia
SNAV,Industrials,Marine transportation,Naples,MalPatSaj_wikipedia
Società Generale Immobiliare,Financials,Real estate holding & development,Rome,MalPatSaj_wikipedia
Società Torinese Automobili Rapid,Consumer goods,Automobiles,Turin,MalPatSaj_wikipedia
Soilmec,Industrials,Commercial vehicles & trucks,Cesena,MalPatSaj_wikipedia
Somec,Consumer goods,Recreational products,Lugo,MalPatSaj_wikipedia
Sparco,Consumer goods,Auto parts,Volpiano,MalPatSaj_wikipedia
SPEA,Technology,Semiconductors,Volpiano,MalPatSaj_wikipedia
Suomy,Consumer goods,Auto parts,Inverigo,MalPatSaj_wikipedia
Superga,Consumer goods,Footwear,Turin,MalPatSaj_wikipedia
Tanfoglio,Industrials,Defense,Gardone Val Trompia,MalPatSaj_wikipedia
Techint,Conglomerates,-,Milan,MalPatSaj_wikipedia
Technogym,Consumer goods,Recreational products,Cesena,MalPatSaj_wikipedia
Terra Modena,Consumer goods,Automobiles,Modena,MalPatSaj_wikipedia
Tirrenia,Industrials,Marine transportation,Naples,MalPatSaj_wikipedia
Tod's,Consumer goods,Clothing & accessories,Sant'Elpidio a Mare,MalPatSaj_wikipedia
Trussardi,Consumer goods,Clothing & accessories,Milan,MalPatSaj_wikipedia
Tuaca,Consumer goods,Distillers & vintners,Livorno,MalPatSaj_wikipedia
UBI Banca,Financials,Banks,Bergamo,MalPatSaj_wikipedia
UniCredit,Financials,Banks,Porta Nuova,MalPatSaj_wikipedia
Unipol,Financials,Banks,Bologna,MalPatSaj_wikipedia
UnoAErre,Consumer goods,Clothing & accessories,Arezzo,MalPatSaj_wikipedia
Valentino SpA,Consumer goods,Clothing & accessories,Milan,MalPatSaj_wikipedia
Versace,Consumer goods,Clothing & accessories,Milan,MalPatSaj_wikipedia
Vespa,Consumer goods,Automobiles,Pontedera,MalPatSaj_wikipedia
VF Venieri,Industrials,Commercial vehicles & trucks,Lugo,MalPatSaj_wikipedia
Viberti,Consumer goods,Automobiles,Pescara,MalPatSaj_wikipedia
Vibram,Consumer goods,Footwear,Albizzate,MalPatSaj_wikipedia
Vignale,Industrials,Commercial vehicles & trucks,Turin,MalPatSaj_wikipedia
Viscount,Consumer goods,Recreational products,Mondaino,MalPatSaj_wikipedia
VM Motori,Consumer goods,Auto parts,Cento,MalPatSaj_wikipedia
Voiello,Consumer goods,Food products,Torre Annunziata,MalPatSaj_wikipedia
Vyrus,Consumer goods,Automobiles,Coriano,MalPatSaj_wikipedia
Webuild,Industrials,Heavy construction,Milan,MalPatSaj_wikipedia
Wilier Triestina,Consumer goods,Recreational products,Rossano Veneto,MalPatSaj_wikipedia
YOOX Net-a-Porter Group,Consumer services,Clothing & accessories,Milan,MalPatSaj_wikipedia
Zagato,Industrials,Commercial vehicles & trucks,Rho,MalPatSaj_wikipedia
Zambon,Health care,Pharmaceuticals,Bresso,MalPatSaj_wikipedia
Zamperla,Consumer goods,Recreational products,Vicenza,MalPatSaj_wikipedia
Zanussi,Consumer goods,Durable household products,Pordenone,MalPatSaj_wikipedia
ABLV Bank,Financials,Banks,Riga,MalPatSaj_wikipedia
Aerodium Latvia,Industrials,Industrial machinery,Sigulda,MalPatSaj_wikipedia
AirBaltic,Consumer services,Airlines,Riga,MalPatSaj_wikipedia
Ave Line,Industrials,Marine transportation,Riga,MalPatSaj_wikipedia
Baltic Coal Terminal,Industrials,Transportation services,Ventspils,MalPatSaj_wikipedia
Banka Baltija,Financials,Banks,Riga,MalPatSaj_wikipedia
Bank of Latvia,Financials,Banks,Riga,MalPatSaj_wikipedia
Bellaccord Electro,Consumer services,Broadcasting & entertainment,Riga,MalPatSaj_wikipedia
Cēsu Alus,Consumer goods,Brewers,Cēsis,MalPatSaj_wikipedia
Citadele Banka,Financials,Banks,Riga,MalPatSaj_wikipedia
Dartz,Consumer goods,Automobiles,Riga,MalPatSaj_wikipedia
Diena,Consumer services,Publishing,Riga,MalPatSaj_wikipedia
Double Coffee,Consumer services,Restaurants & bars,Riga,MalPatSaj_wikipedia
Elko Grupa,Consumer goods,Consumer electronics,Riga,MalPatSaj_wikipedia
Ford-Vairogs,Consumer goods,Automobiles,Riga,MalPatSaj_wikipedia
Forticom,Technology,Software,Riga,MalPatSaj_wikipedia
Grindeks,Health care,Pharmaceuticals,Riga,MalPatSaj_wikipedia
Inversija,Industrials,Delivery services,Riga,MalPatSaj_wikipedia
Just5,Telecommunications,Telecommunications equipment,Riga,MalPatSaj_wikipedia
Laima,Consumer goods,Food products,Riga,MalPatSaj_wikipedia
Lattelecom,Telecommunications,Fixed line telecommunications,Riga,MalPatSaj_wikipedia
Latvenergo,Utilities,Conventional electricity,Riga,MalPatSaj_wikipedia
Latvian Mobile Telephone,Telecommunications,Mobile telecommunications,Riga,MalPatSaj_wikipedia
Latvian Shipping Company,Industrials,Marine transportation,Riga,MalPatSaj_wikipedia
Latvijas Balzams,Consumer goods,Soft drinks,Riga,MalPatSaj_wikipedia
Latvijas Gāze,Oil & gas,Exploration & production,Riga,MalPatSaj_wikipedia
Latvijas Krājbanka,Financials,Banks,Riga,MalPatSaj_wikipedia
Latvijas Pasts,Logistics,Delivery services,Riga,MalPatSaj_wikipedia
Microphone Records,Consumer services,Broadcasting & entertainment,Riga,MalPatSaj_wikipedia
Norvik Banka,Financials,Banks,Riga,MalPatSaj_wikipedia
Olainfarm,Health care,Pharmaceuticals,Olaine,MalPatSaj_wikipedia
Parex Bank,Financials,Banks,Riga,MalPatSaj_wikipedia
PrivatBank Latvia,Financials,Banks,Riga,MalPatSaj_wikipedia
RAF-Avia,Consumer services,Airlines,Riga,MalPatSaj_wikipedia
Rietumu Banka,Financials,Banks,Riga,MalPatSaj_wikipedia
Riga Autobus Factory,Consumer goods,Automobiles,Riga,MalPatSaj_wikipedia
Rimi Baltic,Consumer services,Food retailers & wholesalers,Riga,MalPatSaj_wikipedia
Russo-Balt,Consumer goods,Automobiles,Riga,MalPatSaj_wikipedia
SAF Tehnika,Technology,Telecommunications equipment,Riga,MalPatSaj_wikipedia
SEB Unibanka,Financials,Banks,Riga,MalPatSaj_wikipedia
Sereal,Consumer goods,Recreational products,Riga,MalPatSaj_wikipedia
SmartLynx Airlines,Consumer services,Airlines,Mārupe,MalPatSaj_wikipedia
VEF,Consumer goods,Consumer electronics,Riga,MalPatSaj_wikipedia
Achema,Basic materials,Specialty chemicals,Jonava,MalPatSaj_wikipedia
Alita,Consumer goods,Brewers,Alytus,MalPatSaj_wikipedia
Apranga,Consumer services,Apparel retailers,Vilnius,MalPatSaj_wikipedia
Aurela,Consumer services,Airlines,Vilnius,MalPatSaj_wikipedia
Avia Solutions Group,Industrials,Transportation services,Vilnius,MalPatSaj_wikipedia
AviaAM Leasing,Industrials,Transportation services,Vilnius,MalPatSaj_wikipedia
Aviavilsa,Industrials,Delivery services,Vilnius,MalPatSaj_wikipedia
Avion Express,Consumer services,Airlines,Vilnius,MalPatSaj_wikipedia
Baltija Shipbuilding Yard,Industrials,Commercial vehicles & trucks,Klaipėda,MalPatSaj_wikipedia
Baltik vairas,Consumer goods,Recreational products,Šiauliai,MalPatSaj_wikipedia
Čili,Consumer services,Restaurants & bars,Vilnius,MalPatSaj_wikipedia
DOT LT,Consumer services,Airlines,Karmėlava,MalPatSaj_wikipedia
Dvarčionių keramika,Industrials,Building materials & fixtures,Vilnius,MalPatSaj_wikipedia
Ekspla,Industrials,Electronic equipment,Vilnius,MalPatSaj_wikipedia
Gubernija,Consumer goods,Brewers,Šiauliai,MalPatSaj_wikipedia
Kalnapilis,Consumer goods,Brewers,Panevėžys,MalPatSaj_wikipedia
Lietuvos Dujos,Utilities,Gas distribution,Vilnius,MalPatSaj_wikipedia
