company_name,company_industry,company_legal_form,file_name
Tata Interactive Systems,IT Services & Consulting,,AmbitionBox
The Hindu Group,Printing & Publishing,Public,AmbitionBox
Kommineni Infotech,IT Services & Consulting,Private,AmbitionBox
Aress Software and Education Technologies,IT Services & Consulting,Private,AmbitionBox
Endress Hauser,Industrial Automation,Private,AmbitionBox
Prometric Testing,Software Product,Private,AmbitionBox
ABIL Group,Real Estate,Private,AmbitionBox
Jobby Engineers,Engineering & Construction,Private,AmbitionBox
Elkayem Auto Ancillaries,Industrial Machinery,,AmbitionBox
Lakshmi Hyundai,Automobile,Private,AmbitionBox
FM LOGISTIC,Logistics,Private,AmbitionBox
Tekion,Internet,Private,AmbitionBox
Cex Webuy Entertainment,Retail,Private,AmbitionBox
M Tech Innovations,Electronics Manufacturing,Private,AmbitionBox
Mindseed,Education & Training,Private,AmbitionBox
Transact Global,BPO,Private,AmbitionBox
SysArc Infomatix,Investment Banking / Venture Capital / Private Equity,Private,AmbitionBox
IFTM University,Education & Training,Private,AmbitionBox
Huron Consulting Group,IT Services & Consulting,Private,AmbitionBox
Akorn,Pharma,Private,AmbitionBox
Six Red Marbles,EdTech,Private,AmbitionBox
Shankar Packagings,Packaging,Private,AmbitionBox
Nahars Engineering India,Auto Components,,AmbitionBox
W Pratiksha Hospital,Healthcare,Private,AmbitionBox
Gram Panchayat,Government,,AmbitionBox
Skp Business Consulting Llp,Management Consulting,,AmbitionBox
Bhilai Iron And Steel Processing Company,Iron & Steel,Private,AmbitionBox
VBeyond Corporation,Recruitment,Private,AmbitionBox
Dezire Research,Investment Banking / Venture Capital / Private Equity,,AmbitionBox
Birla Open Minds International School,Education & Training,Private,AmbitionBox
Belstar Microfinance,NBFC,,AmbitionBox
Cherise India,FMCG,,AmbitionBox
ABP Network,Broadcasting,,AmbitionBox
QUADRANT RESOURCE LLC,IT Services & Consulting,,AmbitionBox
Kaar Tech,IT Services & Consulting,Private,AmbitionBox
Way2wealth Brokers,Financial Services,Private,AmbitionBox
Eastern Book Company,Printing & Publishing,Private,AmbitionBox
Arbro Pharmaceuticals,Pharma,Private,AmbitionBox
TTK Services,Recruitment,Private,AmbitionBox
Aero Club,Education & Training,Private,AmbitionBox
Steadfast Medishield,Pharma,,AmbitionBox
Komatsu,Industrial Machinery,Private,AmbitionBox
ServiceNow,IT Services & Consulting,Public,AmbitionBox
NIMHANS,Healthcare,Private,AmbitionBox
Facilities And Building Solutions,Engineering & Construction,Private,AmbitionBox
Asian Colour Coated Ispat,Metals & Mining,Private,AmbitionBox
ARC Document Solutions,Printing & Publishing,Private,AmbitionBox
Zopper,Internet,Private,AmbitionBox
Live Connections,Recruitment,Private,AmbitionBox
SAN Engineering & Locomotive,Industrial Machinery,Public,AmbitionBox
Indo-Tibetan Border Police,Government,Private,AmbitionBox
Maple Digital Technology,Retail,Private,AmbitionBox
Government of Madhya Pradesh,Government,Private,AmbitionBox
Ashland,Chemicals,Private,AmbitionBox
Rishi Laser,Manufacturing,Public,AmbitionBox
Finoit Technologies,IT Services & Consulting,Private,AmbitionBox
Amalgamated Plantations,Beverage,Private,AmbitionBox
Fitkids Education and Training,Education & Training,,AmbitionBox
Digitas,Marketing & Advertising,Public,AmbitionBox
Lohia Auto Industries,Automobile,Private,AmbitionBox
Gyansys Infotech,IT Services & Consulting,Private,AmbitionBox
Vee Gee Industrial Enterprises,Electronics Manufacturing,Private,AmbitionBox
General Motors Technical Centre India,Automobile,,AmbitionBox
Total Shipping & Logistics,Logistics,,AmbitionBox
Centurion University of Technology and Management,Education & Training,Private,AmbitionBox
SIMA Labs,Waste Management,,AmbitionBox
Ramco Steels,Iron & Steel,,AmbitionBox
Bhavani Erectors,Engineering & Construction,Private,AmbitionBox
Innova Captab,Pharma,Public,AmbitionBox
MGM Medical College & Hospital,Healthcare,Private,AmbitionBox
Noble Hospital,Healthcare,Private,AmbitionBox
C2L BIZ,Internet,Private,AmbitionBox
ARC Document Solutions,Printing & Publishing,Private,AmbitionBox
Classic Stripes,Auto Components,Private,AmbitionBox
Vikram Sarabhai Space Centre,Defence & Aerospace,,AmbitionBox
Aakash Hospital,Healthcare,,AmbitionBox
Merino Panel Products,Furniture & Furnishing,,AmbitionBox
Gala Precision Engineering,Engineering & Construction,Private,AmbitionBox
Transformers & Rectifiers (India),Electrical Equipment,Private,AmbitionBox
Amalgamated Plantations,Beverage,Private,AmbitionBox
Tata Mutual Fund,Financial Services,Public,AmbitionBox
S.k Educations,Education & Training,Private,AmbitionBox
Eat 'N' Fit Agro Foods,Food Processing,Private,AmbitionBox
SecUR Credentials,Recruitment,Private,AmbitionBox
Vidal Health Insurance,Insurance,,AmbitionBox
Facilities And Building Solutions,Engineering & Construction,Private,AmbitionBox
SAN Engineering & Locomotive,Industrial Machinery,Public,AmbitionBox
Innova Captab,Pharma,Public,AmbitionBox
Fitkids Education and Training,Education & Training,,AmbitionBox
Govind Milk & Milk Products,Food Processing,Private,AmbitionBox
Digitas,Marketing & Advertising,Public,AmbitionBox
Lohia Auto Industries,Automobile,Private,AmbitionBox
Gyansys Infotech,IT Services & Consulting,Private,AmbitionBox
Bhavani Erectors,Engineering & Construction,Private,AmbitionBox
Total Shipping & Logistics,Logistics,,AmbitionBox
SIMA Labs,Waste Management,,AmbitionBox
Centurion University of Technology and Management,Education & Training,Private,AmbitionBox
Ramco Steels,Iron & Steel,,AmbitionBox
MGM Medical College & Hospital,Healthcare,Private,AmbitionBox
Bobst India,Industrial Machinery,Private,AmbitionBox
Mangal Industries,Auto Components,Private,AmbitionBox
Goodrich Maritime,Logistics,,AmbitionBox
Prayag Polymers,Petrochemicals,Private,AmbitionBox
Preet Group,,Private,AmbitionBox
SecUR Credentials,Recruitment,Private,AmbitionBox
Eat 'N' Fit Agro Foods,Food Processing,Private,AmbitionBox
Tradologie.com,Internet,,AmbitionBox
Tirupati Life Sciences,Pharma,Private,AmbitionBox
Ramraj Cotton,Fashion & Textile,Private,AmbitionBox
Govind Milk & Milk Products,Food Processing,Private,AmbitionBox
TNS,Telecom,Private,AmbitionBox
Elite Engineering And Construction,Engineering & Construction,Private,AmbitionBox
Jash Engineering,Engineering & Construction,Public,AmbitionBox
Pilot Industries,Metals & Mining,Private,AmbitionBox
Vidal Health Insurance,Insurance,,AmbitionBox
MINI MUTHOOTTU NIDHI K,NBFC,Public,AmbitionBox
Saburi TLC,IT Services & Consulting,Private,AmbitionBox
Vertafore,IT Services & Consulting,Private,AmbitionBox
Osource Global,,,AmbitionBox
Marelli Motherson Automotive Lighting,,,AmbitionBox
iNeuron.ai,,,AmbitionBox
IFAS Edutech,EdTech,Private,AmbitionBox
Oda Class,EdTech,,AmbitionBox
Ketsaal Retails,Other,LLP,AmbitionBox
Navigators Software,IT Services & Consulting,Private,AmbitionBox
Desnor Destination,Travel & Tourism,,AmbitionBox
Sigma Engineered Solutions,,,AmbitionBox
Meghmani Industries,Agro Chemicals,Public,AmbitionBox
Jal International,Oil & Gas,Private,AmbitionBox
SAG Infotech,IT Services & Consulting,Private,AmbitionBox
Express Clinics,Healthcare,Private,AmbitionBox
Exilant Technologies,IT Services & Consulting,Private,AmbitionBox
CAMP Systems,IT Services & Consulting,Private,AmbitionBox
Delta Power Solutions,Electronics Manufacturing,Private,AmbitionBox
PGIMER,Education & Training,Private,AmbitionBox
Netxcell,Telecom,Private,AmbitionBox
Aditya Birla Chemicals,Chemicals,Public,AmbitionBox
Patni Computer Systems,Consumer Electronics & Appliances,Private,AmbitionBox
KHD Humboldt Wedag,Industrial Machinery,Private,AmbitionBox
Simbhaoli Sugars,Food Processing,Public,AmbitionBox
The West Coast Paper Mills,Pulp & Paper,Public,AmbitionBox
AMW Motors,Automobile,Private,AmbitionBox
Vikram Hospital,Healthcare,Private,AmbitionBox
Sanghvi Movers,BPO,Public,AmbitionBox
Konstelec Engineers,Engineering & Construction,Private,AmbitionBox
Greytip Software,Software Product,Private,AmbitionBox
Hungama Digital Media Entertainment,Media & Entertainment,,AmbitionBox
Prince Aly Khan Hospital,Healthcare,Private,AmbitionBox
Mantra Softech,IT Services & Consulting,Private,AmbitionBox
Omni Hospital,Healthcare,Private,AmbitionBox
Smilax Laboratories,Pharma,,AmbitionBox
Gleeds Hooloomann Consulting,Real Estate,Private,AmbitionBox
The India Thermit Corporation,Industrial Machinery,Public,AmbitionBox
INDOASIAN,Semiconductors,Private,AmbitionBox
MAT Brakes,Industrial Machinery,Private,AmbitionBox
HM Constructions,Engineering & Construction,,AmbitionBox
Mepro Pharmaceuticals,Pharma,,AmbitionBox
Porus Laboratories,Chemicals,Private,AmbitionBox
Tecosim Engineering Services,Industrial Machinery,Private,AmbitionBox
Ultratech Cement Ltd- Rmc Div,Engineering & Construction,,AmbitionBox
Exilant Technologies,IT Services & Consulting,Private,AmbitionBox
Valued Epistemics,EdTech,Private,AmbitionBox
Greytrix,IT Services & Consulting,Private,AmbitionBox
Techolution,IT Services & Consulting,Private,AmbitionBox
TransPerfect,Hardware & Networking,,AmbitionBox
Senvion,Power,Private,AmbitionBox
Liebherr,Industrial Machinery,Private,AmbitionBox
Naresh Kumar & Co.,Urban Transport,Private,AmbitionBox
Oorja Technical Services,Electrical Equipment,Private,AmbitionBox
Naga,Food Processing,Public,AmbitionBox
Srikalahasthi Pipes,Metals & Mining,Public,AmbitionBox
IPL Biologicals,Agriculture,Public,AmbitionBox
Greytip Software,Software Product,Private,AmbitionBox
Hungama Digital Media Entertainment,Media & Entertainment,,AmbitionBox
Basavatarakam Indo American Cancer Hospital Research Institute,Healthcare,Private,AmbitionBox
HTL,Telecom,Private,AmbitionBox
Amp Motors,Automobile,Private,AmbitionBox
Tecosim Engineering Services,Industrial Machinery,Private,AmbitionBox
Ultratech Cement Ltd- Rmc Div,Engineering & Construction,,AmbitionBox
New Swan Multitech,Industrial Machinery,Private,AmbitionBox
Porus Laboratories,Chemicals,Private,AmbitionBox
AL Rashid Trading and Contracting Company,Engineering & Construction,Private,AmbitionBox
Baker Gauges,Semiconductors,Private,AmbitionBox
Simbhaoli Sugars,Food Processing,Public,AmbitionBox
Express Clinics,Healthcare,Private,AmbitionBox
Vestian Global Workplace Services,Real Estate,Private,AmbitionBox
LIC Mutual Fund,Financial Services,Public,AmbitionBox
Karbonn Mobile,Electronics Manufacturing,Private,AmbitionBox
Vayam Technologies,IT Services & Consulting,Private,AmbitionBox
Nelson Global Products,Industrial Machinery,Private,AmbitionBox
Nelson Global Products,Industrial Machinery,Private,AmbitionBox
DSM,Chemicals,Private,AmbitionBox
Gleeds Hooloomann Consulting,Real Estate,Private,AmbitionBox
The India Thermit Corporation,Industrial Machinery,Public,AmbitionBox
Prince Aly Khan Hospital,Healthcare,Private,AmbitionBox
MAMTA Health Institute for Mother and child,Healthcare,,AmbitionBox
Radiant Polymers,Auto Components,,AmbitionBox
Duncans Industries,Food Processing,Public,AmbitionBox
Western Heat And Forge,Industrial Machinery,Private,AmbitionBox
Metec Design & Construction Engineers,Engineering & Construction,,AmbitionBox
Smilax Laboratories,Pharma,,AmbitionBox
Mantra Softech,IT Services & Consulting,Private,AmbitionBox
Omni Hospital,Healthcare,Private,AmbitionBox
HM Constructions,Engineering & Construction,,AmbitionBox
Bondada Engineering,Engineering & Construction,Private,AmbitionBox
CL MICROMED,Medical Equipment,,AmbitionBox
Lifcare Pharmacy,Pharma,Private,AmbitionBox
ADNH Compass,Hospitality,Private,AmbitionBox
Ghantoot Gulf Contracting,,,AmbitionBox
Frontizo Business Services,BPO,Private,AmbitionBox
Network Intelligence India,Law Enforcement & Security,Private,AmbitionBox
Glatt Systems,Pharma,Private,AmbitionBox
Sahu Exports,Fashion & Textile,Private,AmbitionBox
Ncr Eduservices,Education & Training,Private,AmbitionBox
Ramani Ice Cream Co.,Food Processing,Private,AmbitionBox
DM Wayanad Institute of Medical Sciences,Education & Training,Private,AmbitionBox
TEXILA AMERICAN UNIVERSITY,Education & Training,Private,AmbitionBox
Mepro Pharmaceuticals,Pharma,,AmbitionBox
Deepak Fasteners,Industrial Machinery,,AmbitionBox
Lion Services,Facility Management Services,Private,AmbitionBox
Lynk,Logistics,Private,AmbitionBox
Sri Chaitanya Junior College,Education & Training,Private,AmbitionBox
Rotodyne Industries,Industrial Machinery,Private,AmbitionBox
SNS Group,Engineering & Construction,Private,AmbitionBox
Student Life,Non-Profit,,AmbitionBox
Sellcraft Global Solutions,IT Services & Consulting,,AmbitionBox
Hetero Biopharma,Pharma,Private,AmbitionBox
Signex Technologies,Software Product,,AmbitionBox
Wood PLC,Engineering & Construction,,AmbitionBox
DBG TECHNOLOGIES PVT,Electronics Manufacturing,,AmbitionBox
Ola cars,,,AmbitionBox
Ajio Business,,,AmbitionBox
Servotech Power Systems,Electrical Equipment,Public,AmbitionBox
Portescap,Electronics Manufacturing,Private,AmbitionBox
Lister Technologies,IT Services & Consulting,Private,AmbitionBox
Ventech (India),Auto Components,Private,AmbitionBox
Sri Mookambika Infosolutions,IT Services & Consulting,Private,AmbitionBox
Gracenote,Media & Entertainment,Public,AmbitionBox
Alps Industries,Fashion & Textile,Public,AmbitionBox
Saarathi Healthcare,Healthcare,Private,AmbitionBox
PFSweb,Logistics,Private,AmbitionBox
NRP Projects,Engineering & Construction,Private,AmbitionBox
RDM India,Aviation,Private,AmbitionBox
Anglo-French Drugs & Industries,Pharma,Private,AmbitionBox
Saudi Arabian Airlines,Aviation,Private,AmbitionBox
Panamax Infotech,IT Services & Consulting,Private,AmbitionBox
Velan Info Services,IT Services & Consulting,Private,AmbitionBox
Supertron Electronics,IT Services & Consulting,Private,AmbitionBox
Mahesh Tutorials,Education & Training,Private,AmbitionBox
Pentagon System and Services,IT Services & Consulting,Private,AmbitionBox
Zigma Technologies,IT Services & Consulting,Private,AmbitionBox
Listenlights,Electrical Equipment,,AmbitionBox
Grb Dairy Foods,Food Processing,,AmbitionBox
Astec LifeSciences,Agro Chemicals,Public,AmbitionBox
Centex Exports,Fashion & Textile,Private,AmbitionBox
Vivekananda Hospital,Healthcare,Private,AmbitionBox
Space Matrix Design Consultants,Real Estate,Private,AmbitionBox
Maiyas Beverages Foods,FMCG,Private,AmbitionBox
Zivame.com,Fashion & Textile,Private,AmbitionBox
Jm Frictech,Industrial Machinery,,AmbitionBox
West Bengal Power Development Corporation,Power,Public,AmbitionBox
Multitex Filtration Engineers,Industrial Machinery,,AmbitionBox
DesignCafe,Retail,Private,AmbitionBox
Zicom Electronic Security Systems,Consumer Electronics & Appliances,Public,AmbitionBox
Bafna Motors,Automobile,Private,AmbitionBox
Nandan Petrochem,Oil & Gas,Public,AmbitionBox
Jaycee Punching Solution,Electronics Manufacturing,Private,AmbitionBox
Gvk Power & Infrastructure,Aviation,Public,AmbitionBox
Shree Shubham Logistics,Logistics,Public,AmbitionBox
Decon Telecom Solutions,Telecom,,AmbitionBox
Foodhall Future Group,Retail,Public,AmbitionBox
Cmc Limited. A Tata Enterprise,Engineering & Construction,,AmbitionBox
ACS Global Tech Solutions,IT Services & Consulting,,AmbitionBox
NRP Projects,Engineering & Construction,Private,AmbitionBox
Alps Industries,Fashion & Textile,Public,AmbitionBox
PFSweb,Logistics,Private,AmbitionBox
Sri Mookambika Infosolutions,IT Services & Consulting,Private,AmbitionBox
Saarathi Healthcare,Healthcare,Private,AmbitionBox
Nando's,Hospitality,Private,AmbitionBox
Getix Health,Analytics & KPO,,AmbitionBox
Gulshan Homz,Real Estate,Private,AmbitionBox
NU Hospitals,Healthcare,Private,AmbitionBox
Zigma Technologies,IT Services & Consulting,Private,AmbitionBox
Listenlights,Electrical Equipment,,AmbitionBox
Grb Dairy Foods,Food Processing,,AmbitionBox
ACS Global Tech Solutions,IT Services & Consulting,,AmbitionBox
Zicom Electronic Security Systems,Consumer Electronics & Appliances,Public,AmbitionBox
Nandan Petrochem,Oil & Gas,Public,AmbitionBox
Multitex Filtration Engineers,Industrial Machinery,,AmbitionBox
West Bengal Power Development Corporation,Power,Public,AmbitionBox
Bafna Motors,Automobile,Private,AmbitionBox
Salasar Techno Engineering,Iron & Steel,Public,AmbitionBox
Emmennar Pharma,Pharma,,AmbitionBox
Coherent Market Insights,Management Consulting,Private,AmbitionBox
Denso Ten Minda India,Auto Components,,AmbitionBox
Symsafe Systems,IT Services & Consulting,Private,AmbitionBox
Signutra,Pharma,,AmbitionBox
Best Corporation,Fashion & Textile,Private,AmbitionBox
Foodhall Future Group,Retail,Public,AmbitionBox
Shree Shubham Logistics,Logistics,Public,AmbitionBox
Cmc Limited. A Tata Enterprise,Engineering & Construction,,AmbitionBox
Premier Plasmotec,Petrochemicals,Private,AmbitionBox
DSK Toyota,Automobile,,AmbitionBox
DesignCafe,Retail,Private,AmbitionBox
Graviti Pharmaceuticals,Pharma,,AmbitionBox
Clean Science And Technology,Chemicals,Private,AmbitionBox
MRCC Solutions,IT Services & Consulting,,AmbitionBox
Jumbotail Technologies,Retail,,AmbitionBox
Kepler Healthcare,Pharma,Private,AmbitionBox
Mumbai District Central Co-operative Bank,Banking,Public,AmbitionBox
Eka Software Solutions,IT Services & Consulting,Private,AmbitionBox
Gea Process Engineering India,Food Processing,,AmbitionBox
Purnartha Investment Advisors,Investment Banking / Venture Capital / Private Equity,Private,AmbitionBox
Zahran Operation & Maintenance,IT Services & Consulting,Private,AmbitionBox
Entero Healthcare Solutions,Healthcare / Pharma,,AmbitionBox
Adani Electricity,,,AmbitionBox
Jai Kisan,Internet,,AmbitionBox
Opus Consulting Solutions,FinTech,Private,AmbitionBox
Gurukul School,,Private,AmbitionBox
Paytm Money,FinTech,Public,AmbitionBox
EzappSolution,IT Services & Consulting,Private,AmbitionBox
ElringKlinger AG,,Private,AmbitionBox
DCM Infotech,IT Services & Consulting,Public,AmbitionBox
Optus Infotech,IT Services & Consulting,,AmbitionBox
Glass Wall Systems,Other,Private,AmbitionBox
Viraaj Ventures,Real Estate,,AmbitionBox
BESIX,Engineering & Construction,,AmbitionBox
UB Engineering,Engineering & Construction,Public,AmbitionBox
Mordor Intelligence,Analytics & KPO,Private,AmbitionBox
Lot Mobiles,Retail,Private,AmbitionBox
Varian Medical Systems,Medical Equipment,Private,AmbitionBox
Khatib & Alami,Engineering & Construction,Private,AmbitionBox
Printo Document Services,Retail,,AmbitionBox
Zee News,Broadcasting,Public,AmbitionBox
Microchip Technology,Semiconductors,Private,AmbitionBox
Comcast,Engineering & Construction,Private,AmbitionBox
TAM Media Research,Analytics & KPO,Private,AmbitionBox
Bhima Jewellers,Jewellery,Private,AmbitionBox
Contentra Technologies,Printing & Publishing,Private,AmbitionBox
Navodaya Vidyalaya Samiti,Education & Training,Private,AmbitionBox
Desein,Engineering & Construction,Private,AmbitionBox
Uma Polymers,Packaging,Private,AmbitionBox
National Dairy Development Board,Food Processing,Private,AmbitionBox
Grohe,Architecture & Interior Design,Private,AmbitionBox
Growel Softech,IT Services & Consulting,Private,AmbitionBox
Manikgarh Cement,Building Material,Private,AmbitionBox
Ahlcon Parenterals,Pharma,Private,AmbitionBox
Tranistics Data Technologies,Software Product,Private,AmbitionBox
Adyard Abudhabi LLC,Oil & Gas,,AmbitionBox
Finar,Chemicals,Private,AmbitionBox
P.N. International,Import & Export,,AmbitionBox
RGBSI,Recruitment,,AmbitionBox
Construction Group,Engineering & Construction,,AmbitionBox
Carillion Alawi LLC,Facility Management Services,Private,AmbitionBox
Goldmedal Electricals,Electrical Equipment,Private,AmbitionBox
Enrich Energy,Real Estate,Private,AmbitionBox
Deccan Cements,Building Material,Public,AmbitionBox
Gujarat Insecticides,Biotechnology,,AmbitionBox
Calibrated Healthcare Systems,Healthcare,,AmbitionBox
ITL Industries,Industrial Machinery,Public,AmbitionBox
Agiliad Technologies,Industrial Automation,Private,AmbitionBox
Nagravision,IT Services & Consulting,Private,AmbitionBox
Systech Solutions,IT Services & Consulting,Private,AmbitionBox
SRV Media,Marketing & Advertising,Private,AmbitionBox
Radius Global Solutions,BPO,,AmbitionBox
Schawk,Broadcasting,Private,AmbitionBox
Government of Odisha,Government,Private,AmbitionBox
Lazza Ice Creams,Food Processing,,AmbitionBox
Avance Consulting Services,Recruitment,Private,AmbitionBox
Jivo Wellness,FMCG,Private,AmbitionBox
Government of Odisha,Government,Private,AmbitionBox
Khatib & Alami,Engineering & Construction,Private,AmbitionBox
SRV Media,Marketing & Advertising,Private,AmbitionBox
Printo Document Services,Retail,,AmbitionBox
Deccan Cements,Building Material,Public,AmbitionBox
Huber Suhner Electronics,Electrical Equipment,Private,AmbitionBox
Goldmedal Electricals,Electrical Equipment,Private,AmbitionBox
Enrich Energy,Real Estate,Private,AmbitionBox
Netsmartz Infotech,IT Services & Consulting,Private,AmbitionBox
Lazza Ice Creams,Food Processing,,AmbitionBox
Avance Consulting Services,Recruitment,Private,AmbitionBox
New India Co-Op Bank,Banking,Public,AmbitionBox
Amagi Media Labs,Software Product,Private,AmbitionBox
SBL Knowledge Services,IT Services & Consulting,Private,AmbitionBox
Pharmaceutical job,Pharma,Private,AmbitionBox
SAIL Bokaro Steel Plant,Iron & Steel,Public,AmbitionBox
BANKEDGE,Education & Training,Private,AmbitionBox
Excel It Service,IT Services & Consulting,Private,AmbitionBox
S.R.Batliboi & Co.,Accounting & Auditing,Private,AmbitionBox
Shabari Telecable Network,Facility Management Services,Private,AmbitionBox
Almeer Technical Services Co. W.L.L,Engineering & Construction,Private,AmbitionBox
Construction Group,Engineering & Construction,,AmbitionBox
Jivo Wellness,FMCG,Private,AmbitionBox
P.N. International,Import & Export,,AmbitionBox
RGBSI,Recruitment,,AmbitionBox
Carillion Alawi LLC,Facility Management Services,Private,AmbitionBox
Amity Software Systems,Software Product,Public,AmbitionBox
MSV International,Engineering & Construction,,AmbitionBox
Mando Softtech,Auto Components,,AmbitionBox
Fisdom,Internet,,AmbitionBox
Concentric,Advertising / PR / Events,Private,AmbitionBox
SBL Knowledge Services,IT Services & Consulting,Private,AmbitionBox
Excel It Service,IT Services & Consulting,Private,AmbitionBox
Avinash Group,Real Estate,Private,AmbitionBox
Believers Church Medical College Hospital,Healthcare,Private,AmbitionBox
Shri Mahavir ferro Alloys,Iron & Steel,Private,AmbitionBox
Amagi Media Labs,Software Product,Private,AmbitionBox
Unitech Power Transmission,Power,Public,AmbitionBox
Sms Envocare,Waste Management,,AmbitionBox
Epp Composites,Industrial Machinery,Private,AmbitionBox
Exel Rubber,Petrochemicals,Public,AmbitionBox
MasterSoft ERP Solutions,IT Services & Consulting,Private,AmbitionBox
KMC HOSPITAL,Healthcare,Private,AmbitionBox
Pharmaceutical job,Pharma,Private,AmbitionBox
SAIL Bokaro Steel Plant,Iron & Steel,Public,AmbitionBox
Mando Softtech,Auto Components,,AmbitionBox
Emirates Global Aluminium,Metals & Mining,Private,AmbitionBox
MSV International,Engineering & Construction,,AmbitionBox
Amity Software Systems,Software Product,Public,AmbitionBox
Siemens Industry Software (India),Industrial Automation,Private,AmbitionBox
Aloft Hotels,Hospitality,,AmbitionBox
PrepLadder,EdTech,Private,AmbitionBox
Fisdom,Internet,,AmbitionBox
Wingtech Mobile Communication,Electronics Manufacturing,,AmbitionBox
UST Product Engineering,IT Services & Consulting,Private,AmbitionBox
Txd (india) Technology,,,AmbitionBox
iXceed Solutions,Recruitment,,AmbitionBox
Realme,,,AmbitionBox
sifars,IT Services & Consulting,Private,AmbitionBox
SDNA Global,Recruitment,Private,AmbitionBox
Motherson Sumi Wiring,Building Material,,AmbitionBox
Bluefield Technologies,IT Services & Consulting,,AmbitionBox
Floating Numbers Digital Solutions,IT Services & Consulting,Private,AmbitionBox
InMobi,Media & Entertainment,Private,AmbitionBox
Careers360,Education & Training,Private,AmbitionBox
Cybertech Systems & Software,IT Services & Consulting,Private,AmbitionBox
Dayanand Medical College & Hospital,Healthcare,Private,AmbitionBox
Unicom Infotel,Telecom,Private,AmbitionBox
Click Labs,IT Services & Consulting,Private,AmbitionBox
Saggezza,IT Services & Consulting,Private,AmbitionBox
Bizmatics India,Software Product,Private,AmbitionBox
BSL,Fashion & Textile,Public,AmbitionBox
East African (I) Overseas Dehradun,Pharma,Private,AmbitionBox
TechNova Imaging Systems,Printing & Publishing,Private,AmbitionBox
Acma Computers,IT Services & Consulting,Private,AmbitionBox
Guardian Lifecare,Pharma,Private,AmbitionBox
Aurus,IT Services & Consulting,Private,AmbitionBox
Aplab,Consumer Electronics & Appliances,Public,AmbitionBox
Trustline Securities,Investment Banking / Venture Capital / Private Equity,Private,AmbitionBox
Tilaknagar Industries Ltd.,Beverage,Public,AmbitionBox
Haldor Topsoe,Chemicals,Private,AmbitionBox
Bigtree Entertainment,Internet,Private,AmbitionBox
RMS,Industrial Automation,Private,AmbitionBox
Chandan Healthcare,Healthcare,Private,AmbitionBox
Prolific Systems & Technologies,Education & Training,Private,AmbitionBox
Sarva Shiksha Abhiyan,Non-Profit,Private,AmbitionBox
GS Engineering,Engineering & Construction,Private,AmbitionBox
Gm Infinite Dwelling,Real Estate,Private,AmbitionBox
Firmenich Aromatics,Chemicals,Private,AmbitionBox
Marc Enterprises,Electronics Manufacturing,Private,AmbitionBox
Mistral Solutions,IT Services & Consulting,Private,AmbitionBox
JConnect Infotech,Recruitment,Private,AmbitionBox
Miric Biotech,Healthcare,Private,AmbitionBox
National Oilwell Varco,Oil & Gas,,AmbitionBox
Ultratech India,Pharma,Private,AmbitionBox
Facebook,Internet,Private,AmbitionBox
Cp Aquaculture,Agriculture,,AmbitionBox
Golden Star Facilities and Services,Facility Management Services,Private,AmbitionBox
Surya Food & Agro,Food Processing,Private,AmbitionBox
Volksoft Technologies,,,AmbitionBox
Milestone Gears,Auto Components,,AmbitionBox
Jindal Water Infrastructure,Waste Management,Public,AmbitionBox
Pran Beverages India,Beverage,Private,AmbitionBox
Rcpl Logistics,Logistics,Private,AmbitionBox
otsuka chemical india,Chemicals,,AmbitionBox
ALBANY MOLECULAR RESEARCH INC,Pharma,Private,AmbitionBox
MicroSpark Software Solutions,IT Services & Consulting,,AmbitionBox
M G Contractors,Engineering & Construction,Private,AmbitionBox
D.B ENGINEERING,Industrial Machinery,Private,AmbitionBox
Global Talent Track,Education & Training,Private,AmbitionBox
Rostfrei Steels,Industrial Machinery,Private,AmbitionBox
Kingfisher Airlines,Aviation,Public,AmbitionBox
Al Naba Services LLC,Facility Management Services,,AmbitionBox
Marche Retail,Retail,Private,AmbitionBox
Sparsh BPO Services,BPO,Public,AmbitionBox
City Corporation Ltd (Amanora),Real Estate,Public,AmbitionBox
MSF,Non-Profit,NGO/NPO,AmbitionBox
Velankani Electronics,Electronics Manufacturing,Private,AmbitionBox
Ubs Investment Bank,Investment Banking / Venture Capital / Private Equity,,AmbitionBox
Platinum One,Financial Services,,AmbitionBox
Marc Enterprises,Electronics Manufacturing,Private,AmbitionBox
Cp Aquaculture,Agriculture,,AmbitionBox
Firmenich Aromatics,Chemicals,Private,AmbitionBox
Hyland Software Solutions India LLP,IT Services & Consulting,LLP,AmbitionBox
Shiash Info Solutions,IT Services & Consulting,,AmbitionBox
Telecommunications Consultants,Telecom,Private,AmbitionBox
ALBANY MOLECULAR RESEARCH INC,Pharma,Private,AmbitionBox
MicroSpark Software Solutions,IT Services & Consulting,,AmbitionBox
PP Rolling Mills,Industrial Machinery,Private,AmbitionBox
Delivery.com,Internet,Private,AmbitionBox
Gm Infinite Dwelling,Real Estate,Private,AmbitionBox
National Oilwell Varco,Oil & Gas,,AmbitionBox
Prolific Systems & Technologies,Education & Training,Private,AmbitionBox
Spc Life Sciences,Clinical Research,Private,AmbitionBox
Ultratech India,Pharma,Private,AmbitionBox
D.B ENGINEERING,Industrial Machinery,Private,AmbitionBox
HR Spot,Education & Training,Private,AmbitionBox
Press Fit Pipe And Profile,Building Material,Partnership,AmbitionBox
