company_name,company_industry,company_legal_form,file_name
DotPe,IT Services & Consulting,Private,AmbitionBox
Successive Technologies,IT Services & Consulting,Private,AmbitionBox
Minanshika Softech Solution,BPO,Private,AmbitionBox
Annova Solutions,,,AmbitionBox
Akshaya,Real Estate,Private,AmbitionBox
Vatika Hotels,Real Estate,Private,AmbitionBox
Pearl Beverages,Beverage,,AmbitionBox
SKP Group,Management Consulting,Private,AmbitionBox
Trinity Mobility,IT Services & Consulting,Private,AmbitionBox
LNJ Bhilwara Group,Fashion & Textile,Private,AmbitionBox
Utsav Fashion,Internet,Private,AmbitionBox
Marvel Realtors,Real Estate,Private,AmbitionBox
Comau,Industrial Automation,Private,AmbitionBox
Nirmal Industrial Controls,Industrial Automation,Private,AmbitionBox
IRIS Business Services,IT Services & Consulting,Public,AmbitionBox
Mobily Infotech,Telecom,Private,AmbitionBox
Ashida Electronics,Electronics Manufacturing,Private,AmbitionBox
HLE Engineers,Industrial Machinery,Private,AmbitionBox
Kumaran Systems,IT Services & Consulting,Private,AmbitionBox
IMImobile,IT Services & Consulting,Private,AmbitionBox
India Healthcare Solutions,Healthcare,Private,AmbitionBox
Optimus Global Services,BPO,Public,AmbitionBox
Aga Khan University Hospital,Healthcare,,AmbitionBox
Drytech Processes (I),Food Processing,,AmbitionBox
Plr Projects,Engineering & Construction,,AmbitionBox
Essel Finance,Financial Services,LLP,AmbitionBox
Babaji Shivram Clearing & Carriers,Logistics,Private,AmbitionBox
Ecolab Food Safety & Hygiene Solutions,Chemicals,Public,AmbitionBox
PressureJet Systems,Industrial Machinery,Private,AmbitionBox
Extinct Fire Engineers,Industrial Machinery,Private,AmbitionBox
ASA & Associates,Accounting & Auditing,Private,AmbitionBox
Ms Agarwal Foundries,Iron & Steel,,AmbitionBox
Galfar Al Misnad Engineering Contracting W L L,Engineering & Construction,,AmbitionBox
S Mobile Devices,Consumer Electronics & Appliances,Private,AmbitionBox
Mgm Hospital,Healthcare,Private,AmbitionBox
Omega Hospitals,Healthcare,,AmbitionBox
Aljaber Engineering,Engineering & Construction,Private,AmbitionBox
Starion India,Electronics Manufacturing,,AmbitionBox
Welkin Telecom Infra,Telecom,Private,AmbitionBox
Bl International,Fashion & Textile,Private,AmbitionBox
Suncity Projects,Real Estate,Private,AmbitionBox
Howe Engineering Projects,Engineering & Construction,Private,AmbitionBox
Sakthi Finance,Financial Services,Public,AmbitionBox
Ajax Engineering,Engineering & Construction,Private,AmbitionBox
Kirloskar Technologies,Medical Equipment,,AmbitionBox
Paharpur 3P,Packaging,,AmbitionBox
Extentia Information Technology,IT Services & Consulting,Private,AmbitionBox
Al Maha Foods International,Other,,AmbitionBox
Welkin Telecom Infra,Telecom,Private,AmbitionBox
IQ City Medical College,Education & Training,Private,AmbitionBox
Covenant Consultants,Recruitment,Private,AmbitionBox
Yellow Banana Food Company,Hospitality,Private,AmbitionBox
Howe Engineering Projects,Engineering & Construction,Private,AmbitionBox
Bl International,Fashion & Textile,Private,AmbitionBox
Volante Technologies,FinTech,Private,AmbitionBox
Xpitax Solutions,Accounting & Auditing,Private,AmbitionBox
Kumaran Systems,IT Services & Consulting,Private,AmbitionBox
LNJ Bhilwara Group,Fashion & Textile,Private,AmbitionBox
SKP Group,Management Consulting,Private,AmbitionBox
Diversey,Chemicals,,AmbitionBox
Aga Khan University Hospital,Healthcare,,AmbitionBox
NuvoEx,Logistics,Private,AmbitionBox
Hitek Syndicate,Financial Services,,AmbitionBox
AVON TUBETECH,Iron & Steel,Private,AmbitionBox
Plr Projects,Engineering & Construction,,AmbitionBox
Ms Agarwal Foundries,Iron & Steel,,AmbitionBox
Mgm Hospital,Healthcare,Private,AmbitionBox
Amrita Vidyalayam,Education & Training,,AmbitionBox
Drytech Processes (I),Food Processing,,AmbitionBox
Galfar Al Misnad Engineering Contracting W L L,Engineering & Construction,,AmbitionBox
Ecolab Food Safety & Hygiene Solutions,Chemicals,Public,AmbitionBox
ASA & Associates,Accounting & Auditing,Private,AmbitionBox
NuvoEx,Logistics,Private,AmbitionBox
iServices,Internet,Private,AmbitionBox
Ocrolus East,FinTech,Private,AmbitionBox
ATC India Tower Corporation,Telecom,Private,AmbitionBox
IQ City Medical College,Education & Training,Private,AmbitionBox
Amrita Vidyalayam,Education & Training,,AmbitionBox
Prumatech Services,Industrial Machinery,,AmbitionBox
Elico,Industrial Machinery,,AmbitionBox
MSN R&D Center,,,AmbitionBox
Dahua Technology India Pvt.Ltd.,IT Services & Consulting,,AmbitionBox
Covenant Consultants,Recruitment,Private,AmbitionBox
Hemani Industries,Agro Chemicals,Public,AmbitionBox
Eicher Engineering Components,Auto Components,Private,AmbitionBox
Oaknorth Bank,Banking,Private,AmbitionBox
Suntara Cosmetics,Beauty & Personal Care,Private,AmbitionBox
Crystal Ceramic Industries,Building Material,Private,AmbitionBox
National Rural Livelihood Mission,Government,,AmbitionBox
Trimed Solutions India,Medical Equipment,Private,AmbitionBox
Saint-Gobain Weber,Engineering & Construction,,AmbitionBox
Yellow Banana Food Company,Hospitality,Private,AmbitionBox
RACL Geartech,Auto Components,Public,AmbitionBox
INFOCRUNCH ANALYTICS,Analytics & KPO,,AmbitionBox
Sun Business Solutions,IT Services & Consulting,Private,AmbitionBox
Smart Call Center Solutions,BPO,Private,AmbitionBox
Qbss,IT Services & Consulting,,AmbitionBox
Farmson Pharmaceutical,Pharma,,AmbitionBox
Affordable Robotic and Automation,IT Services & Consulting,Public,AmbitionBox
West Coast Pharmaceuticals,Pharma,Private,AmbitionBox
Complere Infosystem,IT Services & Consulting,Private,AmbitionBox
DOCON TECHNOLOGIES,Internet,,AmbitionBox
Aashman Foundation,,,AmbitionBox
Knowlarity,BPO,Private,AmbitionBox
MyCaptain,Internet,,AmbitionBox
DOCON TECHNOLOGIES,Internet,,AmbitionBox
INFOCRUNCH ANALYTICS,Analytics & KPO,,AmbitionBox
Threpsi Solutions,Fitness & Wellness,,AmbitionBox
N.K. Realtors,Real Estate,Private,AmbitionBox
Drums Food International,Food Processing,Private,AmbitionBox
PDVSA,Oil & Gas,Public,AmbitionBox
Shine,Internet,Private,AmbitionBox
Excellon Software,IT Services & Consulting,Private,AmbitionBox
Born Group,Marketing & Advertising,Private,AmbitionBox
Avontix,IT Services & Consulting,Private,AmbitionBox
Action Tesa,Manufacturing,,AmbitionBox
Gokaldas Images,Fashion & Textile,,AmbitionBox
Zenith Precision,Aviation,,AmbitionBox
General Industrial Controls,Industrial Machinery,Private,AmbitionBox
TeamLease Staffing Solutions,Internet,Private,AmbitionBox
Cubastion Consulting,IT Services & Consulting,Private,AmbitionBox
Hindustan Copper,Metals & Mining,Public,AmbitionBox
EIH,Hospitality,Public,AmbitionBox
Cambata Aviation,Aviation,Private,AmbitionBox
Zenith Leisure Holidays,Travel & Tourism,,AmbitionBox
Windals Precision,Auto Components,Private,AmbitionBox
Bagzone Lifestyles,Retail,Private,AmbitionBox
Tecnics Integration Technologies,IT Services & Consulting,Private,AmbitionBox
Paranjape Autocast,Auto Components,,AmbitionBox
Driplex Water Engineering,Waste Management,,AmbitionBox
Perpetuuiti Technosoft Services,IT Services & Consulting,Private,AmbitionBox
Vijay Raja Homes,Real Estate,Private,AmbitionBox
Lotus Wireless Technologies,IT Services & Consulting,,AmbitionBox
Dynamic Engineering,Industrial Machinery,Public,AmbitionBox
Pride Purple Group,Real Estate,Private,AmbitionBox
Birla Sun Life Mutual Fund,Insurance,,AmbitionBox
SecureNow Insurance Broker,Insurance,Private,AmbitionBox
Ace Pipeline Contracts,Engineering & Construction,,AmbitionBox
Nucsoft,IT Services & Consulting,Private,AmbitionBox
Adnet Global,Animation & VFX,Private,AmbitionBox
Medical Trust Hospital,Healthcare,Private,AmbitionBox
UPS Supply Chain Solutions,Logistics,Private,AmbitionBox
Kasturba Medical College,Education & Training,,AmbitionBox
Panoli Intermediates India,Chemicals,Private,AmbitionBox
K.R.Pulp & Papers,Pulp & Paper,Public,AmbitionBox
Ukay Metal Industries,Metals & Mining,,AmbitionBox
Modern Construction Company,Engineering & Construction,,AmbitionBox
Okinawa Autotech,Auto Components,Private,AmbitionBox
Safari Company,Travel & Tourism,Private,AmbitionBox
Bestech Group,Real Estate,Private,AmbitionBox
Suvidha Engineers,Engineering & Construction,Private,AmbitionBox
Paramount Plaster,Metals & Mining,Private,AmbitionBox
Cynoteck Technology Solutions,IT Services & Consulting,LLC,AmbitionBox
Spinco Biotech,Biotechnology,Private,AmbitionBox
Comnet Solutions,Telecom,Private,AmbitionBox
ATC (Assam),Logistics,Private,AmbitionBox
Dr. Amin Controllers,Engineering & Construction,,AmbitionBox
Dayal Group,,,AmbitionBox
Red Tag,Retail,,AmbitionBox
Verity,Investment Banking / Venture Capital / Private Equity,Private,AmbitionBox
Azure Knowledge Corporation,Analytics & KPO,Private,AmbitionBox
Madhu Silica,Metals & Mining,Private,AmbitionBox
Prabha Engineering,Auto Components,Private,AmbitionBox
Replicon,Software Product,Private,AmbitionBox
Layam Management Solutions,Recruitment,Private,AmbitionBox
Fichtner Consulting Engineers,Industrial Machinery,Private,AmbitionBox
Amco Saft India,Electrical Equipment,Private,AmbitionBox
Asianlak Health Foods,Beverage,Public,AmbitionBox
Central Bureau of Investigation,Defence & Aerospace,,AmbitionBox
Wanfeng Aluminum Wheel,Industrial Machinery,,AmbitionBox
Airworks,Advertising / PR / Events,,AmbitionBox
Som Projects (S.P.L),Engineering & Construction,Private,AmbitionBox
Express Housekeeper,Facility Management Services,Private,AmbitionBox
SRM Techsol,IT Services & Consulting,,AmbitionBox
Kotak Mahindra General Insurance,Insurance,Public,AmbitionBox
Ascent Hr,Recruitment,,AmbitionBox
Telecomone Teleservices,Telecom,Private,AmbitionBox
M Intergraph Systems,IT Services & Consulting,Private,AmbitionBox
Roseate Hotels & Resorts,Hospitality,Private,AmbitionBox
Rain Cii Carbon Vizag,Chemicals,Private,AmbitionBox
Tax Consultants,,Private,AmbitionBox
Medicover Fertility,Healthcare,Private,AmbitionBox
Campus Activewear,Fashion & Textile,Public,AmbitionBox
Bansal Wire Industries,Iron & Steel,Private,AmbitionBox
Empire Spices & Foods,FMCG,Private,AmbitionBox
Faze Three,Fashion & Textile,Public,AmbitionBox
Sungwoo Hitech,Auto Components,Private,AmbitionBox
Hager Electro,Electrical Equipment,,AmbitionBox
Karuna Greentech,Electrical Equipment,Private,AmbitionBox
Veative Labs,IT Services & Consulting,Private,AmbitionBox
Media.net Software Services (India),Internet,,AmbitionBox
Deshpande Foundation,Non-Profit,NGO/NPO,AmbitionBox
Alniche Life Sciences,Pharma,Private,AmbitionBox
Finolex Pipes,Iron & Steel,,AmbitionBox
Delta Technology,IT Services & Consulting,Private,AmbitionBox
Gj Solutions,Recruitment,Private,AmbitionBox
Rishi FIBC Solutions,Packaging,Private,AmbitionBox
Vydehi Institute Of Medical Sciences And Research Centre,Healthcare,,AmbitionBox
JAAC TECHNO SERVICES,Industrial Machinery,,AmbitionBox
Healthplix Technologies,Fitness & Wellness,Private,AmbitionBox
Tatva Global School,Education & Training,,AmbitionBox
Mahindra Teqo,Software Product,,AmbitionBox
GUS Education,Education & Training,,AmbitionBox
Accentuate Business Solutions,,,AmbitionBox
Xpheno,Recruitment,Private,AmbitionBox
Daramic Battery Separator India,Electrical Equipment,,AmbitionBox
Telligent (A Verint Company),Software Product,Private,AmbitionBox
WorkIndia,IT Services & Consulting,Private,AmbitionBox
Destek Infosolutions,IT Services & Consulting,Private,AmbitionBox
Drip Capital,Financial Services,Private,AmbitionBox
Rakuten Symphony,Telecom,Other,AmbitionBox
AVYAIT,,,AmbitionBox
CorroHealth,,,AmbitionBox
TalentServe,Software Product,,AmbitionBox
ACCE GLOBAL SOFTWARE,Software Product,,AmbitionBox
Mouser Electronics,Semiconductors,,AmbitionBox
Paramount Plaster,Metals & Mining,Private,AmbitionBox
Manipal Group,Healthcare,,AmbitionBox
Hirva HR Solutions,Recruitment,Private,AmbitionBox
Arrow Electronics,Semiconductors,Private,AmbitionBox
Equifax,IT Services & Consulting,Public,AmbitionBox
Ashiana Homes,Real Estate,Private,AmbitionBox
Mount Talent Consulting,Recruitment,Private,AmbitionBox
Mobulous Technologies,IT Services & Consulting,Private,AmbitionBox
GSS Infotech,IT Services & Consulting,Public,AmbitionBox
FEV,Auto Components,Private,AmbitionBox
ASSA ABLOY,Real Estate,Public,AmbitionBox
Rivoli Group,Retail,,AmbitionBox
GETIT Infoservices,Internet,Private,AmbitionBox
Interglobe Technology Quotient,Aviation,Private,AmbitionBox
Shyama Power India,Electronics Manufacturing,Public,AmbitionBox
Sanofi Pasteur,Biotech & Life sciences,Private,AmbitionBox
Man Infraconstruction,Real Estate,Public,AmbitionBox
Thakral Services India,Law Enforcement & Security,Private,AmbitionBox
Infinium Toyota,Automobile,Private,AmbitionBox
HiRePro Consulting,Software Product,Private,AmbitionBox
IMA-PG,Medical Equipment,Private,AmbitionBox
Manali Petrochemicals,Chemicals,Public,AmbitionBox
LKP Securities,Financial Services,Public,AmbitionBox
Neo Structo Construction,Engineering & Construction,Public,AmbitionBox
Star Paper Mills,Pulp & Paper,Public,AmbitionBox
Corecard Software,IT Services & Consulting,Private,AmbitionBox
Zinnov Management Consulting,Management Consulting,Private,AmbitionBox
Ceratizit,Industrial Machinery,Private,AmbitionBox
Grand View Research,,Private,AmbitionBox
Swastik Infra-logic,Engineering & Construction,Private,AmbitionBox
Link Intime,Investment Banking / Venture Capital / Private Equity,Private,AmbitionBox
Pee Empro Exports,Fashion & Textile,Private,AmbitionBox
Interra Information Technologies,IT Services & Consulting,Private,AmbitionBox
Amalgamations Valeo Clutch,Auto Components,Private,AmbitionBox
Panasonic Appliances,,,AmbitionBox
Oberoi Flight Services,Aviation,,AmbitionBox
Airtel Business,,,AmbitionBox
DWD Pharmaceuticals,Pharma,,AmbitionBox
Egon Zehnder International,Management Consulting,Private,AmbitionBox
Paracoat Products,Auto Components,,AmbitionBox
Karnataka Power Corporation,Power,,AmbitionBox
Paramount Products,Import & Export,,AmbitionBox
Earth Infrastructure,Real Estate,Private,AmbitionBox
Shemford Futuristic School,Education & Training,Private,AmbitionBox
BCITS,IT Services & Consulting,Private,AmbitionBox
Batliboi,Industrial Machinery,Public,AmbitionBox
Shrinath Rotopack,Packaging,,AmbitionBox
Chumbak Design,Retail,Private,AmbitionBox
UpMan Placements,Recruitment,,AmbitionBox
KSA PowerInfra,Power,Private,AmbitionBox
Minda Vast Access Systems,Law Enforcement & Security,,AmbitionBox
Aptronix - Apple Premium Reseller,Electrical Equipment,Public,AmbitionBox
OCS Services,Oil & Gas,Private,AmbitionBox
BPR Infrastructure,Engineering & Construction,Public,AmbitionBox
ObjectWin Technology,Recruitment,Private,AmbitionBox
Maxim Integrated,Semiconductors,Public,AmbitionBox
Rotary Engineering,Oil & Gas,,AmbitionBox
JPAL,Analytics & KPO,Private,AmbitionBox
Doosan Babcock,Engineering & Construction,Private,AmbitionBox
Fitness First,Fitness & Wellness,Private,AmbitionBox
Aggreko,Power,Private,AmbitionBox
Kerakoll,Building Material,Private,AmbitionBox
TaeguTec,Industrial Machinery,Private,AmbitionBox
Pyramid E Services,Education & Training,Private,AmbitionBox
Shemrock Group of Schools,Education & Training,Private,AmbitionBox
Piramal Realty,Real Estate,Private,AmbitionBox
Voltech Hr Services,Recruitment,Private,AmbitionBox
Cico Technologies,Chemicals,Private,AmbitionBox
Gmr Airport Developers,,Private,AmbitionBox
Luxottica India Eyewear,Fashion & Textile,Private,AmbitionBox
Paperpedia,EdTech,Private,AmbitionBox
Uttam Sugar Mills,Food Processing,Public,AmbitionBox
Orient Blackswan,Printing & Publishing,Private,AmbitionBox
Krishna Institute of Medical Sciences,Healthcare,Private,AmbitionBox
Cogniter Technologies,IT Services & Consulting,Private,AmbitionBox
Adhunik Power,Power,,AmbitionBox
Shakti Hormann,Architecture & Interior Design,Private,AmbitionBox
Infojini,IT Services & Consulting,Private,AmbitionBox
US Technology,IT Services & Consulting,,AmbitionBox
Thinksys Software,IT Services & Consulting,Private,AmbitionBox
Ashwini Hospital,Healthcare,Private,AmbitionBox
Maya Academy of Advanced Cinematics,Animation & VFX,,AmbitionBox
Kirtane & Pandit,Accounting & Auditing,LLP,AmbitionBox
Sharadha Terry Products,Fashion & Textile,Private,AmbitionBox
OPTCL,Power,,AmbitionBox
Savvysoft Technologies,Recruitment,Private,AmbitionBox
TNPL,Pulp & Paper,,AmbitionBox
Preca Solutions,Engineering & Construction,Private,AmbitionBox
YCH Logistics,Logistics,Private,AmbitionBox
Ecocat India,Auto Components,Private,AmbitionBox
Delcure Life Sciences,Pharma,,AmbitionBox
Enkei Wheels India,Auto Components,Public,AmbitionBox
Enlist Management Consultants,Recruitment,,AmbitionBox
Galaxy Toyota,Automobile,,AmbitionBox
Xoxoday,Software Product,Private,AmbitionBox
Alphamed Formulations,Pharma,Private,AmbitionBox
RevoKarmaHub Software And Services,IT Services & Consulting,Private,AmbitionBox
SPJ group,FMCG,,AmbitionBox
Eqic Dies & Moulds Engineers,Industrial Machinery,Private,AmbitionBox
Capri Global Housing Finance,Financial Services,Private,AmbitionBox
Fluidline Engineers And Fabricators,Industrial Machinery,Private,AmbitionBox
Seeh Al Sarya Engineering,Oil & Gas,Private,AmbitionBox
B.l Lifesciences,Medical Equipment,,AmbitionBox
Avi Solar Energy,Power,Private,AmbitionBox
Injectoplast,Auto Components,,AmbitionBox
Rathi Transpower,Industrial Machinery,,AmbitionBox
Epicu Agro Products,Food Processing,Private,AmbitionBox
Yuto Printing and Packaging,Packaging,,AmbitionBox
Veoneer India,Auto Components,Private,AmbitionBox
Monjin Interviews,Software Product,Private,AmbitionBox
